# Data for PTB_Yb_CombKnoten-INRIM_ITYb1 
# File generated on: 2025-01-20T17:02:58+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys 	uB_sys 
59639.002269	-2.3392424201e-15	1	2e-17	2.7e-18
59639.002280	-1.4939204794e-15	1	2e-17	2.7e-18
59639.002292	-1.8363631945e-15	1	2e-17	2.7e-18
59639.002303	-2.2093990456e-15	1	2e-17	2.7e-18
59639.002315	-2.3349293283e-15	1	2e-17	2.7e-18
59639.002326	-2.6453601272e-16	1	2e-17	2.7e-18
59639.002338	2.7162847370e-15	1	2e-17	2.7e-18
59639.002350	1.2267273243e-15	1	2e-17	2.7e-18
59639.002361	2.1556065242e-15	1	2e-17	2.7e-18
59639.002373	9.2311852877e-16	1	2e-17	2.7e-18
59639.002384	-1.1286773314e-15	1	2e-17	2.7e-18
59639.002396	2.2608834022e-15	1	2e-17	2.7e-18
59639.002407	5.4228997459e-16	1	2e-17	2.7e-18
59639.002419	-6.5718914685e-16	1	2e-17	2.7e-18
59639.002431	-6.9275944844e-16	1	2e-17	2.7e-18
59639.002442	-2.1881402126e-17	1	2e-17	2.7e-18
59639.002454	8.1080788920e-16	1	2e-17	2.7e-18
59639.002465	7.3523052745e-16	1	2e-17	2.7e-18
59639.002477	7.6693242956e-16	1	2e-17	2.7e-18
59639.002488	-3.4856506922e-16	1	2e-17	2.7e-18
59639.002500	-2.2015724611e-15	1	2e-17	2.7e-18
59639.002512	-2.4351663603e-15	1	2e-17	2.7e-18
59639.002523	-1.2225378994e-15	1	2e-17	2.7e-18
59639.002535	-4.3652097047e-16	1	2e-17	2.7e-18
59639.002546	-1.4336786492e-15	1	2e-17	2.7e-18
59639.002558	2.2900721575e-16	1	2e-17	2.7e-18
59639.002569	-1.1479964589e-15	1	2e-17	2.7e-18
59639.002581	-3.2641769875e-15	1	2e-17	2.7e-18
59639.002593	-2.0448222380e-15	1	2e-17	2.7e-18
59639.002604	-1.0645594784e-15	1	2e-17	2.7e-18
59639.002616	-2.4682048804e-15	1	2e-17	2.7e-18
59639.002627	-2.5763421886e-15	1	2e-17	2.7e-18
59639.002639	-5.0737951167e-15	1	2e-17	2.7e-18
59639.002650	9.0782026671e-16	1	2e-17	2.7e-18
59639.002662	2.2774954123e-15	1	2e-17	2.7e-18
59639.002674	-1.7465819372e-18	1	2e-17	2.7e-18
59639.002685	1.0144786554e-15	1	2e-17	2.7e-18
59639.002697	2.0722982927e-15	1	2e-17	2.7e-18
59639.002708	1.2218374031e-15	1	2e-17	2.7e-18
59639.002720	-2.5119033101e-15	1	2e-17	2.7e-18
59639.002731	-6.4702881724e-15	1	2e-17	2.7e-18
59639.002743	-4.8911138269e-15	1	2e-17	2.7e-18
59639.002755	-9.3399443182e-16	1	2e-17	2.7e-18
59639.002766	2.7921594073e-17	1	2e-17	2.7e-18
59639.002778	9.4267397843e-16	1	2e-17	2.7e-18
59639.002789	4.0851721420e-16	1	2e-17	2.7e-18
59639.002801	2.7155562887e-15	1	2e-17	2.7e-18
59639.002812	1.2251349024e-15	1	2e-17	2.7e-18
59639.002824	1.7453537395e-16	1	2e-17	2.7e-18
59639.002836	2.2309509519e-15	1	2e-17	2.7e-18
59639.002847	4.0065928955e-16	1	2e-17	2.7e-18
59639.002859	6.0433259688e-17	1	2e-17	2.7e-18
59639.002870	-2.0846243162e-15	1	2e-17	2.7e-18
59639.002882	2.0671923781e-16	1	2e-17	2.7e-18
59639.002894	1.9777084294e-15	1	2e-17	2.7e-18
59639.002905	-4.8258770434e-16	1	2e-17	2.7e-18
59639.002917	-3.7345597941e-16	1	2e-17	2.7e-18
59639.002928	7.1578942724e-16	1	2e-17	2.7e-18
59639.002940	-5.8064193238e-16	1	2e-17	2.7e-18
59639.002951	3.9595266627e-15	1	2e-17	2.7e-18
59639.002963	2.4024861351e-15	1	2e-17	2.7e-18
59639.002975	-2.9710188845e-16	1	2e-17	2.7e-18
59639.002986	-2.8570090968e-15	1	2e-17	2.7e-18
59639.002998	2.1206350749e-15	1	2e-17	2.7e-18
59639.003009	2.1494596061e-15	1	2e-17	2.7e-18
59639.003021	1.8241955662e-16	1	2e-17	2.7e-18
59639.003032	-2.6363900483e-17	1	2e-17	2.7e-18
59639.003044	2.4667852532e-15	1	2e-17	2.7e-18
59639.003056	-1.1460618357e-15	1	2e-17	2.7e-18
59639.003067	-2.0492530673e-15	1	2e-17	2.7e-18
59639.003079	8.2099515446e-16	1	2e-17	2.7e-18
59639.003090	3.3992702723e-16	1	2e-17	2.7e-18
59639.003102	3.4930961118e-16	1	2e-17	2.7e-18
59639.003113	9.1064935676e-16	1	2e-17	2.7e-18
59639.003125	-7.6490378566e-16	1	2e-17	2.7e-18
59639.003137	-1.2305660776e-15	1	2e-17	2.7e-18
59639.003148	-3.9676717315e-17	1	2e-17	2.7e-18
59639.003160	3.3177094698e-16	1	2e-17	2.7e-18
59639.003171	-6.2265561359e-16	1	2e-17	2.7e-18
59639.003183	3.9671635118e-17	1	2e-17	2.7e-18
59639.003194	1.6720481201e-15	1	2e-17	2.7e-18
59639.003206	1.8099357665e-15	1	2e-17	2.7e-18
59639.003218	-1.7257584793e-15	1	2e-17	2.7e-18
59639.003229	-2.2658139809e-15	1	2e-17	2.7e-18
59639.003241	1.2588832361e-15	1	2e-17	2.7e-18
59639.003252	7.1328390378e-16	1	2e-17	2.7e-18
59639.003264	1.3472414780e-15	1	2e-17	2.7e-18
59639.003275	8.9974550163e-16	1	2e-17	2.7e-18
59639.003287	2.2763146484e-15	1	2e-17	2.7e-18
59639.003299	-1.8276963534e-15	1	2e-17	2.7e-18
59639.003310	-4.4637103191e-15	1	2e-17	2.7e-18
59639.003322	-1.0217733032e-15	1	2e-17	2.7e-18
59639.003333	2.3524222528e-16	1	2e-17	2.7e-18
59639.003345	-2.0184015863e-15	1	2e-17	2.7e-18
59639.003356	-1.1776468472e-16	1	2e-17	2.7e-18
59639.003368	-1.1454833122e-15	1	2e-17	2.7e-18
59639.003380	9.3282722042e-16	1	2e-17	2.7e-18
59639.003391	-4.3693093441e-16	1	2e-17	2.7e-18
59639.003403	6.5339698035e-16	1	2e-17	2.7e-18
59639.003414	1.6978775428e-17	1	2e-17	2.7e-18
59639.003426	3.3412654560e-16	1	2e-17	2.7e-18
59639.003437	-2.5908112054e-16	1	2e-17	2.7e-18
59639.003449	-1.9969784290e-15	1	2e-17	2.7e-18
59639.003461	-2.9224034285e-15	1	2e-17	2.7e-18
59639.003472	-2.0112644867e-15	1	2e-17	2.7e-18
59639.003484	5.5463293870e-16	1	2e-17	2.7e-18
59639.003495	-3.1890028134e-16	1	2e-17	2.7e-18
59639.003507	8.2594013280e-16	1	2e-17	2.7e-18
59639.003519	3.1851826949e-17	1	2e-17	2.7e-18
59639.003530	-1.2333477338e-16	1	2e-17	2.7e-18
59639.003542	-5.5989216627e-16	1	2e-17	2.7e-18
59639.003553	-6.9762311162e-16	1	2e-17	2.7e-18
59639.003565	3.8060468338e-15	1	2e-17	2.7e-18
59639.003576	2.0729123916e-15	1	2e-17	2.7e-18
59639.003588	9.5289427797e-16	1	2e-17	2.7e-18
59639.003600	1.0909708128e-15	1	2e-17	2.7e-18
59639.003611	5.6436873539e-16	1	2e-17	2.7e-18
59639.003623	4.3948727985e-16	1	2e-17	2.7e-18
59639.003634	-5.7737407927e-16	1	2e-17	2.7e-18
59639.003646	7.1349227389e-16	1	2e-17	2.7e-18
59639.003657	-3.1202042564e-15	1	2e-17	2.7e-18
59639.003669	-5.1257707524e-15	1	2e-17	2.7e-18
59639.003681	1.5211297188e-15	1	2e-17	2.7e-18
59639.003692	-6.9657024967e-16	1	2e-17	2.7e-18
59639.003704	3.0096774682e-16	1	2e-17	2.7e-18
59639.003715	6.0159244529e-16	1	2e-17	2.7e-18
59639.003727	2.6107647606e-15	1	2e-17	2.7e-18
59639.003738	1.9360903126e-15	1	2e-17	2.7e-18
59639.003750	-6.1837216798e-16	1	2e-17	2.7e-18
59639.003762	-1.4866995235e-15	1	2e-17	2.7e-18
59639.003773	1.0113912203e-15	1	2e-17	2.7e-18
59639.003785	2.7497442325e-15	1	2e-17	2.7e-18
59639.003796	-5.7187514137e-16	1	2e-17	2.7e-18
59639.003808	-1.7900618325e-15	1	2e-17	2.7e-18
59639.003819	-4.6361416632e-16	1	2e-17	2.7e-18
59639.003831	6.1407093467e-16	1	2e-17	2.7e-18
59639.003843	2.6723957249e-15	1	2e-17	2.7e-18
59639.003854	-7.9232986545e-16	1	2e-17	2.7e-18
59639.003866	-1.3725804686e-15	1	2e-17	2.7e-18
