# Data for INRIM_ITYb1-PTB_Sr3_CombKnoten 
# File generated on: 2025-01-20T17:03:46+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys     	uB_sys
59639.181435	-3.2844830754e-16	1	2.8868100000000004e-18	2e-17
59639.181447	9.9188847201e-16	1	2.8867300000000002e-18	2e-17
59639.181458	8.3253215153e-16	1	2.8866400000000002e-18	2e-17
59639.181470	3.7518870824e-16	1	2.8865500000000003e-18	2e-17
59639.181481	-1.2762859816e-15	1	2.8864600000000003e-18	2e-17
59639.181493	-2.5995771821e-16	1	2.8863700000000003e-18	2e-17
59639.181505	8.3918772313e-16	1	2.8862800000000003e-18	2e-17
59639.181516	-4.0514763709e-16	1	2.8862e-18	2e-17
59639.181528	-2.0853452437e-15	1	2.88611e-18	2e-17
59639.181539	-8.6462152787e-16	1	2.8860900000000003e-18	2e-17
59639.181551	-4.6965943458e-16	1	2.88608e-18	2e-17
59639.181563	-1.2435368067e-15	1	2.8860700000000004e-18	2e-17
59639.181574	1.9544184055e-15	1	2.8860600000000003e-18	2e-17
59639.181586	7.0755778770e-16	1	2.8860400000000004e-18	2e-17
59639.181597	2.1762586697e-15	1	2.8860300000000003e-18	2e-17
59639.181609	2.7010041686e-16	1	2.88602e-18	2e-17
59639.181620	6.8655249486e-17	1	2.886e-18	2e-17
59639.181632	1.7333240587e-15	1	2.88599e-18	2e-17
59639.181644	6.5007448296e-16	1	2.8859800000000004e-18	2e-17
59639.181655	-1.9905611437e-15	1	2.8859700000000003e-18	2e-17
59639.181667	4.0230831268e-16	1	2.8859500000000004e-18	2e-17
59639.181678	6.7349596527e-16	1	2.8859400000000003e-18	2e-17
59639.181690	-2.2009981718e-15	1	2.88593e-18	2e-17
59639.181701	8.8451180351e-16	1	2.8859200000000004e-18	2e-17
59639.181713	-7.1184293296e-16	1	2.8859e-18	2e-17
59639.181725	-2.1250000147e-16	1	2.88589e-18	2e-17
59639.181736	4.1168309701e-16	1	2.8858800000000003e-18	2e-17
59639.181748	-1.4412228700e-15	1	2.88586e-18	2e-17
59639.181759	4.8265686668e-16	1	2.8858500000000003e-18	2e-17
59639.181771	1.3398659202e-16	1	2.8858400000000002e-18	2e-17
59639.181782	-1.3957019118e-15	1	2.88583e-18	2e-17
59639.181794	-1.2282996770e-15	1	2.8858100000000002e-18	2e-17
59639.181806	1.1601737327e-15	1	2.8858e-18	2e-17
59639.181817	6.4789432135e-16	1	2.8857900000000003e-18	2e-17
59639.181829	-1.5123094325e-15	1	2.88577e-18	2e-17
59639.181840	-1.1279697676e-15	1	2.8857600000000004e-18	2e-17
59639.181852	-2.3107263996e-15	1	2.8857500000000002e-18	2e-17
59639.181863	-2.3823034845e-15	1	2.88574e-18	2e-17
59639.181875	-2.7131524082e-15	1	2.8857200000000002e-18	2e-17
59639.181887	1.1219997053e-15	1	2.88571e-18	2e-17
59639.181898	-9.0838672525e-16	1	2.8857e-18	2e-17
59639.181910	-9.9777488201e-16	1	2.8856900000000002e-18	2e-17
59639.181921	-1.2878134730e-17	1	2.8856700000000004e-18	2e-17
59639.181933	-1.2595193288e-15	1	2.8856600000000003e-18	2e-17
59639.181944	-1.2785318830e-15	1	2.88565e-18	2e-17
59639.181956	-7.0278493661e-16	1	2.8856300000000003e-18	2e-17
59639.181968	8.5878223701e-16	1	2.88562e-18	2e-17
59639.181979	-4.9202713047e-16	1	2.8856100000000004e-18	2e-17
59639.181991	3.9862374622e-16	1	2.8856e-18	2e-17
59639.182002	1.0839878527e-15	1	2.8855800000000004e-18	2e-17
59639.182014	8.7762469667e-16	1	2.8855700000000003e-18	2e-17
59639.182025	1.0414795401e-15	1	2.88556e-18	2e-17
59639.182037	-7.8806084955e-16	1	2.8855500000000004e-18	2e-17
59639.182049	-8.3774950604e-16	1	2.88553e-18	2e-17
59639.182060	6.9058309455e-16	1	2.8855200000000004e-18	2e-17
59639.182072	3.1222124027e-16	1	2.8855100000000003e-18	2e-17
59639.182083	6.8720349952e-16	1	2.8854900000000004e-18	2e-17
59639.182095	6.3342588583e-16	1	2.8854800000000003e-18	2e-17
59639.182106	3.9593474868e-16	1	2.88547e-18	2e-17
59639.182118	7.9532103544e-16	1	2.88546e-18	2e-17
59639.182130	1.6423009974e-16	1	2.88544e-18	2e-17
59639.182141	6.6699973469e-16	1	2.88543e-18	2e-17
59639.182153	1.6940856491e-17	1	2.8854200000000003e-18	2e-17
59639.182164	-2.0867352097e-15	1	2.8854e-18	2e-17
59639.182176	1.7734245615e-15	1	2.8853900000000003e-18	2e-17
59639.182188	4.3974461479e-16	1	2.8853800000000002e-18	2e-17
59639.182199	-9.3074383000e-16	1	2.88537e-18	2e-17
59639.182211	-1.2287174045e-15	1	2.8853500000000002e-18	2e-17
59639.182222	-2.5867209260e-15	1	2.88534e-18	2e-17
