station,sat,N_points,A_sat,b_sat,RMS_before,RMS_after,delta_RMS,AIC_before,AIC_after,delta_AIC,R2
ALIC,G29,18,957.9871130545539,-16.41034457123425,1.0385677372489066,0.053222177083736305,-0.9853455601651703,3.36233317710924,-101.59808385276733,104.96041702987657,0.9939418737930341
ALIC,G30,23,1266.8353039883837,-21.30303176688059,2.055863851196478,0.3276172949125147,-1.7282465562839635,35.152021757593964,-47.33182023867954,82.4838419962735,0.9746002979199806
ALIC,G31,15,1307.212566546145,-21.955759200719406,2.240973932815377,0.33835947503142366,-1.9026144577839532,26.20731688423933,-28.509392391695016,54.71670927593435,0.9771507753182667
ALIC,G32,19,1073.3560374671215,-18.22496692851791,1.2998558640684095,0.12707470360550596,-1.1727811604629035,11.965628612026247,-74.39324562739648,86.35887423942273,0.9886473974290237
ALIC,Q01,3,1104.5030483700996,-18.823049037319674,0.9393464226187657,0.06166691804407284,-0.8776795045746928,1.6245743561945754,-12.716045997139158,14.340620353333733,0.9956769293288396
ALIC,Q02,5,1063.3791233638585,-18.02278520416333,1.3976903527694122,0.06605404594696755,-1.3316363068224446,5.348211262665534,-23.17281994069008,28.521031203355612,0.9975785644318589
ALIC,Q03,4,923.8511989288563,-15.835767929555956,1.4290108740688925,0.012096867407289312,-1.4169140066616033,4.8558600678730635,-31.31847001485849,36.17433008273156,0.9996764099579737
ALIC,Q04,5,1249.1594857318396,-21.129336757593006,1.771814046838878,0.22745056504428054,-1.5443634817945975,7.720039069691535,-10.808223607120958,18.528262676812492,0.9832649113552336
ALIC,Q05,1,,,,,,,,,
ALIC,Q06,2,,,,,,,,,
ALIC,Q07,4,1007.4727411291758,-17.179602020682736,1.0778284203589437,0.0155678851265138,-1.06226053523243,2.5995863602489973,-29.300361059094143,31.899947419343142,0.9997327307002517
ALIC,Q08,7,910.4208022062498,-15.63490578827162,1.25643784960655,0.02930629262287942,-1.2271315569836707,5.195928591401902,-45.419342290246476,50.61527088164838,0.9980637750345213
ALIC,Q09,3,820.394489681979,-14.245041842128977,1.4729662693668581,0.007146032924544609,-1.4658202364423136,4.323669427655458,-25.647187471895286,29.970856899550746,0.9994541518629989
ALIC,Q10,7,1373.49551610417,-23.1648389201801,2.4494429501499355,0.4393828159435744,-2.010060134206361,14.54204883986649,-7.513379189188161,22.055428029054653,0.9655370056250244
ALIC,Q11,6,1121.4399870274538,-18.966802821001437,1.540595844664964,0.15164259874774524,-1.3889532459172187,7.186031044573415,-18.634746210405503,25.820777254978918,0.990285555709152
ALIC,Q12,3,969.9075913717514,-16.55251425304279,1.0910180206015463,0.07001579238325586,-1.0210022282182905,2.5226673453368775,-11.954206741416694,14.476874086753572,0.9946375715120407
ALIC,Q13,2,,,,,,,,,
ALIC,Q14,3,1056.0595815208055,-17.806491654405676,1.7005794634509832,0.0012730864427639495,-1.6993063770082193,5.185814323014961,-35.997866341692685,41.183680664707644,0.9999993284611481
ALIC,Q15,1,,,,,,,,,
ALIC,Q16,6,872.9320410194963,-15.05829857834303,1.381935614933335,0.016820695915977357,-1.3651149190173577,5.8818216312093465,-45.02174301173941,50.90356464294876,0.9986916413468845
ALIC,Q17,7,1297.569064954583,-21.92310188657763,2.192996722200715,0.32737524850640926,-1.865621473694306,12.993765646781645,-11.633075038932747,24.62684068571439,0.9748660645755116
ALIC,Q18,6,1020.1536101494388,-17.385131562326883,1.0714576966688887,0.07434512804697473,-0.997112568621914,2.828240656101376,-27.18844562599657,30.016686282097947,0.9943214414286528
ALIC,Q19,2,,,,,,,,,
ALIC,Q20,3,922.3001395253444,-15.802002052199727,1.3511826337967072,0.03385236501169627,-1.317330268785011,3.8058814039937072,-16.314478487950236,20.12035989194394,0.9981427428213651
ALIC,Q21,3,1286.7126864641011,-21.661811209652658,2.499235603512025,0.2902710837748181,-2.208964519737207,7.495909559151652,-3.421640125947464,10.917549685099116,0.9835218915435646
ALIC,Q22,1,,,,,,,,,
ALIC,Q23,1,,,,,,,,,
ALIC,Q24,2,,,,,,,,,
ALIC,Q25,2,,,,,,,,,
ALIC,Q26,4,1088.4266298576078,-18.468388159689205,1.3310023286474877,0.08485807636511042,-1.2461442522823774,4.287458311670142,-15.734200862397365,20.02165917406751,0.9949009588504166
ALIC,Q27,2,,,,,,,,,
ALIC,Q28,3,1036.9305928933418,-17.530485245573065,1.6020402222948134,0.01422739620780638,-1.587812826087007,4.8276677352847965,-21.515515176170137,26.34318291145493,0.9998983779338321
ALIC,Q30,4,1012.9788807825325,-17.25024608924658,1.2853016817539067,0.06422454907194926,-1.2210771326819574,4.007947700684175,-17.962958056625524,21.9709057573097,0.9957366660056838
ALIC,Q31,3,1175.5559564360165,-19.93727006219074,1.3900493571497392,0.07440153611812357,-1.3156478210316156,3.9760355315179976,-11.589672143643558,15.565707675161555,0.9971296320509359
ALIC,Q32,2,,,,,,,,,
