N_data,Lc_m,p,q,alpha,beta_gr_offset_s,chi2_gr,dof_gr,AIC_gr,BIC_gr,beta_tfgr_A_s,beta_tfgr_B_s,chi2_tfgr,dof_tfgr,AIC_tfgr,BIC_tfgr,delta_AIC_tfgr_minus_gr,delta_BIC_tfgr_minus_gr
3,4000000000.0,0.21,1.32,3.0,0.11900427300000001,0.023486399242151176,2,2.023486399242151,1.122098687910261,1.100536109528497,-0.42452656117887394,0.000160047197560824,1,4.000160047197561,2.1973846245337803,1.9766736479554097,1.0752859366235192
