N_data,Lc_m,p,q,alpha,beta_gr_offset_s,chi2_gr,dof_gr,AIC_gr,BIC_gr,beta_tfgr_A_s,beta_tfgr_B_s,chi2_tfgr,dof_tfgr,AIC_tfgr,BIC_tfgr,delta_AIC_tfgr_minus_gr,delta_BIC_tfgr_minus_gr
235,4000000000.0,0.21,1.32,3.0,1.3981365242470781e-08,1.3400757984787743e-14,234,2.0000000000000133,5.459585514144172,-27.61984840312562,9.79336073921255,6.955828547955951e-15,233,4.000000000000007,10.919171028288325,1.9999999999999938,5.459585514144153
