time_utc,et,L_km,L_m,L_AU
1979-03-05 00:46:00,-657285189.8145592,884899.6361647319,884899636.164732,0.0059151887124068
1979-03-05 00:47:00,-657285129.8145592,883911.3774473168,883911377.4473168,0.005908582610910897
1979-03-05 00:48:00,-657285069.8145592,882923.0692325324,882923069.2325324,0.0059019761785455175
1979-03-05 00:49:00,-657285009.8145592,881934.7120064804,881934712.0064805,0.00589536941856005
1979-03-05 00:50:00,-657284949.8145592,880946.3062666517,880946306.2666517,0.005888762334280015
1979-03-05 00:51:00,-657284889.8145592,879957.8525011878,879957852.5011878,0.005882154928968437
1979-03-05 00:52:00,-657284829.8145592,878969.3512176756,878969351.2176756,0.005875547206018325
1979-03-05 00:53:00,-657284769.8145592,877980.8029144941,877980802.914494,0.005868939168761138
1979-03-05 00:54:00,-657284709.8145592,876992.2081018297,876992208.1018298,0.00586233082060726
1979-03-05 00:55:00,-657284649.8145592,876003.5672876339,876003567.2876339,0.005855722164952138
1979-03-05 00:56:00,-657284589.8145592,875014.8809921613,875014880.9921614,0.005849113205273458
1979-03-05 00:57:00,-657284529.8145592,874026.1497293676,874026149.7293676,0.0058425039450068035
1979-03-05 00:58:00,-657284469.8145592,873037.3740219893,873037374.0219893,0.00583589438764645
1979-03-05 00:59:00,-657284409.8145592,872048.5544015403,872048554.4015403,0.005829284536745351
1979-03-05 01:00:00,-657284349.8145592,871059.6913939938,871059691.3939939,0.005822674395819418
1979-03-05 01:01:00,-657284289.8145592,870070.7855360456,870070785.5360456,0.005816063968456241
1979-03-05 01:02:00,-657284229.8145592,869081.8373663854,869081837.3663853,0.00580945325825674
1979-03-05 01:03:00,-657284169.8145592,868092.8474280098,868092847.4280099,0.005802842268850621
1979-03-05 01:04:00,-657284109.8145592,867103.8162672886,867103816.2672887,0.005796231003890142
1979-03-05 01:05:00,-657284049.8145592,866114.7444327368,866114744.4327368,0.005789619467041898
1979-03-05 01:06:00,-657283989.8145592,865125.6324841239,865125632.484124,0.005783007662047719
1979-03-05 01:07:00,-657283929.8145592,864136.48097594,864136480.97594,0.00577639559261414
1979-03-05 01:08:00,-657283869.8145592,863147.2904735442,863147290.4735441,0.005769783262520355
1979-03-05 01:09:00,-657283809.8145592,862158.0615445839,862158061.5445839,0.005763170675560852
1979-03-05 01:10:00,-657283749.8145592,861168.7947606078,861168794.7606077,0.005756557835556197
1979-03-05 01:11:00,-657283689.8145592,860179.4906980149,860179490.6980149,0.0057499447463593804
1979-03-05 01:12:00,-657283629.8145592,859190.1499370051,859190149.9370052,0.0057433314118488
1979-03-05 01:13:00,-657283569.8145592,858200.773062105,858200773.0621051,0.005736717835931772
1979-03-05 01:14:00,-657283509.8145592,857211.3606623716,857211360.6623716,0.0057301040225459015
1979-03-05 01:15:00,-657283449.8145592,856221.9133312595,856221913.3312595,0.005723489975658187
1979-03-05 01:16:00,-657283389.8145592,855232.431666519,855232431.666519,0.0057168756992643415
1979-03-05 01:17:00,-657283329.8145592,854242.916270394,854242916.270394,0.0057102611973901185
1979-03-05 01:18:00,-657283269.8145592,853253.3677499362,853253367.7499362,0.005703646474093406
1979-03-05 01:19:00,-657283209.8145592,852263.7867186614,852263786.7186614,0.005697031533475306
1979-03-05 01:20:00,-657283149.8145592,851274.1737876086,851274173.7876086,0.00569041637962036
1979-03-05 01:21:00,-657283089.8145592,850284.5295796206,850284529.5796206,0.0056838010166920154
1979-03-05 01:22:00,-657283029.8145592,849294.8547221324,849294854.7221324,0.005677185448884417
1979-03-05 01:23:00,-657282969.8145592,848305.14984278,848305149.84278,0.005670569680393051
1979-03-05 01:24:00,-657282909.8145592,847315.4155754078,847315415.5754077,0.005663953715454907
1979-03-05 01:25:00,-657282849.8145592,846325.6525594407,846325652.5594407,0.005657337558344276
1979-03-05 01:26:00,-657282789.8145592,845335.8614388042,845335861.4388041,0.005650721213365534
1979-03-05 01:27:00,-657282729.8145592,844346.0428644654,844346042.8644654,0.005644104684870126
1979-03-05 01:28:00,-657282669.8145592,843356.197487348,843356197.487348,0.005637487977209211
1979-03-05 01:29:00,-657282609.8145592,842366.3259660185,842366325.9660184,0.005630871094785031
1979-03-05 01:30:00,-657282549.8145592,841376.4289633797,841376428.9633797,0.00562425404202882
1979-03-05 01:31:00,-657282489.8145592,840386.507150387,840386507.150387,0.005617636823425636
1979-03-05 01:32:00,-657282429.8145592,839396.561197371,839396561.197371,0.005611019443456364
1979-03-05 01:33:00,-657282369.8145592,838406.591785011,838406591.785011,0.005604401906671062
1979-03-05 01:34:00,-657282309.8145592,837416.5995910632,837416599.5910633,0.005597784217600253
1979-03-05 01:35:00,-657282249.8145592,836426.5853117331,836426585.3117331,0.005591166380897781
1979-03-05 01:36:00,-657282189.8145592,835436.5496325641,835436549.6325641,0.005584548401146221
1979-03-05 01:37:00,-657282129.8145592,834446.4932568326,834446493.2568326,0.005577930283046687
1979-03-05 01:38:00,-657282069.8145592,833456.4168885589,833456416.8885589,0.005571312031305262
1979-03-05 01:39:00,-657282009.8145592,832466.3212309207,832466321.2309207,0.0055646936506224005
1979-03-05 01:40:00,-657281949.8145592,831476.2070058861,831476207.0058861,0.005558075145824159
1979-03-05 01:41:00,-657281889.8145592,830486.0749276201,830486074.9276202,0.005551456521684438
1979-03-05 01:42:00,-657281829.8145592,829495.9257207661,829495925.7207661,0.005544837783047176
1979-03-05 01:43:00,-657281769.8145592,828505.7601179683,828505760.1179683,0.005538218934809801
1979-03-05 01:44:00,-657281709.8145592,827515.5788545114,827515578.8545114,0.0055315999818873855
1979-03-05 01:45:00,-657281649.8145592,826525.3826689793,826525382.6689794,0.005524980929217059
1979-03-05 01:46:00,-657281589.8145592,825535.1723071598,825535172.3071598,0.005518361781784103
1979-03-05 01:47:00,-657281529.8145592,824544.9485265136,824544948.5265137,0.0055117425446518315
1979-03-05 01:48:00,-657281469.8145592,823554.7120790326,823554712.0790325,0.0055051232228469985
1979-03-05 01:49:00,-657281409.8145592,822564.4637277226,822564463.7277226,0.005498503821469985
1979-03-05 01:50:00,-657281349.8145592,821574.2042468004,821574204.2468004,0.005491884345696108
1979-03-05 01:51:00,-657281289.8145592,820583.9344049634,820583934.4049634,0.005485264800663793
1979-03-05 01:52:00,-657281229.8145592,819593.6549823753,819593654.9823754,0.005478645191588114
1979-03-05 01:53:00,-657281169.8145592,818603.3667699909,818603366.7699909,0.005472025523756275
1979-03-05 01:54:00,-657281109.8145592,817613.0705543429,817613070.554343,0.005465405802425923
1979-03-05 01:55:00,-657281049.8145592,816622.7671353834,816622767.1353835,0.005458786032944408
1979-03-05 01:56:00,-657280989.8145592,815632.4573163714,815632457.3163713,0.005452166220681184
1979-03-05 01:57:00,-657280929.8145592,814642.1419066532,814642141.9066532,0.0054455463710463975
1979-03-05 01:58:00,-657280869.8145592,813651.8217215341,813651821.7215341,0.0054389264894900285
1979-03-05 01:59:00,-657280809.8145592,812661.4975796243,812661497.5796243,0.005432306581484147
1979-03-05 02:00:00,-657280749.8145592,811671.1703107228,811671170.3107228,0.005425686652575616
1979-03-05 02:01:00,-657280689.8145592,810680.8407508034,810680840.7508034,0.005419066708352577
1979-03-05 02:02:00,-657280629.8145592,809690.509734586,809690509.734586,0.0054124467543947875
1979-03-05 02:03:00,-657280569.8145592,808700.1781098519,808700178.109852,0.005405826796369315
1979-03-05 02:04:00,-657280509.8145592,807709.8467316857,807709846.7316856,0.0053992068399920465
1979-03-05 02:05:00,-657280449.8145592,806719.5164528791,806719516.4528791,0.005392586890963543
1979-03-05 02:06:00,-657280389.8145592,805729.1881432805,805729188.1432805,0.005385966955098382
1979-03-05 02:07:00,-657280329.8145592,804738.862668755,804738862.668755,0.005379347038184515
1979-03-05 02:08:00,-657280269.8145592,803748.5409117856,803748540.9117856,0.005372727146120975
1979-03-05 02:09:00,-657280209.8145592,802758.2237510202,802758223.7510202,0.0053661072847811615
1979-03-05 02:10:00,-657280149.8145592,801767.9120820612,801767912.0820612,0.005359487460151806
1979-03-05 02:11:00,-657280089.8145592,800777.6067990168,800777606.7990168,0.005352867678209653
1979-03-05 02:12:00,-657280029.8145592,799787.3088083251,799787308.808325,0.005346247945013867
1979-03-05 02:13:00,-657279969.8145592,798797.0190148898,798797019.0148898,0.0053396282666133554
1979-03-05 02:14:00,-657279909.8145592,797806.7383406698,797806738.3406698,0.005333008649171033
1979-03-05 02:15:00,-657279849.8145592,796816.4677069128,796816467.7069128,0.0053263890988450606
1979-03-05 02:16:00,-657279789.8145592,795826.2080437333,795826208.0437332,0.005319769621852869
1979-03-05 02:17:00,-657279729.8145592,794835.9602912144,794835960.2912143,0.005313150224478526
1979-03-05 02:18:00,-657279669.8145592,793845.7253910608,793845725.3910608,0.005306530913016938
1979-03-05 02:19:00,-657279609.8145592,792855.5042943329,792855504.294333,0.005299911693825553
1979-03-05 02:20:00,-657279549.8145592,791865.2979615468,791865297.9615468,0.005293292573325022
1979-03-05 02:21:00,-657279489.8145592,790875.1073585461,790875107.3585461,0.005286673557971612
1979-03-05 02:22:00,-657279429.8145592,789884.9334516296,789884933.4516296,0.005280054654224631
1979-03-05 02:23:00,-657279369.8145592,788894.7772287015,788894777.2287015,0.005273435868687813
1979-03-05 02:24:00,-657279309.8145592,787904.6396681772,787904639.6681772,0.005266817207901457
1979-03-05 02:25:00,-657279249.8145592,786914.5217721295,786914521.7721294,0.0052601986785640095
1979-03-05 02:26:00,-657279189.8145592,785924.4245366013,785924424.5366013,0.005253580287333604
1979-03-05 02:27:00,-657279129.8145592,784934.3489701247,784934348.9701247,0.0052469620409518625
1979-03-05 02:28:00,-657279069.8145592,783944.2960913092,783944296.0913092,0.005240343946227767
1979-03-05 02:29:00,-657279009.8145592,782954.2669235474,782954266.9235474,0.005233726010002276
1979-03-05 02:30:00,-657278949.8145592,781964.2624981345,781964262.4981345,0.005227108239169173
1979-03-05 02:31:00,-657278889.8145592,780974.2838512867,780974283.8512868,0.0052204906406551335
1979-03-05 02:32:00,-657278829.8145592,779984.3320315836,779984332.0315837,0.00521387322146948
1979-03-05 02:33:00,-657278769.8145592,778994.408093145,778994408.093145,0.005207255988658567
1979-03-05 02:34:00,-657278709.8145592,778004.5130950144,778004513.0950143,0.0052006389493016655
1979-03-05 02:35:00,-657278649.8145592,777014.6481120021,777014648.112002,0.005194022110583437
1979-03-05 02:36:00,-657278589.8145592,776024.8142163968,776024814.2163968,0.0051874054796716895
1979-03-05 02:37:00,-657278529.8145592,775035.0124963353,775035012.4963353,0.005180789063840167
1979-03-05 02:38:00,-657278469.8145592,774045.2440446855,774045244.0446855,0.005174172870394241
1979-03-05 02:39:00,-657278409.8145592,773055.5099633689,773055509.9633689,0.005167556906699802
1979-03-05 02:40:00,-657278349.8145592,772065.811361469,772065811.361469,0.005160941180170615
1979-03-05 02:41:00,-657278289.8145592,771076.1493569636,771076149.3569636,0.0051543256982799
1979-03-05 02:42:00,-657278229.8145592,770086.5250783053,770086525.0783052,0.005147710468570896
1979-03-05 02:43:00,-657278169.8145592,769096.9396542229,769096939.654223,0.00514109549858869
1979-03-05 02:44:00,-657278109.8145592,768107.394230081,768107394.230081,0.005134480795989572
1979-03-05 02:45:00,-657278049.8145592,767117.8899594331,767117889.9594331,0.005127866368484569
1979-03-05 02:46:00,-657277989.8145592,766128.4279963983,766128427.9963983,0.005121252223788493
1979-03-05 02:47:00,-657277929.8145592,765139.0095141424,765139009.5141424,0.0051146383697434706
1979-03-05 02:48:00,-657277869.8145592,764149.6356891367,764149635.6891367,0.005108024814213728
1979-03-05 02:49:00,-657277809.8145592,763160.3077017155,763160307.7017155,0.005101411565089312
1979-03-05 02:50:00,-657277749.8145592,762171.0267505486,762171026.7505486,0.005094798630382836
1979-03-05 02:51:00,-657277689.8145592,761181.7940358721,761181794.0358721,0.005088186018117383
1979-03-05 02:52:00,-657277629.8145592,760192.6107694611,760192610.7694612,0.005081573736393169
1979-03-05 02:53:00,-657277569.8145592,759203.4781742784,759203478.1742784,0.005074961793385195
1979-03-05 02:54:00,-657277509.8145592,758214.3974797536,758214397.4797536,0.00506835019731169
1979-03-05 02:55:00,-657277449.8145592,757225.369921788,757225369.921788,0.005061738956434144
1979-03-05 02:56:00,-657277389.8145592,756236.3967483371,756236396.748337,0.005055128079094626
1979-03-05 02:57:00,-657277329.8145592,755247.4792183054,755247479.2183055,0.0050485175737083905
1979-03-05 02:58:00,-657277269.8145592,754258.6185983432,754258618.5983433,0.005041907448742473
1979-03-05 02:59:00,-657277209.8145592,753269.8161609825,753269816.1609825,0.005035297712703223
1979-03-05 03:00:00,-657277149.8145592,752281.0731935448,752281073.1935447,0.005028688374195856
1979-03-05 03:01:00,-657277089.8145592,751292.3909877591,751292390.9877591,0.005022079441855045
1979-03-05 03:02:00,-657277029.8145592,750303.7708528189,750303770.8528188,0.005015470924432208
1979-03-05 03:03:00,-657276969.8145592,749315.2140968626,749315214.0968626,0.005008862830671711
1979-03-05 03:04:00,-657276909.8145592,748326.7220428495,748326722.0428495,0.005002255169416991
1979-03-05 03:05:00,-657276849.8145592,747338.2960288937,747338296.0288937,0.004995647949612787
1979-03-05 03:06:00,-657276789.8145592,746349.9373951751,746349937.3951751,0.004989041180217649
1979-03-05 03:07:00,-657276729.8145592,745361.6474914408,745361647.4914408,0.004982434870254078
1979-03-05 03:08:00,-657276669.8145592,744373.4276856764,744373427.6856763,0.0049758290288664945
1979-03-05 03:09:00,-657276609.8145592,743385.2793449069,743385279.3449069,0.0049692236651928965
1979-03-05 03:10:00,-657276549.8145592,742397.2038573673,742397203.8573673,0.00496261878851306
1979-03-05 03:11:00,-657276489.8145592,741409.2026130286,741409202.6130285,0.004956014408118368
1979-03-05 03:12:00,-657276429.8145592,740421.2770125433,740421277.0125433,0.004949410533371604
1979-03-05 03:13:00,-657276369.8145592,739433.4284746147,739433428.4746147,0.004942807173756216
1979-03-05 03:14:00,-657276309.8145592,738445.6584207232,738445658.4207232,0.00493620433877421
1979-03-05 03:15:00,-657276249.8145592,737457.9682878322,737457968.2878323,0.004929602038031096
1979-03-05 03:16:00,-657276189.8145592,736470.3595153373,736470359.5153372,0.004923000281148636
1979-03-05 03:17:00,-657276129.8145592,735482.833564594,735482833.564594,0.0049163990778953925
1979-03-05 03:18:00,-657276069.8145592,734495.3919018647,734495391.9018646,0.00490979843807272
1979-03-05 03:19:00,-657276009.8145592,733508.0359988994,733508035.9988993,0.004903198371518662
1979-03-05 03:20:00,-657275949.8145592,732520.7673494141,732520767.3494141,0.004896598888218094
1979-03-05 03:21:00,-657275889.8145592,731533.587452246,731533587.452246,0.004889999998190122
1979-03-05 03:22:00,-657275829.8145592,730546.4978148382,730546497.8148382,0.004883401711511381
1979-03-05 03:23:00,-657275769.8145592,729559.4999615295,729559499.9615295,0.004876804038371447
1979-03-05 03:24:00,-657275709.8145592,728572.5954218096,728572595.4218096,0.004870206988994327
1979-03-05 03:25:00,-657275649.8145592,727585.7857423046,727585785.7423047,0.004863610573718579
1979-03-05 03:26:00,-657275589.8145592,726599.0724784936,726599072.4784936,0.004857014802941935
1979-03-05 03:27:00,-657275529.8145592,725612.4571941772,725612457.1941772,0.004850419687117761
1979-03-05 03:28:00,-657275469.8145592,724625.9414729298,724625941.4729298,0.0048438252368315955
1979-03-05 03:29:00,-657275409.8145592,723639.5268995775,723639526.8995775,0.004837231462677346
1979-03-05 03:30:00,-657275349.8145592,722653.2150785015,722653215.0785015,0.0048306383753796405
1979-03-05 03:31:00,-657275289.8145592,721667.0076202764,721667007.6202765,0.004824045985704504
1979-03-05 03:32:00,-657275229.8145592,720680.906156263,720680906.156263,0.00481745430455691
1979-03-05 03:33:00,-657275169.8145592,719694.9123206448,719694912.3206449,0.004810863342860701
1979-03-05 03:34:00,-657275109.8145592,718709.0277634994,718709027.7634994,0.004804273111645963
1979-03-05 03:35:00,-657275049.8145592,717723.2541463737,717723254.1463737,0.004797683622019453
1979-03-05 03:36:00,-657274989.8145592,716737.5931432697,716737593.1432697,0.004791094885171181
1979-03-05 03:37:00,-657274929.8145592,715752.0464433631,715752046.4433631,0.004784506912392591
1979-03-05 03:38:00,-657274869.8145592,714766.6157403474,714766615.7403474,0.004777919715005325
1979-03-05 03:39:00,-657274809.8145592,713781.3027509705,713781302.7509705,0.004771333304485132
1979-03-05 03:40:00,-657274749.8145592,712796.1091966534,712796109.1966534,0.004764747692339002
1979-03-05 03:41:00,-657274689.8145592,711811.0368170897,711811036.8170897,0.004758162890196069
1979-03-05 03:42:00,-657274629.8145592,710826.087359222,710826087.359222,0.004751578909733921
1979-03-05 03:43:00,-657274569.8145592,709841.2625884478,709841262.5884478,0.004744995762753512
1979-03-05 03:44:00,-657274509.8145592,708856.5642777437,708856564.2777437,0.004738413461106461
1979-03-05 03:45:00,-657274449.8145592,707871.9942161432,707871994.2161431,0.004731832016751715
1979-03-05 03:46:00,-657274389.8145592,706887.5542113691,706887554.2113692,0.004725251441773156
1979-03-05 03:47:00,-657274329.8145592,705903.2460731135,705903246.0731136,0.004718671748267829
1979-03-05 03:48:00,-657274269.8145592,704919.0716304341,704919071.6304342,0.004712092948462228
1979-03-05 03:49:00,-657274209.8145592,703935.0327313177,703935032.7313176,0.004705515054709383
1979-03-05 03:50:00,-657274149.8145592,702951.1312265081,702951131.226508,0.0046989380793807526
1979-03-05 03:51:00,-657274089.8145592,701967.3689909294,701967368.9909295,0.00469236203500943
1979-03-05 03:52:00,-657274029.8145592,700983.7479034216,700983747.9034216,0.004685786934154683
1979-03-05 03:53:00,-657273969.8145592,700000.2698639205,700000269.8639206,0.0046792127895168
1979-03-05 03:54:00,-657273909.8145592,699016.936787221,699016936.787221,0.004672639613895394
1979-03-05 03:55:00,-657273849.8145592,698033.750594065,698033750.594065,0.0046660674201298305
1979-03-05 03:56:00,-657273789.8145592,697050.713229248,697050713.2292479,0.004659496221220266
1979-03-05 03:57:00,-657273729.8145592,696067.8266456175,696067826.6456175,0.00465292603022068
1979-03-05 03:58:00,-657273669.8145592,695085.0928115923,695085092.8115922,0.004646356860289138
1979-03-05 03:59:00,-657273609.8145592,694102.5137112825,694102513.7112825,0.004639788724688596
1979-03-05 04:00:00,-657273549.8145592,693120.0913457407,693120091.3457407,0.004633221636795267
1979-03-05 04:01:00,-657273489.8145592,692137.8277253977,692137827.7253977,0.00462665561004805
1979-03-05 04:02:00,-657273429.8145592,691155.7248812929,691155724.8812929,0.004620090658023604
1979-03-05 04:03:00,-657273369.8145592,690173.7848540408,690173784.8540409,0.0046135267943625945
1979-03-05 04:04:00,-657273309.8145592,689192.0097044667,689192009.7044667,0.004606964032840788
1979-03-05 04:05:00,-657273249.8145592,688210.4015068808,688210401.5068808,0.004600402387324092
1979-03-05 04:06:00,-657273189.8145592,687228.9623471805,687228962.3471805,0.004593841871755869
1979-03-05 04:07:00,-657273129.8145592,686247.6943330722,686247694.3330722,0.004587282500225267
1979-03-05 04:08:00,-657273069.8145592,685266.5995842804,685266599.5842804,0.004580724286901768
1979-03-05 04:09:00,-657273009.8145592,684285.6802374044,684285680.2374045,0.004574167246067657
1979-03-05 04:10:00,-657272949.8145592,683304.9384441848,683304938.4441848,0.004567611392106432
1979-03-05 04:11:00,-657272889.8145592,682324.376372479,682324376.372479,0.004561056739509322
1979-03-05 04:12:00,-657272829.8145592,681343.9962062851,681343996.2062851,0.004554503302875454
1979-03-05 04:13:00,-657272769.8145592,680363.8001459852,680363800.1459852,0.004547951096913475
1979-03-05 04:14:00,-657272709.8145592,679383.7904079623,679383790.4079623,0.00454140013643899
1979-03-05 04:15:00,-657272649.8145592,678403.9692283686,678403969.2283686,0.004534850436399752
1979-03-05 04:16:00,-657272589.8145592,677424.3388537202,677424338.8537202,0.004528302011812794
1979-03-05 04:17:00,-657272529.8145592,676444.9015511206,676444901.5511205,0.004521754877832768
1979-03-05 04:18:00,-657272469.8145592,675465.6596060391,675465659.606039,0.00451520904973709
1979-03-05 04:19:00,-657272409.8145592,674486.6153190621,674486615.3190621,0.004508664542904234
1979-03-05 04:20:00,-657272349.8145592,673507.7710048661,673507771.0048661,0.0045021213728068535
1979-03-05 04:21:00,-657272289.8145592,672529.1289981036,672529128.9981035,0.004495579555051137
1979-03-05 04:22:00,-657272229.8145592,671550.6916562389,671550691.6562389,0.004489039105395763
1979-03-05 04:23:00,-657272169.8145592,670572.4613436897,670572461.3436897,0.004482500039645883
1979-03-05 04:24:00,-657272109.8145592,669594.4404499027,669594440.4499027,0.004475962373773965
1979-03-05 04:25:00,-657272049.8145592,668616.6313804346,668616631.3804346,0.004469426123860162
1979-03-05 04:26:00,-657271989.8145592,667639.036557863,667639036.557863,0.004462891306098404
1979-03-05 04:27:00,-657271929.8145592,666661.6584232165,666661658.4232166,0.0044563579368059585
1979-03-05 04:28:00,-657271869.8145592,665684.4994359105,665684499.4359105,0.004449826032423004
1979-03-05 04:29:00,-657271809.8145592,664707.562073186,664707562.073186,0.004443295609508873
1979-03-05 04:30:00,-657271749.8145592,663730.8488339589,663730848.8339589,0.004436766684767786
1979-03-05 04:31:00,-657271689.8145592,662754.3622298711,662754362.2298712,0.004430239274989033
1979-03-05 04:32:00,-657271629.8145592,661778.1047944475,661778104.7944475,0.004423713397108182
1979-03-05 04:33:00,-657271569.8145592,660802.0790826009,660802079.0826008,0.004417189068203769
1979-03-05 04:34:00,-657271509.8145592,659826.287665472,659826287.665472,0.004410666305462809
1979-03-05 04:35:00,-657271449.8145592,658850.7331311445,658850733.1311445,0.004404145126185573
1979-03-05 04:36:00,-657271389.8145592,657875.4180917687,657875418.0917687,0.004397625547833207
1979-03-05 04:37:00,-657271329.8145592,656900.3451740616,656900345.1740617,0.004391107587964229
1979-03-05 04:38:00,-657271269.8145592,655925.5170321226,655925517.0321226,0.004384591264320199
1979-03-05 04:39:00,-657271209.8145592,654950.9363294194,654950936.3294194,0.004378076594705298
1979-03-05 04:40:00,-657271149.8145592,653976.605757149,653976605.7571491,0.004371563597109067
1979-03-05 04:41:00,-657271089.8145592,653002.5280267942,653002528.0267942,0.004365052289656649
1979-03-05 04:42:00,-657271029.8145592,652028.7058617283,652028705.8617283,0.00435854269055267
1979-03-05 04:43:00,-657270969.8145592,651055.1420163494,651055142.0163493,0.004352034818209143
1979-03-05 04:44:00,-657270909.8145592,650081.8392582609,650081839.258261,0.004345528691126357
1979-03-05 04:45:00,-657270849.8145592,649108.8003803095,649108800.3803095,0.004339024327973336
1979-03-05 04:46:00,-657270789.8145592,648136.0281911488,648136028.1911488,0.004332521747524772
1979-03-05 04:47:00,-657270729.8145592,647163.525523174,647163525.5231739,0.004326020968714056
1979-03-05 04:48:00,-657270669.8145592,646191.2952325976,646191295.2325976,0.00431952201063379
1979-03-05 04:49:00,-657270609.8145592,645219.3401943858,645219340.1943859,0.004313024892501936
1979-03-05 04:50:00,-657270549.8145592,644247.663304664,644247663.304664,0.004306529633677895
1979-03-05 04:51:00,-657270489.8145592,643276.2674787446,643276267.4787446,0.004300036253649328
1979-03-05 04:52:00,-657270429.8145592,642305.1556593097,642305155.6593097,0.004293544772086852
1979-03-05 04:53:00,-657270369.8145592,641334.3308105314,641334330.8105314,0.004287055208804729
1979-03-05 04:54:00,-657270309.8145592,640363.7959111155,640363795.9111155,0.004280567583714382
1979-03-05 04:55:00,-657270249.8145592,639393.5539726423,639393553.9726423,0.004274081916946979
1979-03-05 04:56:00,-657270189.8145592,638423.6080212233,638423608.0212233,0.004267598228730828
1979-03-05 04:57:00,-657270129.8145592,637453.9611110049,637453961.111005,0.004261116539481634
1979-03-05 04:58:00,-657270069.8145592,636484.6163133585,636484616.3133585,0.00425463686973025
1979-03-05 04:59:00,-657270009.8145592,635515.5767254204,635515576.7254205,0.00424815924017975
1979-03-05 05:00:00,-657269949.8145592,634546.845470553,634546845.470553,0.004241683671708524
1979-03-05 05:01:00,-657269889.8145592,633578.4256923506,633578425.6923506,0.004235210185330202
1979-03-05 05:02:00,-657269829.8145592,632610.3205552367,632610320.5552367,0.004228738802197649
1979-03-05 05:03:00,-657269769.8145592,631642.5332558692,631642533.2558692,0.004222269543679201
1979-03-05 05:04:00,-657269709.8145592,630675.0670035201,630675067.0035201,0.00421580243122752
1979-03-05 05:05:00,-657269649.8145592,629707.925042809,629707925.042809,0.004209337486531545
1979-03-05 05:06:00,-657269589.8145592,628741.1106337649,628741110.6337649,0.004202874731383225
1979-03-05 05:07:00,-657269529.8145592,627774.6270644607,627774627.0644606,0.00419641418776197
1979-03-05 05:08:00,-657269469.8145592,626808.477646703,626808477.646703,0.00418995587780584
1979-03-05 05:09:00,-657269409.8145592,625842.6657206727,625842665.7206727,0.004183499823842565
1979-03-05 05:10:00,-657269349.8145592,624877.1946453056,624877194.6453056,0.004177046048325243
1979-03-05 05:11:00,-657269289.8145592,623912.067810787,623912067.810787,0.004170594573915864
1979-03-05 05:12:00,-657269229.8145592,622947.288629601,622947288.629601,0.004164145423425475
1979-03-05 05:13:00,-657269169.8145592,621982.8605369924,621982860.5369924,0.00415769861981727
1979-03-05 05:14:00,-657269109.8145592,621018.7870025533,621018787.0025533,0.0041512541862840395
1979-03-05 05:15:00,-657269049.8145592,620055.0715105418,620055071.5105418,0.004144812146116609
1979-03-05 05:16:00,-657268989.8145592,619091.7175823383,619091717.5823382,0.004138372522853952
1979-03-05 05:17:00,-657268929.8145592,618128.72875507,618128728.75507,0.004131935340140306
1979-03-05 05:18:00,-657268869.8145592,617166.1086024618,617166108.6024617,0.004125500621864545
1979-03-05 05:19:00,-657268809.8145592,616203.8607208589,616203860.7208589,0.004119068392066752
1979-03-05 05:20:00,-657268749.8145592,615241.9887297396,615241988.7297395,0.004112638674941645
1979-03-05 05:21:00,-657268689.8145592,614280.4962813132,614280496.2813133,0.004106211494902736
1979-03-05 05:22:00,-657268629.8145592,613319.3870499632,613319387.0499632,0.004099786876511761
1979-03-05 05:23:00,-657268569.8145592,612358.6647432128,612358664.7432127,0.004093364844551981
1979-03-05 05:24:00,-657268509.8145592,611398.3330929324,611398333.0929323,0.00408694542396941
1979-03-05 05:25:00,-657268449.8145592,610438.395862749,610438395.862749,0.00408052863992234
1979-03-05 05:26:00,-657268389.8145592,609478.8568352298,609478856.8352298,0.004074114517695671
1979-03-05 05:27:00,-657268329.8145592,608519.7198301071,608519719.8301071,0.004067703082822736
1979-03-05 05:28:00,-657268269.8145592,607560.9886954213,607560988.6954212,0.004061294361026098
1979-03-05 05:29:00,-657268209.8145592,606602.6673056444,606602667.3056444,0.004054888378205001
1979-03-05 05:30:00,-657268149.8145592,605644.759561282,605644759.561282,0.004048485160432715
1979-03-05 05:31:00,-657268089.8145592,604687.2693947547,604687269.3947546,0.004042084733995848
1979-03-05 05:32:00,-657268029.8145592,603730.2007735491,603730200.7735492,0.00403568712541541
1979-03-05 05:33:00,-657267969.8145592,602773.5576839066,602773557.6839067,0.0040292923613377786
1979-03-05 05:34:00,-657267909.8145592,601817.3441529694,601817344.1529695,0.004022900468682737
1979-03-05 05:35:00,-657267849.8145592,600861.5642267436,600861564.2267437,0.004016511474496165
1979-03-05 05:36:00,-657267789.8145592,599906.2219929454,599906221.9929454,0.004010125406102759
1979-03-05 05:37:00,-657267729.8145592,598951.3215614088,598951321.5614088,0.00400374229097506
1979-03-05 05:38:00,-657267669.8145592,597996.8670784895,597996867.0784895,0.003997362156829746
1979-03-05 05:39:00,-657267609.8145592,597042.8627155403,597042862.7155403,0.003990985031550588
1979-03-05 05:40:00,-657267549.8145592,596089.3126812365,596089312.6812365,0.003984610943270843
1979-03-05 05:41:00,-657267489.8145592,595136.2212126742,595136221.2126741,0.003978239920313747
1979-03-05 05:42:00,-657267429.8145592,594183.5925790381,594183592.5790381,0.003971871991217039
1979-03-05 05:43:00,-657267369.8145592,593231.4310781785,593231431.0781784,0.003965507184710073
