time_utc,et,L_km,L_m,L_AU,dt_res,v_km_s
1986-01-24 04:27:00,-439803124.8154153,2677145981.245313,2677145981245.313,17.895615550665145,8.193909914604724,25.315958245595297
1986-01-24 04:28:00,-439803064.8154153,2677147500.2237067,2677147500223.7065,17.895625704408552,8.193910941446715,25.31630655924479
1986-01-24 04:29:00,-439803004.8154153,2677149019.2230377,2677149019223.0376,17.895635858291918,8.193911968302432,25.31665551662445
1986-01-24 04:30:00,-439802944.8154153,2677150538.243346,2677150538243.346,17.89564601231551,8.193912995171896,25.317005141576132
1986-01-24 04:31:00,-439802884.8154153,2677152057.284671,2677152057284.671,17.895656166479586,8.19391402205514,25.317355410257974
1986-01-24 04:32:00,-439802824.8154153,2677153576.347051,2677153576347.052,17.895666320784414,8.193915048952192,25.317706338564555
1986-01-24 04:33:00,-439802764.8154153,2677155095.430527,2677155095430.528,17.895676475230253,8.193916075863074,25.318057934443157
1986-01-24 04:34:00,-439802704.8154153,2677156614.535138,2677156614535.138,17.895686629817373,8.193917102787811,25.318410181999205
1986-01-24 04:35:00,-439802644.8154153,2677158133.6609235,2677158133660.924,17.895696784546036,8.193918129726438,25.318763089179992
1986-01-24 04:36:00,-439802584.8154153,2677159652.807924,2677159652807.924,17.895706939416513,8.193919156678971,25.319116671880085
1986-01-24 04:37:00,-439802524.8154153,2677161171.97618,2677161171976.18,17.895717094429074,8.193920183645448,25.319470938046774
1986-01-24 04:38:00,-439802464.8154153,2677162691.165731,2677162691165.731,17.89572724958398,8.19392121062589,25.319825847943623
1986-01-24 04:39:00,-439802404.8154153,2677164210.3766165,2677164210376.6167,17.895737404881505,8.193922237620328,25.320181425412496
1986-01-24 04:40:00,-439802344.8154153,2677165729.608878,2677165729608.878,17.895747560321915,8.193923264628783,25.320537694295247
1986-01-24 04:41:00,-439802284.8154153,2677167248.8625555,2677167248862.556,17.895757715905482,8.193924291651289,25.320894622802733
1986-01-24 04:42:00,-439802224.8154153,2677168768.137692,2677168768137.692,17.895767871632493,8.19392531868787,25.321252274513245
1986-01-24 04:43:00,-439802164.8154153,2677170287.434324,2677170287434.323,17.89577802750319,8.193926345738555,25.321610530217487
1986-01-24 04:44:00,-439802104.8154153,2677171806.752495,2677171806752.4946,17.895788183517876,8.193927372803369,25.32196951707204
1986-01-24 04:45:00,-439802044.8154153,2677173326.092246,2677173326092.246,17.895798339676812,8.193928399882344,25.322329187393187
1986-01-24 04:46:00,-439801984.8154153,2677174845.453616,2677174845453.616,17.89580849598026,8.193929426975503,25.322689501444497
1986-01-24 04:47:00,-439801924.8154153,2677176364.8366494,2677176364836.6494,17.895818652428517,8.193930454082876,25.323050554593404
1986-01-24 04:48:00,-439801864.8154153,2677177884.241384,2677177884241.384,17.89582880902184,8.19393148120449,25.323412243525187
1986-01-24 04:49:00,-439801804.8154153,2677179403.6678653,2677179403667.865,17.89583896576053,8.193932508340378,25.323774687449138
1986-01-24 04:50:00,-439801744.8154153,2677180923.116132,2677180923116.132,17.895849122644844,8.193933535490562,25.32413777510325
1986-01-24 04:51:00,-439801684.8154153,2677182442.586226,2677182442586.226,17.89585927967507,8.193934562655073,25.324501570065816
1986-01-24 04:52:00,-439801624.8154153,2677183962.0781894,2677183962078.189,17.89586943685148,8.193935589833938,25.32486605644226
1986-01-24 04:53:00,-439801564.8154153,2677185481.5920653,2677185481592.0654,17.895879594174367,8.193936617027187,25.325231266021728
1986-01-24 04:54:00,-439801504.8154153,2677187001.127894,2677187001127.894,17.895889751644,8.193937644234847,25.32559714317322
1986-01-24 04:55:00,-439801444.8154153,2677188520.685719,2677188520685.719,17.89589990926067,8.193938671456944,25.325963751475015
1986-01-24 04:56:00,-439801384.8154153,2677190040.265582,2677190040265.582,17.89591006702465,8.193939698693512,25.326331051190696
1986-01-24 04:57:00,-439801324.8154153,2677191559.867525,2677191559867.525,17.895920224936233,8.193940725944575,25.32669905026754
1986-01-24 04:58:00,-439801264.8154153,2677193079.4915915,2677193079491.592,17.895930382995697,8.193941753210167,25.327067772547405
1986-01-24 04:59:00,-439801204.8154153,2677194599.137824,2677194599137.824,17.89594054120333,8.19394278049031,25.32743721008301
1986-01-24 05:00:00,-439801144.8154153,2677196118.806264,2677196118806.264,17.895950699559418,8.19394380778504,25.327807331085204
1986-01-24 05:01:00,-439801084.8154153,2677197638.496957,2677197638496.957,17.895960858064253,8.193944835094381,25.328178215026856
