model,Om_m0,n_TF,C_best,chi2_SN,chi2_BAO,chi2_tot,dof
TFGR,0.22,-0.33999999999999997,-19.41036451234788,1109.0455159355304,24.935731761397907,1133.9812476969282,1059
TFGR,0.22,-0.31999999999999995,-19.408785592898322,1105.412521143824,24.613683532264545,1130.0262046760886,1059
TFGR,0.22,-0.29999999999999993,-19.407204126723745,1101.8608673478825,24.29381355008678,1126.1546808979692,1059
TFGR,0.22,-0.2799999999999999,-19.405620116250336,1098.3915593023344,23.976214745511133,1122.3677740478456,1059
TFGR,0.22,-0.2599999999999999,-19.404033563995498,1095.0056073413157,23.660982811285027,1118.6665901526007,1059
TFGR,0.22,-0.24,-19.40244447256835,1091.704027318723,23.34821627644143,1115.0522435951646,1059
TFGR,0.22,-0.21999999999999997,-19.400852844670304,1088.4878405463971,23.03801658228464,1111.5258571286818,1059
TFGR,0.22,-0.2,-19.399258683095535,1085.3580737301459,22.73048816021322,1108.0885618903592,1059
TFGR,0.225,-0.8,-19.44301440040708,1197.8297212856623,31.040783076699324,1228.8705043623618,1059
TFGR,0.225,-0.78,-19.441512112539336,1192.8905347944894,30.70756089751316,1223.5980956920025,1059
TFGR,0.225,-0.76,-19.440007242012452,1188.0097607977093,30.37508886976365,1218.384849667473,1059
TFGR,0.225,-0.74,-19.438499789066825,1183.1882434725921,30.043413348018085,1213.2316568206102,1059
TFGR,0.225,-0.72,-19.436989754017773,1178.4268333853506,29.712582142236304,1208.1394155275868,1059
TFGR,0.225,-0.7000000000000001,-19.435477137256278,1173.7263874779633,29.38264455875997,1203.1090320367232,1059
TFGR,0.225,-0.68,-19.433961939249684,1169.0877690534958,29.0536514423756,1198.1414204958714,1059
TFGR,0.225,-0.66,-19.432444160542392,1164.5118477597775,28.72565521947632,1193.2375029792538,1059
TFGR,0.225,-0.64,-19.430923801756563,1159.999499571521,28.398709942348752,1188.3982095138697,1059
TFGR,0.225,-0.62,-19.429400863592814,1155.5516067708033,28.072871334610873,1183.6244781054143,1059
TFGR,0.225,-0.6,-19.42787534683091,1151.1690579258848,27.748196837827955,1178.9172547637127,1059
TFGR,0.225,-0.5800000000000001,-19.42634725233046,1146.8527478683445,27.42474565933383,1174.2774935276784,1059
TFGR,0.225,-0.56,-19.42481658103158,1142.6035776685142,27.102578821285135,1169.7061564897992,1059
TFGR,0.225,-0.54,-19.42328333395558,1138.4224546091925,26.781759210977114,1165.2042138201696,1059
TFGR,0.225,-0.52,-19.421747512205663,1134.3102921575978,26.462351632449295,1160.7726437900471,1059
TFGR,0.225,-0.5,-19.420209116967534,1130.2680099355375,26.144422859410582,1156.412432794948,1059
TFGR,0.225,-0.48,-19.41866814951011,1126.2965336877674,25.82804168951334,1152.1245753772807,1059
TFGR,0.225,-0.45999999999999996,-19.41712461118617,1122.3967952485748,25.51327900000684,1147.9100742485816,1059
