model,Om_m0,n_TF,C_best,chi2_SN,chi2_BAO,chi2_tot,dof
TFGR,0.23500000000000001,-0.21999999999999997,-19.393541949591405,1069.175625798067,19.819187853425692,1088.9948136514927,1059
TFGR,0.23500000000000001,-0.2,-19.391999319485322,1066.769689615655,19.573786049595046,1086.34347566525,1059
TFGR,0.24000000000000002,-0.8,-19.43425687403051,1157.5665295169492,26.401555184035683,1183.968084700985,1059
TFGR,0.24000000000000002,-0.78,-19.4328060419567,1153.4643927804998,26.121153387058936,1179.5855461675587,1059
TFGR,0.24000000000000002,-0.76,-19.431352621520084,1149.4166858745784,25.841765773786772,1175.2584516483653,1059
TFGR,0.24000000000000002,-0.74,-19.42989661223679,1145.424195284939,25.563439057455973,1170.987634342395,1059
TFGR,0.24000000000000002,-0.72,-19.428438013692688,1141.4877137721303,25.286221348950953,1166.7739351210812,1059
TFGR,0.24000000000000002,-0.7000000000000001,-19.426976825544152,1137.608040367579,25.010162195648995,1162.618202563228,1059
TFGR,0.24000000000000002,-0.68,-19.425513047518763,1133.785980368326,24.73531262128554,1158.5212929896115,1059
TFGR,0.24000000000000002,-0.66,-19.42404667941607,1130.0223453303645,24.4617251668636,1154.484070497228,1059
TFGR,0.24000000000000002,-0.64,-19.42257772110832,1126.3179530605798,24.189453932632933,1150.5074069932127,1059
TFGR,0.24000000000000002,-0.62,-19.421106172541183,1122.6736276072218,23.918554621163896,1146.5921822283856,1059
TFGR,0.24000000000000002,-0.6,-19.419632033734505,1119.0901992489212,23.64908458154266,1142.7392838304638,1059
TFGR,0.24000000000000002,-0.5800000000000001,-19.418155304782996,1115.5685044822135,23.381102854713653,1138.949607336927,1059
TFGR,0.24000000000000002,-0.56,-19.416675985857,1112.1093860075396,23.1146702199968,1135.2240562275363,1059
TFGR,0.24000000000000002,-0.54,-19.41519407720319,1108.7136927137126,22.84984924280674,1131.5635419565194,1059
TFGR,0.24000000000000002,-0.52,-19.413709579145305,1105.3822796607865,22.586704323602188,1127.9689839843886,1059
TFGR,0.24000000000000002,-0.5,-19.41222249208484,1102.1160080613583,22.325301748093903,1124.4413098094522,1059
TFGR,0.24000000000000002,-0.48,-19.410732816501792,1098.915745260228,22.06570973874025,1120.9814549989683,1059
TFGR,0.24000000000000002,-0.45999999999999996,-19.409240552955346,1095.782364712437,21.807998507560065,1117.590363219997,1059
TFGR,0.24000000000000002,-0.43999999999999995,-19.40774570208459,1092.7167459596021,21.552240310292785,1114.2689862698949,1059
TFGR,0.24000000000000002,-0.42,-19.406248264609207,1089.7197746045726,21.2985095019362,1111.0182841065089,1059
TFGR,0.24000000000000002,-0.39999999999999997,-19.40474824133017,1086.7923422843896,21.046882593693255,1107.8392248780829,1059
TFGR,0.24000000000000002,-0.37999999999999995,-19.403245633130453,1083.9353466414505,20.797438311359304,1104.7327849528097,1059
TFGR,0.24000000000000002,-0.36,-19.401740440975676,1081.149691292951,20.550257655181838,1101.699948948133,1059
TFGR,0.24000000000000002,-0.33999999999999997,-19.400232665914817,1078.4362857985313,20.305423961225518,1098.7417097597568,1059
TFGR,0.24000000000000002,-0.31999999999999995,-19.398722309080874,1075.7960456260844,20.063022964275408,1095.8590685903598,1059
TFGR,0.24000000000000002,-0.29999999999999993,-19.397209371691527,1073.229892115765,19.823142862312253,1093.0530349780774,1059
TFGR,0.24000000000000002,-0.2799999999999999,-19.395693855049803,1070.73875244211,19.58587438259379,1090.3246268247037,1059
TFGR,0.24000000000000002,-0.2599999999999999,-19.394175760544723,1068.3235595742913,19.351310849376876,1087.6748704236682,1059
TFGR,0.24000000000000002,-0.24,-19.39265508965195,1065.9852522344938,19.119548253315504,1085.1048004878094,1059
TFGR,0.24000000000000002,-0.21999999999999997,-19.391131843934435,1063.72477485434,18.89068532257039,1082.6154601769103,1059
TFGR,0.24000000000000002,-0.2,-19.38960602504303,1061.5430775293914,18.66482359566643,1080.2079011250578,1059
TFGR,0.245,-0.8,-19.43137543523949,1145.6423463687001,25.027233966086442,1170.6695803347866,1059
TFGR,0.245,-0.78,-19.429941337421056,1141.7988012877968,24.76345097328196,1166.5622522610788,1059
TFGR,0.245,-0.76,-19.428504651213114,1138.0084831258773,24.500764958593418,1162.5092480844708,1059
TFGR,0.245,-0.74,-19.427065375904753,1134.2721602050124,24.239222758286427,1158.5113829632987,1059
TFGR,0.245,-0.72,-19.425623510853033,1130.590607073579,23.978872588357532,1154.5694796619364,1059
TFGR,0.245,-0.7000000000000001,-19.424179055483734,1126.9646045050358,23.71976408270276,1150.6843685877386,1059
TFGR,0.245,-0.68,-19.422732009292137,1123.3949394954193,23.461948332288507,1146.8568878277079,1059
TFGR,0.245,-0.66,-19.42128237184372,1119.8824052595214,23.205477925349275,1143.0878831848706,1059
TFGR,0.245,-0.64,-19.41983014277495,1116.4278012256939,22.950406988636786,1139.3782082143307,1059
TFGR,0.245,-0.62,-19.41837532179397,1113.0319330292855,22.69679122974585,1135.7287242590314,1059
TFGR,0.245,-0.6,-19.416917908681395,1109.6956125046538,22.44468798054262,1132.1403004851963,1059
TFGR,0.245,-0.5800000000000001,-19.415457903291014,1106.4196576757693,22.19415624172185,1128.6138139174911,1059
TFGR,0.245,-0.56,-19.413995305550543,1103.2048927453254,21.94525672851924,1125.1501494738447,1059
TFGR,0.245,-0.54,-19.412530115462353,1100.0521480824232,21.69805191760674,1121.75020000003,1059
TFGR,0.245,-0.52,-19.411062333104198,1096.9622602086592,21.452606095198245,1118.4148663038575,1059
TFGR,0.245,-0.5,-19.409591958629974,1093.936071782768,21.208985406393914,1115.145057189162,1059
TFGR,0.245,-0.48,-19.40811899227039,1090.9744315836197,20.967257905792156,1111.9416894894118,1059
TFGR,0.245,-0.45999999999999996,-19.40664343433374,1088.0781944917169,20.72749360939822,1108.805688101115,1059
TFGR,0.245,-0.43999999999999995,-19.405165285206596,1085.2482214689976,20.48976454785945,1105.7379860168571,1059
TFGR,0.245,-0.42,-19.403684545354544,1082.4853795370536,20.254144821057423,1102.739524358111,1059
TFGR,0.245,-0.39999999999999997,-19.40220121532287,1079.7905417536776,20.02071065408794,1099.8112524077656,1059
TFGR,0.245,-0.37999999999999995,-19.400715295737285,1077.1645871877133,19.78954045465987,1096.9541276423731,1059
TFGR,0.245,-0.36,-19.399226787304613,1074.6084008922062,19.560714871945354,1094.1691157641515,1059
TFGR,0.245,-0.33999999999999997,-19.397735690813512,1072.1228738758168,19.33431685691315,1091.45719073273,1059
TFGR,0.245,-0.31999999999999995,-19.396242007135125,1069.7089030724674,19.110431724178408,1088.8193347966458,1059
TFGR,0.245,-0.29999999999999993,-19.39474573722382,1067.3673913092598,18.889147215402446,1086.2565385246623,1059
TFGR,0.245,-0.2799999999999999,-19.393246882117808,1065.0992472725034,18.670553564275902,1083.7698008367793,1059
TFGR,0.245,-0.2599999999999999,-19.39174544293987,1062.9053854719868,18.45474356312069,1081.3601290351075,1059
TFGR,0.245,-0.24,-19.390241420898,1060.7867262033974,18.24181263114488,1079.0285388345424,1059
TFGR,0.245,-0.21999999999999997,-19.38873481728605,1058.7441955088325,18.031858884386594,1076.776054393219,1059
TFGR,0.245,-0.2,-19.387225633484423,1056.778725135471,17.82498320738283,1074.6037083428537,1059
TFGR,0.25,-0.8,-19.428512299965934,1134.4275702226919,23.735694807065997,1158.163265029758,1059
TFGR,0.25,-0.78,-19.42709473632694,1130.8330777390083,23.488063493767445,1154.3211412327757,1059
TFGR,0.25,-0.76,-19.42567458513678,1127.290665231938,23.241609444443057,1150.5322746763811,1059
TFGR,0.25,-0.74,-19.42425184546443,1123.8010833707006,22.996379618617485,1146.797462989318,1059
TFGR,0.25,-0.72,-19.42282651644507,1120.3650889979979,22.75242233823363,1143.1175113362315,1059
TFGR,0.25,-0.7000000000000001,-19.421398597280856,1116.983445131362,22.509787325162154,1139.493232456524,1059
TFGR,0.25,-0.68,-19.41996808724165,1113.6569209632128,22.26852573969632,1135.925446702909,1059
TFGR,0.25,-0.66,-19.418534985665783,1110.386291859697,22.028690220056006,1132.414982079753,1059
TFGR,0.25,-0.64,-19.4170992919608,1107.1723393581883,21.790334922925734,1128.962674281114,1059
TFGR,0.25,-0.62,-19.415661005604214,1104.0158511634904,21.553515565051057,1125.5693667285416,1059
TFGR,0.25,-0.6,-19.414220126144272,1100.9176211426982,21.31828946591947,1122.2359106086176,1059
TFGR,0.25,-0.5800000000000001,-19.412776653200652,1097.8784493186467,21.084715591551063,1118.9631649101977,1059
TFGR,0.25,-0.56,-19.411330586465265,1094.8991418620128,20.85285459942612,1115.751996461439,1059
TFGR,0.25,-0.54,-19.409881925702972,1091.9805110819516,20.622768884575972,1112.6032799665275,1059
TFGR,0.25,-0.52,-19.408430670752324,1089.123375415317,20.394522626865,1109.517898042182,1059
TFGR,0.25,-0.5,-19.406976821526314,1086.3285594143551,20.1681818394916,1106.4967412538467,1059
TFGR,0.25,-0.48,-19.405520378013108,1083.5968937329685,19.943814418736622,1103.540708151705,1059
TFGR,0.25,-0.45999999999999996,-19.40406134027679,1080.9292151113746,19.721490194988338,1100.6507053063629,1059
TFGR,0.25,-0.43999999999999995,-19.40259970845807,1078.32636635927,19.501280985073503,1097.8276473443434,1059
TFGR,0.25,-0.42,-19.40113548277504,1075.7891963373818,19.283260645924507,1095.0724569833062,1059
TFGR,0.25,-0.39999999999999997,-19.399668663523887,1073.3185599374508,19.067505129613366,1092.3860650670642,1059
TFGR,0.25,-0.37999999999999995,-19.39819925107962,1070.9153180605467,18.854092539783412,1089.76941060033,1059
TFGR,0.25,-0.36,-19.396727245896773,1068.5803375937392,18.643103189510715,1087.2234407832498,1059
TFGR,0.25,-0.33999999999999997,-19.395252648510148,1066.3144913851424,18.434619660627018,1084.7491110457695,1059
TFGR,0.25,-0.31999999999999995,-19.39377545953547,1064.1186582171908,18.228726864537297,1082.3473850817281,1059
TFGR,0.25,-0.29999999999999993,-19.392295679670163,1061.9937227782232,18.02551210456489,1080.0192348827882,1059
TFGR,0.25,-0.2799999999999999,-19.390813309693982,1059.94057563233,17.825065139858214,1077.7656407721881,1059
TFGR,0.25,-0.2599999999999999,-19.38932835046975,1057.960113187401,17.62747825089314,1075.587591438294,1059
TFGR,0.25,-0.24,-19.38784080294402,1056.0532376614094,17.432846306606265,1073.4860839680157,1059
TFGR,0.25,-0.21999999999999997,-19.38635066814776,1054.220857046864,17.241266833194,1071.462123880058,1059
TFGR,0.25,-0.2,-19.384857947197045,1052.4638850734225,17.05284008461374,1069.5167251580363,1059
TFGR,0.255,-0.8,-19.425667145496263,1123.900250720139,22.525096748456715,1146.4253474685956,1059
TFGR,0.255,-0.78,-19.4242659209039,1120.5456450350189,22.293164887152944,1142.8388099221718,1059
TFGR,0.255,-0.76,-19.422862110424035,1117.2420249358836,22.062488124514598,1139.3045130603982,1059
TFGR,0.255,-0.74,-19.421455712912362,1113.9901239361466,21.83311354277414,1135.8232374789206,1059
TFGR,0.255,-0.72,-19.420046727288977,1110.7906816661143,21.60508956983967,1132.395771235954,1059
TFGR,0.255,-0.7000000000000001,-19.418635152539185,1107.644443876666,21.378466016162733,1129.0229098928287,1059
TFGR,0.255,-0.68,-19.417220987714234,1104.552162441751,21.153294112574425,1125.7054565543256,1059
TFGR,0.255,-0.66,-19.415804231932075,1101.5145953596743,20.92962654911373,1122.444221908788,1059
TFGR,0.255,-0.64,-19.414384884378112,1098.5325067531705,20.70751751487205,1119.2400242680426,1059
TFGR,0.255,-0.62,-19.41296294430597,1095.6066668681667,20.487022738878657,1116.0936896070455,1059
TFGR,0.255,-0.6,-19.41153841103824,1092.737852071315,20.268199532052396,1113.0060516033675,1059
TFGR,0.255,-0.5800000000000001,-19.41011128396725,1089.9268448461503,20.051106830244887,1109.9779516763952,1059
TFGR,0.255,-0.56,-19.408681562555792,1087.1744337879654,19.835805238401974,1107.0102390263673,1059
TFGR,0.255,-0.54,-19.4072492463379,1084.481413597276,19.6223570758694,1104.1037706731454,1059
TFGR,0.255,-0.52,-19.40581433491959,1081.8485850719135,19.41082642287057,1101.259411494784,1059
TFGR,0.255,-0.5,-19.404376827979608,1079.2767550977076,19.201279168183568,1098.4780342658912,1059
TFGR,0.255,-0.48,-19.402936725270187,1076.766736637711,18.99378305804599,1095.7605196957568,1059
TFGR,0.255,-0.45999999999999996,-19.40149402661779,1074.319348719943,18.788407746316174,1093.1077564662592,1059
TFGR,0.255,-0.43999999999999995,-19.40004873192384,1071.935416423691,18.585224845920166,1090.5206412696114,1059
TFGR,0.255,-0.42,-19.398600841165486,1069.6157708642268,18.38430798161415,1088.000078845841,1059
TFGR,0.255,-0.39999999999999997,-19.397150354396334,1067.361249176016,18.18573284409287,1085.5469820201088,1059
TFGR,0.255,-0.37999999999999995,-19.395697271747135,1065.1726944943662,17.989577245474692,1083.162271739841,1059
TFGR,0.255,-0.36,-19.39424159342661,1063.0509559354398,17.795921176194806,1080.8468771116345,1059
TFGR,0.255,-0.33999999999999997,-19.392783319722085,1060.9968885746923,17.604846863338608,1078.601735438031,1059
TFGR,0.255,-0.31999999999999995,-19.39132245100028,1059.011353423621,17.41643883044767,1076.4277922540687,1059
TFGR,0.255,-0.29999999999999993,-19.38985898770799,1057.0952174049012,17.23078395883129,1074.3260013637325,1059
TFGR,0.255,-0.2799999999999999,-19.38839293037281,1055.2493533257782,17.047971550417305,1072.2973248761955,1059
TFGR,0.255,-0.2599999999999999,-19.386924279603853,1053.4746398497728,16.868093392176227,1070.342733241949,1059
TFGR,0.255,-0.24,-19.385453036092454,1051.771961466637,16.69124382215339,1068.4632052887905,1059
TFGR,0.255,-0.21999999999999997,-19.383979200612853,1050.1422084605538,16.517519797144203,1066.659728257698,1059
TFGR,0.255,-0.2,-19.382502774022907,1048.5862768765487,16.347020962048532,1064.9332978385974,1059
TFGR,0.26,-0.8,-19.4228396591999,1114.0393424454273,21.39367023419323,1135.4330126796206,1059
TFGR,0.26,-0.78,-19.42145458327115,1110.9158123265092,21.176999755023743,1132.0928120815329,1059
TFGR,0.26,-0.76,-19.420066923906415,1107.8422227705316,20.96165981385594,1128.8038825843876,1059
TFGR,0.26,-0.74,-19.418676679754746,1104.8192906184736,20.747697614368036,1125.5669882328416,1059
TFGR,0.26,-0.72,-19.417283849527827,1101.8477387682067,20.535161689709863,1122.3829004579165,1059
TFGR,0.26,-0.7000000000000001,-19.41588843200078,1098.9282961804083,20.324101938745336,1119.2523981191537,1059
TFGR,0.26,-0.68,-19.414490426012883,1096.0616978832973,20.114569663246904,1116.176267546544,1059
TFGR,0.26,-0.66,-19.413089830468355,1093.2486849762672,19.906617606064998,1113.1553025823323,1059
TFGR,0.26,-0.64,-19.411686644337095,1090.4900046322882,19.700299990296735,1110.190304622585,1059
TFGR,0.26,-0.62,-19.410280866655476,1087.786410099131,19.49567255947797,1107.282082658609,1059
TFGR,0.26,-0.6,-19.408872496527067,1085.1386606993801,19.292792618823576,1104.4314533182037,1059
TFGR,0.26,-0.5800000000000001,-19.40746153312342,1082.5475218291447,19.091719077541516,1101.6392409066862,1059
TFGR,0.26,-0.56,-19.40604797568482,1080.0137649555154,18.892512492246265,1098.9062774477616,1059
TFGR,0.26,-0.54,-19.404631823521058,1077.5381676127186,18.695235111498132,1096.2334027242166,1059
TFGR,0.26,-0.52,-19.40321307601217,1075.1215133969129,18.499950921495444,1093.6214643184082,1059
TFGR,0.26,-0.5,-19.401791732609205,1072.7645919596462,18.306725692946742,1091.0713176525928,1059
TFGR,0.26,-0.48,-19.400367792834988,1070.4681989999253,18.11562702915117,1088.5838260290766,1059
TFGR,0.26,-0.45999999999999996,-19.398941256284864,1068.233136254862,17.926724415315416,1086.1598606701775,1059
TFGR,0.26,-0.43999999999999995,-19.397512122627457,1066.0602114889025,17.740089269136153,1083.8003007580387,1059
TFGR,0.26,-0.42,-19.39608039160542,1063.95023848157,17.555794992677622,1081.5060334742477,1059
TFGR,0.26,-0.39999999999999997,-19.394646063036195,1061.9040370137386,17.373917025574304,1079.2779540393128,1059
TFGR,0.26,-0.37999999999999995,-19.393209136812736,1059.9224328523992,17.19453289958941,1077.1169657519886,1059
TFGR,0.26,-0.36,-19.391769612904266,1058.0062577338585,17.017722294560222,1075.0239800284187,1059
TFGR,0.26,-0.33999999999999997,-19.390327491357038,1056.1563493454241,16.84356709576207,1072.999916441186,1059
TFGR,0.26,-0.31999999999999995,-19.388882772295027,1054.3735513054435,16.672151452723167,1071.0457027581667,1059
TFGR,0.26,-0.29999999999999993,-19.387435455920706,1052.6587131417618,16.50356183952306,1069.162274981285,1059
TFGR,0.26,-0.2799999999999999,-19.385985542515755,1051.0126902685627,16.337887116608126,1067.3505773851707,1059
TFGR,0.26,-0.2599999999999999,-19.38453303244178,1049.43634396151,16.175218594157943,1065.611562555668,1059
TFGR,0.26,-0.24,-19.38307792614106,1047.9305413312386,16.015650097036982,1063.9461914282756,1059
TFGR,0.26,-0.21999999999999997,-19.38162022413724,1046.4961552950886,15.85927803136672,1062.3554333264553,1059
TFGR,0.26,-0.2,-19.380159927036043,1045.1340645471764,15.706201452753554,1060.84026599993,1059
TFGR,0.265,-0.8,-19.42002953806917,1104.8246563118582,20.339713182968936,1125.1643694948273,1059
TFGR,0.265,-0.78,-19.41866042498797,1101.9237275721116,20.137879483195206,1122.061607055307,1059
TFGR,0.265,-0.76,-19.417288731674663,1099.07174077071,19.937449419662062,1119.009190190372,1059
TFGR,0.265,-0.74,-19.415914456578204,1096.2693965458584,19.738470315585346,1116.0078668614437,1059
TFGR,0.265,-0.72,-19.414537598208394,1093.5174015297166,19.540990807957094,1113.0583923376737,1059
TFGR,0.265,-0.7000000000000001,-19.41315815513669,1090.8164683563505,19.345060883178807,1110.1615292395293,1059
TFGR,0.265,-0.68,-19.41177612599692,1088.1673156685947,19.15073191363026,1107.318047582225,1059
TFGR,0.265,-0.66,-19.410391509486093,1085.5706681238132,18.95805669519686,1104.52872481901,1059
TFGR,0.265,-0.64,-19.409004304365123,1083.0272563985536,18.767089485779096,1101.7943458843326,1059
TFGR,0.265,-0.62,-19.407614509459627,1080.5378171920365,18.5778860448083,1099.1157032368449,1059
TFGR,0.265,-0.6,-19.406222123660655,1078.1030932284798,18.390503673792967,1096.4935969022727,1059
TFGR,0.265,-0.5800000000000001,-19.404827145925484,1075.7238332582237,18.205001257920916,1093.9288345161447,1059
TFGR,0.265,-0.56,-19.403429575278384,1073.4007920576194,18.021439308742824,1091.4222313663622,1059
TFGR,0.265,-0.54,-19.402029410811352,1071.134730427675,17.83988000796304,1088.9746104356382,1059
TFGR,0.265,-0.52,-19.400626651684906,1068.9264151914385,17.66038725236446,1086.586802443803,1059
TFGR,0.265,-0.5,-19.399221297128843,1066.776619190031,17.483026699894445,1084.2596458899254,1059
TFGR,0.265,-0.48,-19.39781334644301,1064.6861212774295,17.30786581693949,1081.993987094369,1059
TFGR,0.265,-0.45999999999999996,-19.396402798998043,1062.6557063138007,17.134973926816624,1079.7906802406173,1059
TFGR,0.265,-0.43999999999999995,-19.394989654236163,1060.6861651575455,16.96442225951066,1077.6505874170562,1059
TFGR,0.265,-0.42,-19.393573911671897,1058.7782946558918,16.796284002685933,1075.5745786585778,1059
TFGR,0.265,-0.39999999999999997,-19.39215557089287,1056.9328976340457,16.63063435400295,1073.5635319880487,1059
TFGR,0.265,-0.37999999999999995,-19.390734631560562,1055.1507828829144,16.46755057476972,1071.6183334576842,1059
TFGR,0.265,-0.36,-19.389311093411028,1053.4327651453475,16.307112044959087,1069.7398771903065,1059
TFGR,0.265,-0.33999999999999997,-19.387884956255675,1051.7796651008575,16.149400319623084,1067.9290654204806,1059
TFGR,0.265,-0.31999999999999995,-19.38645621998203,1050.1923093488108,15.994499186736766,1066.1868085355475,1059
TFGR,0.265,-0.29999999999999993,-19.385024884554433,1048.6715303900642,15.842494726503606,1064.5140251165678,1059
TFGR,0.265,-0.2799999999999999,-19.383590950014842,1047.21816660703,15.693475372155824,1062.9116419791858,1059
TFGR,0.265,-0.2599999999999999,-19.382154416483523,1045.8330622421277,15.54753197228326,1061.3805942144108,1059
TFGR,0.265,-0.24,-19.38071528415981,1044.5170673746065,15.404757854725014,1059.9218252293315,1059
TFGR,0.265,-0.21999999999999997,-19.379273553322818,1043.2710378957058,15.265248892058493,1058.5362867877643,1059
TFGR,0.265,-0.2,-19.377829224332213,1042.095835482146,15.129103568721485,1057.2249390508675,1059
TFGR,0.27,-0.8,-19.41723648828693,1096.2368141980803,19.361587338753814,1115.5984015368342,1059
TFGR,0.27,-0.78,-19.41588315663096,1093.5503332583962,19.17417863718472,1112.724511895581,1059
TFGR,0.27,-0.76,-19.414527248665607,1090.9118392599903,18.988244381726354,1109.9000836417167,1059
TFGR,0.27,-0.74,-19.413168762646084,1088.3220170944192,18.80383201263666,1107.1258491070557,1059
TFGR,0.27,-0.72,-19.411807696886722,1085.781557581684,18.62099026873494,1104.4025478504188,1059
TFGR,0.27,-0.7000000000000001,-19.410444049761683,1083.2911574800335,18.43976922244137,1101.7309267024748,1059
TFGR,0.27,-0.68,-19.40907781970576,1080.8515194948213,18.26022031573584,1099.111739810557,1059
TFGR,0.27,-0.66,-19.407709005215136,1078.4633522862846,18.082396397059124,1096.5457486833436,1059
TFGR,0.27,-0.64,-19.406337604848126,1076.1273704762507,17.906351759179433,1094.03372223543,1059
TFGR,0.27,-0.62,-19.40496361722597,1073.8442946537727,17.73214217804825,1091.576436831821,1059
TFGR,0.27,-0.6,-19.403587041033603,1071.6148513796238,17.55982495266941,1089.1746763322933,1059
TFGR,0.27,-0.5800000000000001,-19.402207875020395,1069.4397731896483,17.389458946006478,1086.8292321356548,1059
TFGR,0.27,-0.56,-19.40082611800094,1067.3197985969691,17.221104626953526,1084.5409032239227,1059
TFGR,0.27,-0.54,-19.399441768855823,1065.2556720929595,17.05482411339494,1082.3104962063544,1059
TFGR,0.27,-0.52,-19.398054826532412,1063.2481441470259,16.89068121638077,1080.1388253634066,1059
TFGR,0.27,-0.5,-19.396665290045583,1061.2979712051292,16.728741485444267,1078.0267126905735,1059
TFGR,0.27,-0.48,-19.395273158478506,1059.4059156870358,16.569072255088912,1075.9749879421247,1059
TFGR,0.27,-0.45999999999999996,-19.393878430983463,1057.5727459822922,16.411742692472977,1073.984488674765,1059
TFGR,0.27,-0.43999999999999995,-19.392481106782526,1055.799236444829,16.256823846319726,1072.0560602911487,1059
TFGR,0.27,-0.42,-19.39108118516842,1054.0861673862614,16.10438869708253,1070.190556083344,1059
TFGR,0.27,-0.39999999999999997,-19.389678665505212,1052.4343250678044,15.954512208394144,1068.3888372761985,1059
TFGR,0.27,-0.37999999999999995,-19.388273547229126,1050.8445016907654,15.807271379830214,1066.6517730705955,1059
TFGR,0.27,-0.36,-19.386865829849285,1049.3174953856499,15.662745301017758,1064.9802406866677,1059
TFGR,0.27,-0.33999999999999997,-19.385455512948482,1047.8541101997864,15.521015207119536,1063.375125406906,1059
TFGR,0.27,-0.31999999999999995,-19.38404259618392,1046.455156083482,15.382164535726341,1061.8373206192084,1059
TFGR,0.27,-0.29999999999999993,-19.382627079288014,1045.1214488746957,15.246278985189003,1060.3677278598848,1059
TFGR,0.27,-0.2799999999999999,-19.38120896206908,1043.8538102821417,15.113446574423515,1058.9672568565652,1059
TFGR,0.27,-0.2599999999999999,-19.379788244412165,1042.6530678669153,14.983757704222247,1057.6368255711375,1059
TFGR,0.27,-0.24,-19.378364926279716,1041.5200550224652,14.857305220105388,1056.3773602425706,1059
TFGR,0.27,-0.21999999999999997,-19.376939007712384,1040.455610953021,14.734184476747185,1055.1897954297683,1059
TFGR,0.27,-0.2,-19.375510488829725,1039.460580650365,14.61449340401204,1054.0750740543772,1059
TFGR,0.275,-0.8,-19.414460224819695,1088.2572065746301,18.457714875524207,1106.7149214501544,1059
TFGR,0.275,-0.78,-19.413122497396294,1085.7773250288562,18.28433160826608,1104.0616566371223,1059
TFGR,0.275,-0.76,-19.411782198273276,1083.344516466942,18.112491359848573,1101.4570078267905,1059
TFGR,0.275,-0.74,-19.410439325518396,1080.9594504765678,17.942241684542413,1098.9016921611103,1059
TFGR,0.275,-0.72,-19.40909387725673,1078.6228025060489,17.77363142041903,1096.3964339264678,1059
TFGR,0.275,-0.7000000000000001,-19.407745851671443,1076.3352538759327,17.606710723811073,1093.9419645997439,1059
TFGR,0.275,-0.68,-19.406395247004532,1074.0974917896592,17.441531104676606,1091.5390228943359,1059
TFGR,0.275,-0.66,-19.405042061557612,1071.9102093432352,17.278145462889448,1089.1883548061246,1059
TFGR,0.275,-0.64,-19.403686293692683,1069.7741055338615,17.116608125478443,1086.89071365934,1059
TFGR,0.275,-0.62,-19.402327941832876,1067.689885267554,16.956974884839276,1084.6468601523934,1059
TFGR,0.275,-0.6,-19.40096700446324,1065.6582593656854,16.799303037942636,1082.457562403628,1059
TFGR,0.275,-0.5800000000000001,-19.39960348013151,1063.6799445704196,16.643651426563174,1080.3235959969827,1059
TFGR,0.275,-0.56,-19.39823736744888,1061.7556635490678,16.49008047855423,1078.245744027622,1059
TFGR,0.275,-0.54,-19.39686866509077,1059.886144897266,16.338652250193576,1076.2247971474594,1059
TFGR,0.275,-0.52,-19.395497371797614,1058.0721231410043,16.18943046962651,1074.261553610631,1059
TFGR,0.275,-0.5,-19.394123486375612,1056.3143387374716,16.042480581432287,1072.356819318904,1059
TFGR,0.275,-0.48,-19.39274700769752,1054.613538074662,15.897869792341393,1070.5114078670035,1059
TFGR,0.275,-0.45999999999999996,-19.391367934703418,1052.970473469763,15.755667118130816,1068.7261405878937,1059
TFGR,0.275,-0.43999999999999995,-19.389986266401504,1051.3859031662623,15.61594343172568,1067.001846597988,1059
TFGR,0.275,-0.42,-19.388602001868826,1049.8605913297574,15.47877151253573,1065.3393628422932,1059
TFGR,0.275,-0.39999999999999997,-19.38721514025211,1048.3953080424599,15.34422609705584,1063.7395341395156,1059
TFGR,0.275,-0.37999999999999995,-19.385825680768477,1046.9908292963423,15.212383930760407,1062.2032132271027,1059
TFGR,0.275,-0.36,-19.384433622706258,1045.6479369849376,15.083323821321793,1060.7312608062593,1059
TFGR,0.275,-0.33999999999999997,-19.38303896542574,1044.3674188937002,14.95712669318378,1059.324545586884,1059
TFGR,0.275,-0.31999999999999995,-19.381641708359947,1043.1500686889926,14.833875643521328,1057.983944332514,1059
TFGR,0.275,-0.29999999999999993,-19.380241851015406,1041.9966859056287,14.71365599961877,1056.7103419052476,1059
TFGR,0.275,-0.2799999999999999,-19.378839392972896,1040.908075932861,14.596555377698941,1055.50463131056,1059
TFGR,0.275,-0.2599999999999999,-19.37743433388824,1039.8850499990199,14.482663743236316,1054.3677137422562,1059
TFGR,0.275,-0.24,-19.376026673493023,1038.9284251544755,14.372073472787994,1053.3004986272636,1059
TFGR,0.275,-0.21999999999999997,-19.3746164115954,1038.0390242531869,14.264879417376724,1052.3039036705636,1059
TFGR,0.275,-0.2,-19.37320354808081,1037.2176759325903,14.161178967460824,1051.378854900051,1059
TFGR,0.28,-0.8,-19.411700471034493,1080.8679528840648,17.626575234635148,1098.4945281187,1059
TFGR,0.28,-0.78,-19.410378174724993,1078.5871129926072,17.466829488885082,1096.0539424814924,1059
TFGR,0.28,-0.76,-19.40905331198259,1076.3524707485362,17.30869314732578,1093.661163895862,1059
TFGR,0.28,-0.74,-19.407725880693683,1074.1646808652445,17.152213874726375,1091.3168947399708,1059
TFGR,0.28,-0.72,-19.406395878800236,1072.0244038469646,16.997440605325377,1089.02184445229,1059
TFGR,0.28,-0.7000000000000001,-19.40506330430052,1069.9323060020884,16.844423576726523,1086.7767295788149,1059
TFGR,0.28,-0.68,-19.403728155249887,1067.8890594554805,16.69321436468298,1084.5822738201634,1059
TFGR,0.28,-0.66,-19.40239042976154,1065.8953421598958,16.54386591879149,1082.4392080786872,1059
