z,delta_mu_fit,delta_D_over_D,D_L_TFGR_Mpc,D_L_eff_Mpc,H_TFGR_km_s_Mpc,H_eff_km_s_Mpc,Omega_extra
0.9699248120300752,-0.4034625712758502,-0.16956148006396987,10022.352996254522,8322.947988486041,57.15333183711343,105.43237894758987,1.6019353449928546
0.9736842105263157,-0.40638710521342347,-0.17067915989762872,10080.377620316614,8359.867236630116,57.15333183729944,105.87337796658898,1.6209528208064778
0.9774436090225563,-0.40931584142146604,-0.17179693821017084,10138.594953523825,8396.815382755343,57.1533318374837,106.3192522827398,1.6402612379255805
0.981203007518797,-0.41224871887391745,-0.1729147873014748,10196.915363715632,8433.717912467604,57.15333183766785,106.76496974573793,1.6596439642166854
0.9849624060150375,-0.41518567697608855,-0.1740326797666365,10255.429976921898,8470.650015879084,57.1533318378518,107.21558028653642,1.679321901226762
0.9887218045112781,-0.4181266555631558,-0.17515058849432807,10314.04617324342,8507.534916242163,57.15333183803462,107.66603949484596,1.6990760653708632
0.9924812030075187,-0.42107159489862167,-0.17626848666513928,10372.858066448744,8544.450072683541,57.153331838215244,108.12140962820645,1.719129771383932
0.9962406015037594,-0.4240204356727508,-0.17738634774990658,10431.770048899978,8581.316459358746,57.15333183839587,108.57663396958267,1.7392616538642731
1.0,-0.4269731190009756,-0.17850414550802596,10490.879222104351,8618.21379093471,57.1533318385765,109.03678714351479,1.7596974714958589
1.0037593984962405,-0.4299295864222768,-0.1796218539857538,10550.086990685293,8655.060805707419,57.15333183875598,109.49680008548226,1.780213446671247
1.007518796992481,-0.4328897798975379,-0.18073944751449478,10609.49344388872,8691.939460431618,57.15333183893317,109.96175982149921,1.8010378128060953
1.0112781954887218,-0.4358536418078761,-0.18185690070907745,10668.996998599378,8728.766270759645,57.15333183911025,110.42658490476654,1.8219443496771757
1.0150375939849623,-0.4388211149529502,-0.18297418846602032,10728.70073180186,8765.625422105617,57.15333183928714,110.89637479112507,1.8431637962208174
1.018796992481203,-0.4417921425492418,-0.18409128596178403,10788.500072642233,8802.431220670724,57.15333183946311,111.36603562284044,1.8644674591828532
1.0225563909774436,-0.4447666682283235,-0.18520816865101863,10848.501085843767,8839.270067126055,57.15333183963715,111.84067930787432,1.8860886138112463
1.026315789473684,-0.4477446360350981,-0.18632481226479713,10908.596212813845,8876.05407138883,57.153331839810875,112.315199554877,1.9077960634000615
1.0300751879699248,-0.4507259904260225,-0.18744119280884286,10968.894506014434,8912.871836012726,57.15333183998391,112.79472074017963,1.929825650294651
1.0338345864661653,-0.4537106762673131,-0.18855728656174886,11029.285419114223,8949.633287770985,57.153331840156284,113.27412412224865,1.9519436439248106
1.037593984962406,-0.4566986388331296,-0.18967307007318868,11089.880992313867,8986.429217755396,57.153331840327176,113.75854655584763,1.9743884844996726
1.0413533834586466,-0.4596898238037477,-0.1907885201621221,11150.567691543367,9023.167382706239,57.15333184049751,114.24285683895206,1.9969238771949531
1.045112781954887,-0.46268417726370886,-0.191903613914993,11211.460544742058,9059.9407489407,57.15333184066659,114.73220430848572,2.019790890815256
1.0488721804511278,-0.46568164569996084,-0.1930183286839231,11272.44303010127,9096.654916246385,57.15333184083527,115.22144529775966,2.0427506359175487
1.0526315789473684,-0.46868217599997836,-0.19413264208489966,11333.633163299013,9133.405012886737,57.15333184100303,115.71574162364541,2.0660468406086636
1.0563909774436089,-0.47168571544987137,-0.19524653199595787,11394.911434787933,9170.094494744504,57.15333184116999,116.20993715659938,2.0894379904885474
1.0601503759398496,-0.4746922117324854,-0.19635997655536241,11456.398847984732,9206.82063878557,57.15333184133501,116.70920618498745,2.1131705036253376
1.0639097744360901,-0.4777016129254778,-0.1974729541597806,11517.972905603363,9243.484770001554,57.15333184149993,117.20838012461302,2.13700021037779
1.0676691729323307,-0.4807138674993946,-0.19858544346245677,11579.75759879921,9280.186300853915,57.153331841664574,117.71264572042301,2.1611762493670192
1.0714285714285714,-0.4837289243157277,-0.1996974233713813,11641.627442547555,9316.824438421245,57.15333184182814,118.21682194808731,2.1854517654864596
1.075187969924812,-0.4867467326249651,-0.20080887304745876,11703.709415742454,9353.50071749228,57.153331841989,118.72610798807725,2.2100786484400134
1.0789473684210527,-0.4897672420646321,-0.2019197719026743,11765.87504562051,9390.11224017345,57.15333184214987,119.23531039651168,2.2348073274884865
1.0827067669172932,-0.49279040265731927,-0.20303009959825802,11828.254298814463,9426.76265045264,57.153331842310735,119.74964076214746,2.2598924738747104
1.0864661654135337,-0.4958161648087068,-0.20413983604284913,11890.715714822227,9463.346958366288,57.153331842470614,120.26389324848753,2.2850817711404163
1.0902255639097744,-0.4988444793055765,-0.20524896139065885,11953.392248015234,9499.970904014954,57.15333184262793,120.78329181874207,2.310632702419971
1.093984962406015,-0.5018752973138177,-0.2063574560396344,12016.149450152707,9536.527418227142,57.15333184278505,121.3026182772741,2.3362901755490952
1.0977443609022557,-0.5049085703764312,-0.20746530062962298,12079.123263344767,9573.124324172672,57.15333184294166,121.82710892159935,2.36231451580527
1.1015037593984962,-0.5079442504115149,-0.20857247604053464,12142.176251611949,9609.652486292667,57.15333184309762,122.35153323666493,2.388447825427651
1.1052631578947367,-0.5109822897102579,-0.2096789633905095,12205.447344803062,9646.22179782731,57.153331843251785,122.8811398076847,2.4149533019695704
1.1090225563909775,-0.514022640934918,-0.2107847440340831,12268.796119199962,9682.721069608046,57.153331843405454,123.41068584646476,2.44157021230457
