z,H_eff_km_s_Mpc,Omega_extra
1.236180904522613,141.32162919469997,0.018767469837181028
1.243718592964824,141.91436059660518,0.01895789367815013
1.2512562814070352,142.508599606034,0.019149601270504746
1.258793969849246,143.10434075316917,0.019342596926959485
1.2663316582914572,143.70157861180903,0.019536884960228967
1.2738693467336684,144.30030779903123,0.019732469683027835
1.2814070351758793,144.90052297485573,0.019929355408070677
1.2889447236180904,145.50221884190768,0.020127546448072145
1.2964824120603013,146.10539014507992,0.020327047115746837
1.3040201005025125,146.71003167119602,0.02052786172380937
1.3115577889447236,147.31613824867284,0.02072999458497438
1.3190954773869346,147.9237047471836,0.020933450011956494
1.3266331658291457,148.53272607732129,0.02113823231747033
1.3341708542713566,149.1431971902625,0.021344345814230486
1.3417085427135678,149.75511307743196,0.021551794814951616
1.349246231155779,150.36846877016737,0.021760583632348302
1.3567839195979898,150.98325933938548,0.0219707165791352
1.364321608040201,151.59947989524863,0.02218219796802691
1.371859296482412,152.2171255868324,0.02239503211173806
1.379396984924623,152.83619160179427,0.02260922332298329
1.3869346733668342,153.45667316604326,0.022824775914477204
1.394472361809045,154.07856554341092,0.0230416941989344
1.4020100502512562,154.7018640353234,0.023259982489069533
1.4095477386934672,155.32656398047513,0.0234796450975972
1.4170854271356783,155.9526607545033,0.02370068633723204
1.4246231155778895,156.58014976966447,0.023923110520688684
1.4321608040201004,157.209026474512,0.024146921960681723
1.4396984924623115,157.83928635357577,0.024372124969925794
1.4472361809045227,158.47092492704274,0.024598723861135516
1.4547738693467336,159.1039377504398,0.024826722947025502
1.4623115577889447,159.73832041431783,0.025056126540310388
1.4698492462311556,160.374068543938,0.025286938953704777
1.4773869346733668,161.01117779895932,0.025519164499923322
1.484924623115578,161.64964387312835,0.025752807491680615
1.4924623115577889,162.2894624939708,0.02598787224169128
1.5,162.93062942248483,0.026224363062669932
