z,mu_SN,mu_err,mu_model,residual
0.7427,23.92255,0.19885,23.968323169950853,-0.04577316995085212
0.91075,24.6116,0.16365,24.51683090524328,0.09476909475672102
0.33753,21.9137,0.10655,21.905684838466765,0.00801516153323334
0.98377,24.92305,0.1439,24.725019255089276,0.19803074491072437
0.81369,24.26675,0.14105,24.213340837405557,0.053409162594441284
0.81773,24.3431,0.12085,24.22665764772999,0.11644235227000976
0.96075,24.5736,0.1577,24.661070393899156,-0.08747039389915656
0.75669,24.03965,0.1583,24.018340018941085,0.02130998105891635
0.87796,24.42165,0.14325,24.41797418511329,0.0036758148867086504
0.80902,24.20795,0.1668,24.197867583762385,0.010082416237615632
0.62723,23.4134,0.138,23.517400490581704,-0.10400049058170424
0.93389,24.7653,0.2009,24.584524484443133,0.1807755155568671
0.69715,23.78265,0.16195,23.7989908926892,-0.01634089268920036
0.76706,24.3849,0.17855,24.05484558413924,0.3300544158607579
0.86397,24.39625,0.15285,24.374697619001648,0.021552380998350884
0.51434,22.98745,0.11725,22.993392900698947,-0.00594290069894754
0.47039,23.1005,0.141,22.759784641604025,0.34071535839597544
0.9279,24.7789,0.1829,24.567160113498804,0.21173988650119568
0.63071,23.4092,0.1432,23.53210265986625,-0.12290265986625215
0.6157,23.56625,0.1433,23.468133089558,0.09811691044200188
0.56475,23.2891,0.13595,23.23947987190238,0.049620128097622285
0.55775,23.2494,0.1349,23.206564945579554,0.042835054420446994
0.73561,24.06925,0.19205,23.942629484927945,0.12662051507205518
0.26199,21.15835,0.1082,21.269295496871404,-0.11094549687140542
0.76159,23.97575,0.15445,24.03564900877424,-0.05989900877423793
0.85852,24.54425,0.17845,24.357654003565298,0.18659599643470415
0.55875,23.6061,0.15165,23.211290647686408,0.3948093523135938
0.48072,22.74835,0.1138,22.81645838277841,-0.06810838277841214
0.92224,24.57175,0.18725,24.55065128845369,0.021098711546311932
0.47572,22.6952,0.109,22.78916916595936,-0.09396916595936133
0.8932,24.5781,0.1577,24.464360307257575,0.11373969274242413
0.6319,23.1617,0.17705,23.53711254827608,-0.3754125482760813
0.73602,24.02845,0.2108,23.944121717893122,0.0843282821068776
