z,H_z_TFGR,q_z_TFGR,j_z_TFGR
1.258793969849246,57.15333184873352,-3.820419281770021e-09,-2.6153837625250993e-08
1.2663316582914572,57.153331848961706,-3.894923647080187e-09,-2.6276195601445296e-08
1.2738693467336684,57.15333184918268,-3.969296922466515e-09,-2.6405234965831163e-08
1.2814070351758793,57.15333184940365,-4.0436701978528406e-09,-2.6519291824838938e-08
1.2889447236180904,57.15333184961683,-4.1178142462089506e-09,-2.6623966511371452e-08
1.2964824120603011,57.153331849828014,-4.191899521447187e-09,-2.674418438867768e-08
1.3040201005025125,57.15333185003615,-4.265859880141387e-09,-2.6830669849171978e-08
1.3115577889447236,57.15333185023752,-4.339542771210063e-09,-2.6935629327940566e-08
1.3190954773869346,57.15333185043888,-4.413225662278737e-09,-2.7018561761156483e-08
1.3266331658291457,57.15333185063234,-4.486489701683503e-09,-2.7084953594290984e-08
1.3341708542713566,57.15333185082388,-4.5596519944571255e-09,-2.718790205350753e-08
1.3417085427135678,57.15333185101268,-4.632635558092316e-09,-2.7234133033843317e-08
1.349246231155779,57.1533318511944,-4.705155197367043e-09,-2.7307109393713238e-08
1.3567839195979898,57.15333185137612,-4.777674836641769e-09,-2.7364326483387294e-08
1.364321608040201,57.15333185155068,-4.849632713523106e-09,-2.7387987712504563e-08
1.371859296482412,57.15333185172261,-4.921383795489926e-09,-2.7476041525461462e-08
1.379396984924623,57.15333185189296,-4.992988589233349e-09,-2.747754044910574e-08
1.3869346733668342,57.153331852055146,-5.063841357747999e-09,-2.7500551336102037e-08
1.394472361809045,57.153331852217335,-5.134694126262647e-09,-2.7548227093533176e-08
1.4020100502512562,57.15333185237398,-5.204954891976754e-09,-2.7524625043426734e-08
1.4095477386934672,57.153331852526506,-5.274775738431892e-09,-2.7594172932944982e-08
1.4170854271356783,57.15333185267903,-5.344596584887033e-09,-2.7553208151304842e-08
1.4246231155778897,57.15333185282233,-5.413290987643209e-09,-2.750308502771957e-08
1.4321608040201004,57.15333185296529,-5.481942454930662e-09,-2.7563394291893605e-08
1.4396984924623115,57.1533318531051,-5.5501594911374195e-09,-2.7487934373457498e-08
1.4472361809045229,57.1533318532386,-5.617500281566682e-09,-2.7480810177821182e-08
1.4547738693467336,57.15333185337209,-5.684841071995943e-09,-2.7454762609556888e-08
1.4623115577889447,57.15333185349926,-5.751194784753143e-09,-2.7350182383640973e-08
1.4698492462311556,57.15333185362342,-5.817079771985986e-09,-2.740465019744688e-08
1.4773869346733668,57.15333185374757,-5.882960220113088e-09,-2.7272700806546373e-08
1.484924623115578,57.153331853862575,-5.947240465630927e-09,-2.713829466727241e-08
1.4924623115577889,57.15333185397758,-6.011520711148765e-09,-2.7178035960746133e-08
1.5,57.15333185408985,-6.075263743787423e-09,-2.721670282845784e-08
