z,H_TF,q_TF,j_TF,H_LCDM,q_LCDM,j_LCDM
0.0,70.00349991250437,-0.6198380161983803,1.2241775822417758,70.0,-0.5498000000000001,1.0
0.005012531328320802,70.13763510116547,-0.614442769164787,1.2231019561084533,70.15857859374348,-0.5450586571186959,1.0
0.010025062656641603,70.27324554313662,-0.6090405637831956,1.2220249650168742,70.31838427659302,-0.540313034263562,1.0
0.015037593984962405,70.4103290317145,-0.6036320056045443,1.2209467298540155,70.47941659258294,-0.535563596181913,1.0
0.020050125313283207,70.54888330990426,-0.5982176969396891,1.2198673708549757,70.64167502604349,-0.5308108044742998,1.0
0.02506265664160401,70.68890607086628,-0.5927982366495383,1.2187870075611311,70.80515900236917,-0.5260551174669198,1.0
0.03007518796992481,70.83039495838565,-0.5873742199402279,1.2177057587793014,70.96986788879168,-0.5212969900876521,1.0
0.03508771929824561,70.97334756736296,-0.5819462381634197,1.2166237425419395,71.13580099515717,-0.5165368737457487,1.0
0.040100250626566414,71.11776144432595,-0.5765148786218018,1.2155410760683616,71.30295757470769,-0.5117752162152012,1.0
0.045112781954887216,71.26363408796054,-0.5710807243798668,1.2144578757270355,71.47133682486603,-0.5070124615218008,1.0
0.05012531328320802,71.410962949661,-0.5656443540800323,1.213374256998934,71.64093788802401,-0.5022490498339129,1.0
0.05513784461152882,71.55974543409754,-0.5602063417641641,1.2122903344419709,71.8117598523336,-0.4974854173569707,1.0
0.06015037593984962,71.70997889980129,-0.554767256700549,1.2112062216565265,71.98380175250053,-0.49272199623169666,1.0
0.06516290726817042,71.86166065976525,-0.5493276632163674,1.210122031252072,72.15706257058027,-0.48795921443605794,1.0
0.07017543859649122,72.0147879820604,-0.5438881205356993,1.2090378748149018,72.33154123677578,-0.4831974956909546,1.0
0.07518796992481203,72.16935809046659,-0.5384491826230988,1.2079538628769768,72.50723663023673,-0.4784372593696359,1.0
0.08020050125313283,72.3253681651167,-0.5330113980327554,1.206870104885885,72.68414757986007,-0.47367892041083903,1.0
0.08521303258145363,72.48281534315399,-0.5275753097632656,1.205786709175926,72.86227286509124,-0.4689228892356403,1.0
0.09022556390977443,72.64169671940117,-0.5221414551180235,1.2047037829403149,73.04161121672628,-0.4641695716680042,1.0
0.09523809523809523,72.8020093470411,-0.5167103655712368,1.203621432204514,73.22216131771371,-0.45941936885901613,1.0
0.10025062656641603,72.96375023830775,-0.5112825666395642,1.2025397618006826,73.40392180395666,-0.45467267721477445,1.0
0.10526315789473684,73.12691636518716,-0.5058585777593714,1.2014588753432562,73.58689126511456,-0.44992988832792524,1.0
0.11027568922305764,73.29150466012734,-0.50043891216959,1.2003788752056408,73.77106824540405,-0.4451913889128093,1.0
0.11528822055137844,73.45751201675668,-0.4950240768001628,1.1992998624980236,73.95645124439886,-0.4404575607441966,1.0
0.12030075187969924,73.6249352906099,-0.48961457216604853,1.198221937046295,74.1430387178286,-0.43572878059957587,1.0
0.12531328320802004,73.79377129986122,-0.48421089226676217,1.1971451973720781,74.33082907837588,-0.43100542020496424,1.0
0.13032581453634084,73.96401682606374,-0.4788135244914087,1.196069740673851,74.5198206964716,-0.4262878461842051,1.0
0.13533834586466165,74.13566861489451,-0.4734229495291812,1.1949956628091674,74.71001190108812,-0.4215764200117138,1.0
0.14035087719298245,74.30872337690488,-0.4680396412852683,1.193923058277948,74.90140098053018,-0.4168714979686293,1.0
0.14536340852130325,74.48317778827514,-0.462664066802131,1.1928520202068547,75.09398618322305,-0.4121734311023324,1.0
0.15037593984962405,74.65902849157321,-0.4572966861860911,1.1917826403347171,75.28776571849806,-0.40748256518928305,1.0
0.15538847117794485,74.83627209651651,-0.45193795253917624,1.190715008999014,75.48273775737458,-0.40279924070113526,1.0
0.16040100250626566,75.01490518073663,-0.446588311896159,1.189649215123389,75.67890043333921,-0.3981237927740735,1.0
0.16541353383458646,75.1949242905463,-0.4412482031667244,1.1885853462061913,75.87625184312093,-0.3934565511813284,1.0
0.17042606516290726,75.37632594170786,-0.43591805808270123,1.1875234883100265,76.07479004746274,-0.38879784030881626,1.0
0.17543859649122806,75.55910662020301,-0.430598301150279,1.1864637260523037,76.27451307188919,-0.3841479791338509,1.0
0.18045112781954886,75.74326278300312,-0.42528934960714004,1.1854061425967626,76.47541890746959,-0.3795072812068715,1.0
0.18546365914786966,75.92879085883976,-0.41999161338442537,1.1843508196459667,76.677505511577,-0.3748760546361337,1.0
0.19047619047619047,76.115687248975,-0.4147054950734558,1.1832978374347467,76.8807708086425,-0.37025460207530536,1.0
0.19548872180451127,76.30394832797067,-0.40943138989712113,1.1822472747245685,77.08521269090446,-0.36564322071390865,1.0
0.20050125313283207,76.4935704444568,-0.404169685685854,1.1811992087988272,77.29082901915324,-0.3610422022705525,1.0
0.20551378446115287,76.68454992189807,-0.39892076285809674,1.1801537154590278,77.4976176234703,-0.35645183298889027,1.0
0.21052631578947367,76.87688305935838,-0.39368499440517235,1.1791108690218508,77.70557630396227,-0.3518723936362481,1.0
0.21553884711779447,77.07056613226301,-0.3884627458804688,1.1780707423170746,77.91470283148928,-0.34730415950485904,1.0
0.22055137844611528,77.26559539315782,-0.383254375392836,1.1770334066863417,78.1249949483878,-0.34274740041564244,1.0
0.22556390977443608,77.46196707246534,-0.3780602336041037,1.1759989319827442,78.33645036918767,-0.33820238072446296,1.0
0.23057644110275688,77.65967737923724,-0.37288066373062334,1.1749673865712122,78.54906678132306,-0.33366935933081243,1.0
0.23558897243107768,77.85872250190286,-0.36771600154873374,1.1739388373296873,78.76284184583741,-0.32914858968884697,1.0
0.24060150375939848,78.05909860901365,-0.3625665754040487,1.1729133496510538,78.97777319808212,-0.32464031982071573,1.0
0.24561403508771928,78.2608018499829,-0.3574327062244673,1.1718909874458194,79.19385844840903,-0.3201447923321178,1.0
0.2506265664160401,78.46382835582064,-0.35231470753680794,1.17087181314551,79.41109518285619,-0.315662244430026,1.0
0.2556390977443609,78.66817423986345,-0.3472128854869595,1.1698558877067733,79.62948096382729,-0.31119290794251153,1.0
0.2606516290726817,78.87383559849879,-0.3421275388634487,1.1688432706161567,79.84901333076424,-0.3067370093406043,1.0
0.2656641604010025,79.0808085118836,-0.3370589591243207,1.1678340198955508,80.06968980081302,-0.3022947697621269,1.0
0.2706766917293233,79.28908904465706,-0.3320074304272288,1.166828192108275,80.29150786948273,-0.2978664050374381,1.0
0.2756892230576441,79.49867324664703,-0.326973229662633,1.1658258423657697,80.5144650112975,-0.2934521257170235,1.0
0.2807017543859649,79.70955715357013,-0.32195662648999823,1.1648270243349028,80.73855868044157,-0.28905213710086686,1.0
0.2857142857142857,79.92173678772518,-0.3169578833768947,1.163831790245846,80.96378631139696,-0.28466663926954294,1.0
0.2907268170426065,80.13520815867979,-0.3119772556408943,1.162840190900506,81.19014531957424,-0.2802958271169659,1.0
0.2957393483709273,80.34996726394985,-0.30701499149416245,1.1618522756814975,81.41763310193582,-0.27593989038473543,1.0
0.3007518796992481,80.56601008967186,-0.3020713320906434,1.1608680925616333,81.64624703761187,-0.27159901369801354,1.0
0.3057644110275689,80.7833326112679,-0.2971465115757336,1.1598876881139057,81.87598448850915,-0.2672733766028754,1.0
0.3107769423558897,81.00193079410282,-0.2922407571383504,1.1589111075219451,82.10684279991207,-0.2629631536050726,1.0
0.3157894736842105,81.22180059413388,-0.2873542890652899,1.1579383945909443,82.33881930107636,-0.25866851421014736,1.0
0.3208020050125313,81.44293795855256,-0.28248732079777694,1.1569695917590015,82.57191130581533,-0.254389622964841,1.0
0.3258145363408521,81.66533882641832,-0.27764005899011024,1.1560047401088969,82.80611611307845,-0.25012663949973435,1.0
0.3308270676691729,81.8889991292841,-0.27281270357030596,1.1550438793802593,83.0414310075223,-0.24587971857306834,1.0
0.3358395989974937,82.11391479181371,-0.26800544780264324,1.1540870479821101,83.27785326007401,-0.24164901011568207,1.0
