m_best,A_best,C_best,chi2_min,dof,chi2_red,z_min_used,z_max_used,N_SN_used
-0.9682804674457428,-1.0543215719117625,-19.806266853893206,1036.6544925348621,1040,0.9967831658989059,0.01,1.5,1042
