z,mu_SN,mu_err,mu_model,residual
0.86397,24.39625,0.15285,24.370770118161957,0.025479881838041507
0.51434,22.98745,0.11725,22.992747508000853,-0.0052975080008543785
0.47039,23.1005,0.141,22.759473090803304,0.341026909196696
0.9279,24.7789,0.1829,24.562573169112333,0.2163268308876667
0.63071,23.4092,0.1432,23.530464022204782,-0.12126402220478383
0.6157,23.56625,0.1433,23.466630254015577,0.09961974598442325
0.56475,23.2891,0.13595,23.238422563851536,0.050677436148465205
0.55775,23.2494,0.1349,23.205566444047342,0.04383355595265925
0.73561,24.06925,0.19205,23.939995081218512,0.12925491878148776
0.26199,21.15835,0.1082,21.27009520074497,-0.11174520074496996
0.76159,23.97575,0.15445,24.03275806592925,-0.05700806592924934
0.85852,24.54425,0.17845,24.353782499054716,0.1904675009452852
0.55875,23.6061,0.15165,23.210284362585064,0.3958156374149375
0.48072,22.74835,0.1138,22.81607010207175,-0.06772010207174972
0.92224,24.57175,0.18725,24.546122922254206,0.025627077745795646
0.47572,22.6952,0.109,22.78881867776314,-0.09361867776313915
0.8932,24.5781,0.1577,24.46013201085811,0.11796798914188855
0.6319,23.1617,0.17705,23.535463720884827,-0.3737637208848277
0.73602,24.02845,0.2108,23.941483107345036,0.0869668926549636
0.41865,22.38625,0.1152,22.45739426064778,-0.07114426064778101
0.53578,22.98355,0.1266,23.09987529852829,-0.1163252985282881
0.73501,24.09175,0.17825,23.93781600852843,0.15393399147157183
0.60987,23.5447,0.14865,23.44143939424861,0.1032606057513874
0.70198,23.8387,0.16475,23.815131608751628,0.023568391248371512
0.9833,24.78095,0.143,24.718567012904636,0.06238298709536494
0.75905,24.0557,0.15165,24.023824291642676,0.031875708357326005
0.64364,23.6045,0.2013,23.584308975578054,0.020191024421947645
0.51559,23.02365,0.1762,22.99910770462001,0.024542295379990975
0.80569,24.0139,0.1301,24.18344797606118,-0.16954797606118177
0.8007,23.82255,0.1606,24.16680297531569,-0.34425297531569043
0.71565,23.84395,0.19425,23.866563787952494,-0.022613787952494135
0.76668,24.2307,0.1806,24.050574720631722,0.18012527936827638
0.90173,24.5128,0.1511,24.485671297055916,0.02712870294408276
0.71868,23.68915,0.15095,23.87783638365387,-0.18868638365387014
0.5796,23.1779,0.1197,23.306875792871416,-0.12897579287141525
0.96074,24.80925,0.14255,24.656114960343125,0.15313503965687403
0.64864,23.53665,0.159,23.604856234243236,-0.06820623424323458
0.93675,24.4717,0.1405,24.588098056232788,-0.11639805623278932
0.46156,22.76265,0.11115,22.710170504511872,0.05247949548812869
0.67065,23.78495,0.1775,23.693550074142713,0.09139992585728507
0.24649,21.16055,0.10805,21.118956477799877,0.0415935222001238
