z,mu_SN,mu_err,mu_model,residual
0.50309,22.93445,0.12605,22.938140331285226,-0.003690331285227444
0.4948,22.8802,0.11765,22.89467086676057,-0.014470866760571965
0.67767,24.0377,0.2056,23.724772311571584,0.3129276884284167
0.8665,24.34685,0.17385,24.38173538847677,-0.03488538847676992
0.79857,24.3605,0.17435,24.162977685143893,0.19752231485610494
0.37144,22.28785,0.1245,22.15244481346774,0.1354051865322603
0.35582,22.05915,0.12645,22.042629637897633,0.016520362102365738
0.2836,21.40915,0.1028,21.46902923936954,-0.05987923936953976
0.4664,23.21635,0.1587,22.74041926754412,0.475930732455879
0.94688,24.41155,0.1642,24.619858972747096,-0.2083089727470977
0.69315,23.79645,0.24445,23.784900565211004,0.011549434788996393
0.89693,24.40275,0.16645,24.474342607484225,-0.07159260748422369
0.78904,24.2188,0.11585,24.13084766384779,0.0879523361522132
0.59027,23.3354,0.1666,23.3585475845359,-0.023147584535898602
0.21075,20.64495,0.10525,20.734260022599834,-0.08931002259983245
0.85852,24.1237,0.1478,24.35692245127592,-0.23322245127592112
0.55875,23.1648,0.1335,23.213730760827417,-0.04893076082741743
0.9964,24.69965,0.1408,24.756825672959067,-0.05717567295906889
0.58294,23.34385,0.1258,23.32553325597992,0.018316744020079767
0.79656,23.85445,0.1588,24.15623211160048,-0.3017821116004811
0.91348,24.37895,0.13735,24.523422029973972,-0.14447202997397213
0.94846,24.66675,0.15105,24.624337418727492,0.04241258127250802
0.73362,23.8481,0.15575,23.93620843561048,-0.08810843561048287
0.7656,24.10805,0.1549,24.05019110142218,0.05785889857781967
0.98341,24.828,0.153,24.72156033713337,0.10643966286663087
0.70064,23.7492,0.1738,23.813533160210966,-0.06433316021096758
0.83814,24.1545,0.1807,24.292514971728963,-0.13801497172896404
0.3706,22.1401,0.1211,22.146648641123264,-0.006548641123263366
0.35858,21.95965,0.1186,22.062352510831623,-0.10270251083162307
0.52278,23.15915,0.14165,23.0387607267701,0.12038927322990034
0.70198,23.7115,0.26255,23.8186247239438,-0.10712472394379802
0.74613,23.8056,0.16465,23.981357215075718,-0.17575721507571984
0.59185,23.2429,0.12625,23.36561315815309,-0.12271315815308981
0.62063,23.5114,0.1131,23.4912816477734,0.020118352226599967
1.00279,25.0798,0.19135,24.774006284291097,0.30579371570890146
0.61064,23.47615,0.1329,23.448297753121885,0.027852246878115494
0.35833,21.9694,0.11425,22.06057183086793,-0.09117183086792835
0.45155,22.4159,0.12515,22.656246773080284,-0.24034677308028307
0.5526,22.98515,0.13425,23.18457955937133,-0.19942955937132822
0.75068,23.763,0.19155,23.99759728943455,-0.23459728943455005
0.82269,24.3356,0.14625,24.24266091541425,0.09293908458575117
0.95076,24.68515,0.14485,24.630843546004144,0.05430645399585643
0.34052,21.9463,0.10555,21.930675684160285,0.015624315839716019
0.81072,24.0795,0.17055,24.20340491956621,-0.12390491956621119
