z,mu_SN,mu_err,mu_model_best,residual
0.95076,24.68515,0.14485,24.619536579429152,0.06561342057084829
0.34052,21.9463,0.10555,21.92674929505101,0.01955070494899047
0.81072,24.0795,0.17055,24.192579866990968,-0.11307986699096872
0.61124,23.7392,0.1593,23.441700728779765,0.2974992712202358
0.54831,22.8926,0.1438,23.155706847631905,-0.26310684763190295
1.02879,24.7289,0.16015,24.831390439384727,-0.10249043938472724
0.42244,22.35675,0.1192,22.47748896971629,-0.12073896971628884
0.70115,23.90875,0.1805,23.805371200383533,0.10337879961646834
0.68517,23.844,0.2326,23.744103659121464,0.09989634087853716
0.93189,24.54795,0.15235,24.565734346097194,-0.01778434609719426
0.74909,23.81055,0.18275,23.981470432141123,-0.1709204321411235
0.4684,22.73255,0.11785,22.744576318527606,-0.012026318527606605
0.95886,24.80665,0.17245,24.642310279721855,0.16433972027814647
0.84053,24.22255,0.1456,24.289182899219995,-0.06663289921999649
0.56276,23.2428,0.11755,23.224009278974016,0.018790721025983004
0.82854,24.39785,0.1526,24.25073350489499,0.1471164951050099
0.57875,23.22495,0.12065,23.297697831301008,-0.07274783130100815
0.8645,24.3693,0.14625,24.364477407408643,0.004822592591356312
0.85851,24.4442,0.16535,24.345853767774038,0.0983462322259605
0.58575,23.5694,0.1417,23.329355995243375,0.24004400475662635
0.48881,22.8653,0.1136,22.85546322896554,0.009836771034461123
0.68866,23.6132,0.1518,23.757599879142823,-0.14439987914282426
0.32454,21.79365,0.10225,21.805240968921268,-0.01159096892126854
0.18538,20.4558,0.10405,20.42386092043631,0.031939079563688466
0.68196,23.59755,0.1484,23.731632240056662,-0.1340822400566637
0.92223,24.355,0.1708,24.53777662187745,-0.1827766218774478
0.42866,22.751,0.1294,22.515165889428175,0.23583411057182602
0.69998,23.95255,0.2153,23.80093085809088,0.1516191419091193
0.57584,23.38495,0.13845,23.284430952779218,0.1005190472207822
0.51176,23.11305,0.1165,22.97511606266731,0.13793393733269
0.64191,23.62155,0.1659,23.571151701416966,0.05039829858303335
0.35157,22.2272,0.1136,22.00774255787813,0.21945744212186824
0.34957,22.14445,0.11065,21.993258253121965,0.15119174687803394
0.35527,22.23665,0.113,22.034339887426412,0.20231011257358844
0.87217,24.3402,0.1332,24.388141731339942,-0.04794173133994306
0.92624,24.7687,0.10935,24.549416953681806,0.21928304631819273
0.41957,22.59095,0.12095,22.45993107878636,0.1310189212136379
0.89073,24.1804,0.14085,24.44457583905401,-0.2641758390540119
