z,rho_SN,rho_SN_norm,rho_SN_fit,log10_1pz,log10_rho_SN
0.0,1.0,1.0,1.029807308905814,0.0,0.0
0.005012531328320802,0.9994981192541853,0.9994981192541853,1.0285683814679307,0.0021714769334340287,-0.00021801875276537176
0.010025062656641603,0.9989949853696741,0.9989949853696741,1.027337097284774,0.004332150454361219,-0.00043669178577474097
0.015037593984962405,0.9984906014598786,0.9984906014598786,1.0261133716208548,0.006482127527920371,-0.0006560186784291465
0.020050125313283207,0.9979849706151198,0.9979849706151198,1.024897121092637,0.008621513538471808,-0.0008759990213146582
0.02506265664160401,0.9974780959029117,0.9974780959029117,1.0236882636404472,0.010750412320593527,-0.0010966324160954903
0.03007518796992481,0.9969699803682401,0.9969699803682401,1.0224867185011062,0.012868926189320975,-0.0013179184754087
0.03508771929824561,0.9964606270338376,0.9964606270338376,1.0212924061812536,0.014977155969652838,-0.0015398568227610067
0.040100250626566414,0.995950038900453,0.995950038900453,1.0201052484313486,0.017075201025344478,-0.001762447092427587
0.045112781954887216,0.9954382189471161,0.9954382189471161,1.0189251682203246,0.019163159287009242,-0.0019856889293528046
0.05012531328320802,0.9949251701313994,0.9949251701313994,1.0177520897108803,0.02124112727954708,-0.0022095819890526327
0.05513784461152882,0.9944108953896735,0.9944108953896735,1.0165859382353857,0.02330920014892012,-0.0024341259375188717
0.06015037593984962,0.9938953976373599,0.9938953976373599,1.0154266402723873,0.02536747168829411,-0.0026593204511254514
0.06516290726817042,0.9933786797691785,0.9933786797691785,1.014274123423693,0.02741603436356326,-0.002885165216536004
0.07017543859649122,0.9928607446593914,0.9928607446593914,1.0131283163920208,0.029454979338275632,-0.0031116599306135724
0.07518796992481203,0.9923415951620433,0.9923415951620433,1.0119891489591952,0.03148439649797606,-0.0033388043003315993
0.08020050125313283,0.9918212341111968,0.9918212341111968,1.010856551964873,0.03350437447398337,-0.003566598042686813
0.08521303258145363,0.9912996643211648,0.9912996643211648,1.0097304572857868,0.03551500066661717,-0.0037950408846135894
0.09022556390977443,0.9907768885867385,0.9907768885867385,1.00861079781549,0.0375163612678891,-0.004024132562899981
0.09523809523809523,0.9902529096834125,0.9902529096834125,1.0074975074445847,0.039508541283673655,-0.0042538728241051215
0.10025062656641603,0.9897277303676058,0.9897277303676058,1.006390521041428,0.04149162455537314,-0.00448426142447812
0.10526315789473684,0.9892013533768788,0.9892013533768788,1.0052897744332923,0.04346569378109026,-0.004715298129878714
0.11027568922305764,0.9886737814301476,0.9886737814301476,1.0041952043879767,0.045430830536321326,-0.004946982715699174
0.11528822055137844,0.9881450172278954,0.9881450172278954,1.0031067485958487,0.0473871152941834,-0.0051793149667873
0.12030075187969924,0.9876150634523787,0.9876150634523787,1.0020243456523106,0.049334627445188246,-0.005412294677371448
0.12531328320802004,0.987083922767832,0.987083922767832,1.0009479350406725,0.0512734453165749,-0.005645921650986551
0.13032581453634084,0.9865515978206686,0.9865515978206686,0.9998774571154279,0.0532036461912123,-0.005880195700401352
0.13533834586466165,0.9860180912396788,0.9860180912396788,0.9988128530859144,0.05512530632608369,-0.006115116647547128
0.14035087719298245,0.9854834056362238,0.9854834056362238,0.997754065000352,0.05703850097036417,-0.006350684323447815
0.14536340852130325,0.9849475436044284,0.9849475436044284,0.9967010357302479,0.05894330438310195,-0.006586898568151096
0.15037593984962405,0.9844105077213688,0.9844105077213688,0.9956537089551589,0.060839789850513006,-0.006823759230660949
0.15538847117794485,0.9838723005472595,0.9838723005472595,0.9946120291477999,0.06272802970289995,-0.0070612661688713016
0.16040100250626566,0.9833329246256356,0.9833329246256356,0.9935759415594901,0.0646080953312049,-0.007299419249500859
0.16541353383458646,0.9827923824835335,0.9827923824835335,0.9925453922059291,0.06648005720320564,-0.00753821834802924
0.17042606516290726,0.9822506766316685,0.9822506766316685,0.9915203278532899,0.06834398487936393,-0.007777663348634044
0.17543859649122806,0.9817078095646098,0.9817078095646098,0.9905006960046275,0.07019994702833507,-0.008017754144129183
0.18045112781954886,0.9811637837609524,0.9811637837609524,0.989486444886586,0.07204801144214794,-0.008258490635904342
0.18546365914786966,0.980618601683487,0.980618601683487,0.9884775234364034,0.0738882450510633,-0.008499872733865512
0.19047619047619047,0.9800722657793681,0.9800722657793681,0.9874738812892033,0.07572071393811834,-0.008741900356376224
0.19548872180451127,0.9795247784802773,0.9795247784802773,0.9864754687655659,0.07754548335336572,-0.00898457343020063
0.20050125313283207,0.9789761422025869,0.9789761422025869,0.9854822368593709,0.07936261772781499,-0.00922789189044665
0.20551378446115287,0.9784263593475191,0.9784263593475191,0.984494137225907,0.0811721806870835,-0.009471855680510953
0.21052631578947367,0.9778754323013041,0.9778754323013041,0.9835111221702387,0.08297423506476391,-0.009716464752024347
0.21553884711779447,0.9773233634353353,0.9773233634353353,0.9825331446358255,0.08476884291551547,-0.009961719064798504
0.22055137844611528,0.9767701551063224,0.9767701551063224,0.9815601581933867,0.0865560655278861,-0.0102076185867734
0.22556390977443608,0.9762158096564422,0.9762158096564422,0.980592117030004,0.08833596343687197,-0.01045416329396586
0.23057644110275688,0.9756603294134876,0.9756603294134876,0.9796289759384587,0.09010859643622024,-0.010701353170418943
0.23558897243107768,0.9751037166910141,0.9751037166910141,0.9786706903067944,0.09187402359048182,-0.010949188208152199
0.24060150375939848,0.9745459737884846,0.9745459737884846,0.977717216108103,0.09363230324682048,-0.011197668407112895
0.24561403508771928,0.9739871029914112,0.9739871029914112,0.9767685098905242,0.09538349304658385,-0.01144679377512817
0.2506265664160401,0.9734271065714964,0.9734271065714964,0.975824528767457,0.09712764993664168,-0.011696564327857841
0.2556390977443609,0.9728659867867713,0.9728659867867713,0.9748852304079748,0.09886483018049752,-0.011946980088748308
0.2606516290726817,0.9723037458817322,0.9723037458817322,0.9739505730274437,0.10059508936917916,-0.012198041088986977
0.2656641604010025,0.9717403860874755,0.9717403860874755,0.9730205153783308,0.1023184824319131,-0.012449747367457837
0.2706766917293233,0.97117590962183,0.97117590962183,0.9720950167412078,0.10403506364658774,-0.012702098970697755
0.2756892230576441,0.9706103186894884,0.9706103186894884,0.9711740369159368,0.10574488665001056,-0.01295509595285329
0.2807017543859649,0.9700436154821365,0.9700436154821365,0.9702575362130388,0.1074480044479645,-0.013208738375638613
0.2857142857142857,0.9694758021785796,0.9694758021785796,0.969345475445238,0.109144469425068,-0.013463026308294197
0.2907268170426065,0.9689068809448699,0.9689068809448699,0.968437815919179,0.11083433335444277,-0.013717959827545837
0.2957393483709273,0.9683368539344285,0.9683368539344285,0.967534519427312,0.1125176474071943,-0.013973539017565085
0.3007518796992481,0.9677657232881693,0.9677657232881693,0.9666355482399419,0.11419446216170961,-0.014229763969929643
0.3057644110275689,0.9671934911346188,0.9671934911346188,0.9657408650974378,0.11586482761277621,-0.014486634783585218
