z,mu_SN,mu_err,mu_TFGR,delta_mu_data,delta_mu_model
0.58575,23.5694,0.1417,43.43858858154129,-0.06292172764808157,-0.3024531904342272
0.48881,22.8653,0.1136,42.908755590065375,-0.2371887361721683,-0.24509041063228887
0.68866,23.6132,0.1518,43.92659613840904,-0.507129284515834,-0.3627903247769291
0.32454,21.79365,0.10225,41.765530100720895,-0.1656132468276894,-0.14848487211823963
0.18538,20.4558,0.10405,40.30805223228934,-0.0459853783961357,-0.07137605526521792
0.68196,23.59755,0.1484,43.89673008729023,-0.49291323339702586,-0.35888767967451146
0.92223,24.355,0.1708,44.84209848521649,-0.680831631323283,-0.49593959504126567
0.42866,22.751,0.1294,42.53406294404577,0.023203909847435256,-0.20947293525259147
0.69998,23.95255,0.2153,43.97652558264721,-0.21770872875400826,-0.36937482937065785
0.57584,23.38495,0.13845,43.38791519682166,-0.19669834292845323,-0.29660516432860534
0.51176,23.11305,0.1165,43.041616523324016,-0.12229966943080939,-0.2586919181762972
0.64191,23.62155,0.1659,43.712990105312386,-0.28517325141918093,-0.33547930705709084
0.35157,22.2272,0.1136,41.983024503587586,0.0504423503056195,-0.16417325163080862
0.34957,22.14445,0.11065,41.96741759460366,-0.01670074071045491,-0.1630078976914047
0.35527,22.23665,0.113,42.01175810733083,0.03115874656237949,-0.16633087376016353
0.87217,24.3402,0.1332,44.66360742584899,-0.5171405719557818,-0.46791631918264154
0.92624,24.7687,0.10935,44.85605609142948,-0.2810892375362748,-0.4981714955791187
0.41957,22.59095,0.12095,42.47361649422444,-0.07639964033123192,-0.20410294180840574
0.89073,24.1804,0.14085,44.73076035163351,-0.7440934977403089,-0.4783406130432375
0.48057,22.7752,0.1151,42.85976896076475,-0.2783021068715392,-0.24020666736409568
0.5806,23.36785,0.1608,43.41238552298873,-0.2382686690955218,-0.2994147577387843
0.80569,24.09575,0.1555,44.41294021572782,-0.5109233618346174,-0.4302515679491595
0.66464,23.6337,0.1611,43.81840642373332,-0.37843956984011484,-0.3487808693767736
0.74566,24.00735,0.1527,44.17138904940175,-0.35777219550854866,-0.3958216537765017
0.73669,23.77845,0.1399,44.13390489104853,-0.549188037155325,-0.3906446045145657
0.37053,22.04575,0.11295,42.12739211312174,-0.2753752592285359,-0.1752514627133837
0.85073,24.31865,0.1304,44.584557597567766,-0.45964074367455865,-0.4558244814788655
0.21946,20.8469,0.1023,40.73637807613832,-0.08321122224511512,-0.0894482380092167
0.64764,23.6259,0.1613,43.739863166264826,-0.3076963123716183,-0.33883638014266804
0.6006,23.4022,0.15455,43.51319385270984,-0.30472699881663345,-0.3112060469449673
0.7607,23.92525,0.14995,44.23338024410981,-0.5018633902166059,-0.4044835626782796
0.47057,22.804,0.1221,42.79937031974043,-0.1891034658472286,-0.23428059223768202
