z,mu_SN,mu_err,mu_TFGR,delta_mu_data,delta_mu_model
0.22043,20.81795,0.15445,40.74757467848047,-0.12335782458726285,-0.08997263023040679
0.31468,21.8201,0.1572,41.682216479246534,-0.05584962535332849,-0.14279916409872812
0.1846,20.55175,0.1118,40.297449645742844,0.060567208150359875,-0.07097126889342761
0.2611,21.2036,0.13865,41.186458969308575,-0.17659211541536735,-0.11236462387312993
0.18122,20.21145,0.10535,40.251505104041335,-0.23378825014813032,-0.06922226232243557
0.38003,22.03255,0.1506,42.197316282304286,-0.3584994284110792,-0.18082088320971232
0.1846,20.38765,0.1082,40.297449645742844,-0.10353279184963782,-0.07097126889342761
0.20824,20.65465,0.12075,40.60213770102675,-0.14122084713354255,-0.0834203441402313
0.17746,20.33625,0.12905,40.198630521048074,-0.0561136671548681,-0.0672865133938399
0.31555,21.7168,0.15355,41.689695116623554,-0.1666282627303488,-0.14329995039535812
0.24954,21.1676,0.1247,41.06825155855635,-0.09438470466314186,-0.10592587381770076
0.20324,20.6509,0.11955,40.54064724976435,-0.08348039587114187,-0.08075758942847315
0.12347,19.4198,0.10285,39.30855396774551,-0.08248711385230578,-0.04086557097300175
0.20314,20.64385,0.12035,40.53937902429791,-0.08926217040470164,-0.08070448865286632
0.15352,20.1226,0.10495,39.83923247931529,0.08963437457791201,-0.05522844485291999
0.33398,21.9349,0.1592,41.84312005937871,-0.10195320548550768,-0.15394803238700946
0.19582,20.5286,0.1151,40.446474897656564,-0.11160804376335776,-0.07683451821568547
0.24943,21.0769,0.14445,41.06711484057087,-0.1839479866776692,-0.10586486552561084
0.1549,20.0251,0.1063,39.86122473221979,-0.029857878326584597,-0.05591002884374221
0.15625,19.98785,0.12595,39.882738892669835,-0.08862203877662722,-0.05657849066265589
0.15819,19.81685,0.12375,39.91365553805731,-0.2905386841641082,-0.05754199123005377
0.309,21.8114,0.19685,41.63338224797549,-0.015715394082285172,-0.13953412585706532
0.24828,21.1261,0.1388,41.05510337559719,-0.12273652170398464,-0.10522735577189431
0.18484,20.31575,0.1235,40.30071198006484,-0.17869512617163252,-0.07109577230463328
0.18353,20.5074,0.1247,40.28290507189059,0.030761782002617366,-0.0704166938888209
0.18212,20.37965,0.13765,40.263738857748834,-0.07782200385562632,-0.06968716238447847
0.17675,20.28545,0.129,40.188615705438444,-0.09689885154523736,-0.0669221814604392
0.17748,20.0718,0.12115,40.19891262853003,-0.32084577463682606,-0.06729678182058217
0.0718,18.0121,0.1254,38.02707476082231,-0.2087079069291029,-0.018967111632858913
0.13796,19.66285,0.10475,39.57761199031809,-0.10849513642488517,-0.04767121231546852
0.16941,20.46515,0.1317,40.08287837208485,0.18853848180835797,-0.06317870621269873
0.24527,20.7198,0.14705,41.02317041731572,-0.49710356342251316,-0.10356140362366634
0.14406,19.81665,0.10485,39.68356433143376,-0.06064747754055233,-0.05060499371532618
0.25163,21.2338,0.1462,41.08984920028035,-0.049782346387143406,-0.10708598772317209
0.03743,16.7708,0.1166,36.54311518500903,0.03395166888417833,-0.0073680105036383605
0.27716,21.8807,0.2055,41.34362465721831,0.3433421966749002,-0.12139300571804247
0.28712,21.2668,0.1491,41.437243910589565,-0.36417705669635936,-0.1270358466796159
0.19845,20.61015,0.13895,40.47989924992188,-0.06348239602867167,-0.07822104519086182
0.16031,20.07605,0.129,39.94609600698254,-0.06377915308933879,-0.05859873444609078
0.21053,21.0136,0.15075,40.63024861594401,0.18961823794919397,-0.08464483587129566
0.23753,21.0147,0.1316,40.93998335648488,-0.1190165025916734,-0.09929580120895311
0.15499,20.14265,0.11795,39.86265900958312,0.08625784431008654,-0.05595454103516107
0.0939,18.94955,0.14945,38.65536915269558,0.10044770119762703,-0.027811871267473823
0.15253,20.08555,0.11355,39.82345542831859,0.06836142557461855,-0.054740573025501095
0.25693,21.2741,0.1446,41.14444990979618,-0.06408305590297303,-0.11003588158332077
0.21231,20.80065,0.1303,40.651623674015326,-0.04470682012211924,-0.08559871940757677
0.24583,20.88445,0.13085,41.02911143280995,-0.3383945789167413,-0.10387105378402028
0.13679,19.76485,0.11075,39.55715860614169,0.013958247751514108,-0.04711297439843283
0.32529,21.9051,0.1809,41.77172371467938,-0.060356860786175304,-0.14891823678157975
0.10643,19.09035,0.10245,38.953276250480776,-0.05665939658756969,-0.03319238733591695
0.4008,22.30585,0.1602,42.34535605038779,-0.23323919649458702,-0.19303297819526657
0.1891,20.4864,0.13035,40.358307352909776,-0.06564049901657043,-0.07331247788580837
0.19731,20.4352,0.1122,40.465441479604465,-0.2239746257112607,-0.07761949353949442
0.12783,19.5616,0.132,39.3931211640362,-0.025254310142997838,-0.0428879983239254
0.12291,19.44025,0.1033,39.2976921260201,-0.05117527212689765,-0.04060746599657647
0.12687,19.59325,0.10365,39.374500863935495,0.025015989957712037,-0.04244075473109841
0.21311,20.67635,0.1429,40.66114100392695,-0.1785241500337449,-0.0860280201037846
0.21075,20.727,0.12695,40.63294922785746,-0.09968237396425295,-0.0847626330159039
0.26826,21.4883,0.15275,41.25749933365748,0.0370675202357269,-0.11637840383068357
0.20431,20.66435,0.12435,40.5538949518456,-0.0832780979523946,-0.08132615062805931
0.26991,21.2859,0.12695,41.27371652724189,-0.18154967334868033,-0.11730600414121296
0.24162,20.98075,0.15175,40.98444772704085,-0.1974308731476455,-0.1015465073218594
0.2908,21.236,0.14645,41.47097524956241,-0.4287083956692008,-0.12912850807768106
0.35306,21.81675,0.1515,41.994651650780604,-0.371634796887399,-0.16504186707463603
0.28509,21.60225,0.15435,41.418355544959034,-0.009838691065827021,-0.12588322061495533
0.21929,20.6719,0.1534,40.73441578500619,-0.2562489311129852,-0.08935638610545363
0.17537,20.24765,0.1249,40.16915028918311,-0.11523343528990182,-0.06621514727874853
0.23517,20.9929,0.1458,40.91425688229456,-0.11509002840135452,-0.09800060695974407
0.15298,19.99965,0.1096,39.830626815135275,-0.024709961242070477,-0.05496221937143422
0.20982,20.90475,0.1584,40.621533004768786,0.08948384912442009,-0.08426486330912496
0.29121,21.51945,0.1501,41.47473336069797,-0.14901650680476308,-0.129361906455578
0.31353,21.8225,0.14945,41.672330924093,-0.043564070199796134,-0.1421374799561584
0.13672,19.7402,0.1138,39.5559348993961,-0.009468045502892153,-0.047079622171918786
0.29532,21.7708,0.1925,41.51213712777745,0.06492972611575709,-0.13170427109015728
0.30369,21.49625,0.135,41.586775776883634,-0.28425892299042843,-0.1364890376284524
0.20532,20.73155,0.1351,40.56629321563007,-0.028476361736863964,-0.08186346859846676
0.12175,19.34125,0.09805,39.275192596731756,-0.12767574283855154,-0.04007404203353178
0.17424,20.2369,0.11045,40.15321121645229,-0.110044362559087,-0.06563729441976562
0.24862,21.2028,0.13995,41.05871042071868,-0.04964356682547688,-0.1054157789495215
0.2453,21.1159,0.14105,41.02348868600291,-0.1013218321097078,-0.10357798858471032
0.13816,19.8495,0.1169,39.58110829530551,0.07465855858769288,-0.04776678414665293
0.24288,21.02795,0.1175,40.99781501190286,-0.16359815800965194,-0.1022413968519443
0.24237,21.18455,0.15195,40.99240444422062,-0.0015875903274107372,-0.10196004705977171
0.31437,21.3618,0.137,41.67955167742254,-0.511484823529333,-0.1426207661565137
0.2754,21.4485,0.153,41.32673551376606,-0.07196865987285506,-0.12039921034001448
0.30004,21.4204,0.15885,41.55446081846105,-0.3277939645678458,-0.13440015401210006
0.21735,20.89395,0.15665,40.71158285245856,-0.01136599856535625,-0.08830929906193044
0.20311,20.5734,0.12555,40.53899855665797,-0.15933170276476716,-0.08068855961695744
0.19005,20.4061,0.1552,40.37077151474154,-0.15840466084833693,-0.07380853543393587
0.29003,21.3714,0.15315,41.46391733352733,-0.28625047963411987,-0.12869030808586038
0.22796,20.83435,0.15045,40.83388683258393,-0.19326997869072216,-0.09406016289514303
0.31032,21.45975,0.15795,41.64473733101227,-0.3787204771190673,-0.14029220067169756
0.13712,20.12265,0.11415,39.56292750937094,0.3659893445222693,-0.047270277402233926
0.08798,18.6796,0.1066,38.50211522760119,-0.016248373707981045,-0.02535652383632187
0.08534,18.62285,0.1057,38.43066448095669,-0.0015476270634877665,-0.0242808771680547
0.19024,20.6486,0.11825,40.37326434710789,0.08160250678531256,-0.0739078211728494
0.09278,18.8576,0.109,38.62732058602546,0.036546267867745286,-0.02734287312096118
0.12891,19.58985,0.12795,39.41329092505141,-0.017174071158208903,-0.04339243424415514
0.26136,21.1668,0.15835,41.18907823920623,-0.21601138531302766,-0.1125100422412055
0.26132,21.4559,0.17885,41.18867527460659,0.07349157928661754,-0.11248766851685095
0.1957,20.61715,0.12925,40.44490047721465,-0.02148362332144771,-0.07677136147981402
0.14723,19.83975,0.1218,39.73640785880337,-0.09039100491016328,-0.052144577288132495
0.21154,21.14485,0.1818,40.642463243975385,0.30865360991782254,-0.08518586150885638
0.17972,20.30175,0.11325,40.23050866650971,-0.12249181261650222,-0.06844875601657249
0.1907,20.6928,0.11925,40.37929962546853,0.11976722842467069,-0.07414829918814689
0.3385,21.7897,0.1618,41.879732423479645,-0.28376556958643917,-0.15657016244662914
0.11762,19.41925,0.10595,39.19168421050787,0.03383264338533465,-0.03818849633667195
0.28854,21.5295,0.1639,41.450259807693214,-0.1144929538000099,-0.12784286150611887
0.26377,21.2679,0.15695,41.2133568563345,-0.13919000244129265,-0.11385916973371807
0.24931,21.38165,0.1409,41.065874784586725,0.12204206930648098,-0.1057983168029851
0.22939,20.8794,0.1271,40.84991960999927,-0.1642527561060625,-0.09483967411013841
0.08575,18.608,0.10035,38.441760998427995,-0.02749414453478849,-0.02444712433381923
0.27631,21.62545,0.19055,41.335467968619206,0.09624888527400088,-0.12091291879766708
0.36165,22.1744,0.1645,42.06065498573449,-0.07998813184128295,-0.17005632946095203
0.30006,21.62535,0.16525,41.554640156133445,-0.12302330224023805,-0.1344115902430417
0.11659,19.38465,0.1036,39.170531404833206,0.020385449060000838,-0.03772163241739886
0.15474,19.83105,0.1045,39.85867490579608,-0.22135805190287172,-0.055830914455882306
0.2501,21.2982,0.13225,41.074038486482394,0.03042836741081345,-0.10623653985887754
0.25149,21.209,0.1266,41.08840246829884,-0.07313561440563277,-0.10700822028697328
0.12941,19.5471,0.1075,39.42248329143285,-0.06911643753964114,-0.04362642727483562
0.30894,21.72385,0.1693,41.632855621183495,-0.10273876729029041,-0.13949967818587558
0.29859,21.66705,0.1633,41.541458837212915,-0.068141983319709,-0.133571316657841
0.27057,21.3419,0.169,41.28020340467565,-0.13203655078244836,-0.1176773134633095
0.29318,21.57975,0.1437,41.492790626398104,-0.10677377250489783,-0.13048403995578195
0.18988,20.46505,0.1185,40.36854108578217,-0.09722423188896201,-0.07371972175361031
0.12368,19.4023,0.1022,39.312627158392544,-0.10406030449933823,-0.040962458791285995
0.31262,21.63085,0.14295,41.66450844131934,-0.22739158742613697,-0.14161411017040626
0.3088,21.83605,0.15525,41.631626825335495,0.010690028557711173,-0.1394193037773151
0.20244,20.60265,0.13765,40.53050144603283,-0.12158459213962303,-0.08033295538481894
0.21139,20.6247,0.1276,40.640678744616956,-0.2097118907237494,-0.08510547410238405
0.1787,20.4025,0.1152,40.216121184929676,-0.0073543310364705405,-0.06792372835941143
0.30317,21.872,0.13765,41.58221167801965,0.09605517587355905,-0.13619122767427344
0.21432,20.8217,0.1308,40.675535965418284,-0.047569111525078256,-0.08667802426064049
0.32007,21.6956,0.1358,41.727947074753324,-0.22608022086011914,-0.14590455996102467
0.21791,20.9318,0.14225,40.7182449833967,0.019821870496503635,-0.08861134143693118
0.07523,18.2988,0.10185,38.138134200029555,-0.033067346136348874,-0.020279512973457234
0.2574,21.37115,0.15,41.14918474384194,0.02823211005126325,-0.11029801631998434
0.18446,20.3647,0.13065,40.29554661738834,-0.12457976349513444,-0.07089866093393397
0.11639,19.29475,0.10185,39.166424063925504,-0.06540721003229777,-0.03763113837300738
0.06481,17.87655,0.1109,37.78986255233915,-0.10704569844594403,-0.016369260589959217
0.10298,19.16045,0.103,38.87416369778835,0.09255315610485937,-0.0316872836664209
0.04437,16.92415,0.11995,36.92514211025195,-0.1947252563587405,-0.009448239638865081
0.16576,19.9345,0.12155,40.02931873884996,-0.2885518849567532,-0.061333304072997
0.16799,20.0523,0.1219,40.06205782568502,-0.20349097179181186,-0.06245946366256812
0.17043,20.12375,0.14255,40.09783397583684,-0.16781712194363507,-0.06369635769938689
0.12029,19.52005,0.11295,39.2465172116257,0.07979964226750624,-0.039405029734246
0.13855,19.76995,0.1308,39.587926090030976,-0.011709236137768642,-0.04795327164244299
0.23353,20.92065,0.1527,40.89633618237655,-0.16941932848334673,-0.0971020998408806
0.24615,21.0223,0.14645,41.03250629880665,-0.20393944491344485,-0.10404805752102435
0.22259,21.0804,0.1546,40.772507318747515,0.1141595351456921,-0.09114214280701485
0.17893,20.2809,0.1225,40.21936542097223,-0.13219856707902622,-0.06804204889315998
0.19694,20.5818,0.1167,40.460749045378634,-0.07268219148542698,-0.07742443263897991
0.22889,20.99445,0.14355,40.84431374377013,-0.04359688987692323,-0.09456700216582739
0.26419,21.45355,0.1665,41.217496922815926,0.04231993107728016,-0.11409450915149393
0.1034,19.10195,0.1007,38.88395813790441,0.02425871598879681,-0.03186958374694138
0.21313,20.73185,0.12325,40.66137893717474,-0.12326208328153143,-0.08603875726787219
0.1568,19.944,0.1104,39.89150392100134,-0.14123706710813266,-0.056851303025564015
0.24317,21.24885,0.15475,41.000891609212374,0.054225244680832674,-0.1024014313908976
0.23823,21.2481,0.14335,40.94761409035489,0.1067527635383172,-0.09968046636090294
0.20827,20.70195,0.1319,40.60250596628767,-0.09428911239446691,-0.0834363656898892
0.25085,21.4064,0.1659,41.08178883638335,0.13087801750985406,-0.10665281486522898
0.2251,20.861,0.12955,40.80147997016895,-0.13421311627574184,-0.0925042220526112
0.28707,21.45405,0.14295,41.43678560435352,-0.1764687504603124,-0.1270074417677614
0.32944,21.65335,0.14295,41.80599504524966,-0.34637819135645387,-0.15131833690288057
0.24575,21.128,0.1225,41.02826271631077,-0.09399586241756452,-0.10382680974830938
0.11981,19.65185,0.142,39.236659593447214,0.221457260445991,-0.03918566206259317
0.32891,22.21015,0.20955,41.801618224719,0.21479862917420434,-0.15101161818559666
0.21037,20.57655,0.1203,40.628284534552414,-0.24546768065920688,-0.08455918277668253
0.20284,20.7349,0.1164,40.53557434789859,0.005592505994616914,-0.08054522317717383
0.28403,21.2982,0.13635,41.40841742243404,-0.30395056854083435,-0.1252818610483889
0.18046,20.13755,0.10565,40.240946643342276,-0.29712978944906965,-0.06883014417524609
0.26043,21.31275,0.1521,41.17970931226462,-0.06069245837141324,-0.1119900103079806
0.14774,19.8403,0.1023,39.74490949885337,-0.09834264496016232,-0.05239320010398797
0.32753,21.80515,0.13855,41.79022197503539,-0.1788051211421795,-0.15021326472942045
0.24177,21.3452,0.1569,40.98603907047681,0.16542778341639774,-0.10162919521200946
0.22308,20.93075,0.1281,40.778163334363654,-0.041146480470448665,-0.09140779001734693
0.18261,20.58185,0.1376,40.27039945698959,0.11771739690361827,-0.06994052371587689
0.15286,20.0024,0.10245,39.82871444531749,-0.020047591424280142,-0.05490309513536802
0.13806,19.70325,0.10245,39.5793601428118,-0.06984328891859448,-0.047718992902811466
0.2071,21.03995,0.18575,40.588143621111605,0.25807323278160155,-0.08281191898276573
0.20291,20.64165,0.1209,40.53646210572509,-0.08854525183188855,-0.08058238017282432
0.19777,20.49105,0.129,40.47127531675009,-0.17395846285688066,-0.07786212461356212
0.2223,20.9356,0.1392,40.769159880933884,-0.027293027040677487,-0.09098498214727721
0.27307,21.30625,0.14505,41.3043765909003,-0.1918597370070927,-0.1190851640635854
0.18628,20.52515,0.11385,40.32028598599685,0.011130867896358865,-0.0718436538023361
0.15933,19.83815,0.1054,39.93113118547244,-0.2867143315792333,-0.058109745155380386
0.21911,20.8854,0.1261,40.732338064983935,-0.040671211090728576,-0.08925914807721183
0.17354,20.4812,0.1283,40.14333745458364,0.1441293993095698,-0.06527983167099079
0.2441,20.96025,0.1449,41.01075793851528,-0.24424108462207883,-0.10291489540092069
0.13366,19.59395,0.101,39.50061840567503,-0.10040155178182175,-0.045626864414767765
0.28313,21.4441,0.13595,41.39997939387508,-0.14961253998187374,-0.1247715475068502
0.17365,20.3284,0.1373,40.14488904573443,-0.010222191841226191,-0.06533597897553338
0.1963,20.70795,0.1369,40.45263240239342,0.06158445149978675,-0.07708723896465244
0.36924,22.26255,0.14325,42.11783048848249,-0.04901363458928287,-0.17449608859683213
0.20562,20.5658,0.12095,40.56997586823932,-0.19790901434611285,-0.0820231867006341
0.17371,20.28215,0.12665,40.14573536818031,-0.057318514287103994,-0.06536660877798861
0.12672,19.526,0.1097,39.37159144204476,-0.03932458815155471,-0.042370970822324744
0.284,21.474,0.15145,41.40813615481541,-0.12786930092220317,-0.1252648465186136
0.19358,20.5958,0.1361,40.417085716074304,-0.015018862181097603,-0.07565715087606782
0.10036,18.95705,0.11145,38.813065047540526,-0.049748193647321415,-0.030556016865552656
0.37386,22.3047,0.0854,42.15203897627862,-0.0410721223854118,-0.17720239472801155
0.11787,19.35185,0.11365,39.1968183866425,-0.03870153274929322,-0.038302018876455415
0.1919,20.5315,0.1404,40.395043829887605,-0.05727697599439807,-0.07477630933041846
0.23657,21.01435,0.146,40.929518350034584,-0.10890149614137812,-0.09876862902623405
0.15881,19.99615,0.1245,39.92319066793647,-0.12077381404326104,-0.05785062628483797
0.07877,18.7576,0.11205,38.24288312726451,0.32098372662869323,-0.021658580432907186
0.13847,19.99935,0.13335,39.58652756803601,0.21908928585719423,-0.04791500462223176
0.23359,20.88475,0.1537,40.897008886324045,-0.20599203243083863,-0.09713494950918435
0.1567,20.02475,0.15485,39.889910279486514,-0.05889342559330757,-0.05680168038286523
0.08833,18.4809,0.11615,38.51158786446693,-0.2244210105737281,-0.025500040281043995
0.12995,19.79635,0.12165,39.432411047124795,0.17020580676841135,-0.04387946316142327
0.18223,20.3359,0.12625,40.26523409431309,-0.12306724041988204,-0.0697440241748457
0.25654,21.13985,0.14805,41.1405210049497,-0.19440415105649222,-0.10981843143980906
0.21651,20.8123,0.13625,40.70158965605136,-0.08302280215815472,-0.08785655682928738
0.14519,19.90865,0.1399,39.70240129860337,0.012515555289837721,-0.05115265400631357
0.13653,19.58645,0.1105,39.55261340965805,-0.15989655576484552,-0.04698912134740527
0.20493,20.934,0.1568,40.561505767238046,0.178761086655161,-0.08165591620841813
0.36939,22.04745,0.1558,42.11895444825723,-0.26523759436402017,-0.1745839113425755
0.12924,19.61205,0.10875,39.41935788686316,-0.001041032969954614,-0.04354683726802267
0.26658,21.33225,0.14765,41.24098728200789,-0.10247042811468887,-0.11543493715466464
0.27805,21.3866,0.13915,41.35216518998677,-0.15929833609356336,-0.12189594111886023
0.17461,20.5056,0.1317,40.15843020486857,0.15343664902463416,-0.06582639362366569
0.11376,19.1271,0.10675,39.11241253098922,-0.17904567709601338,-0.0364460158191358
0.11229,19.38095,0.1026,39.08121841864164,0.10599843525156416,-0.03578761008010987
0.15333,19.8424,0.10465,39.83620456043714,-0.18753770654393165,-0.05513474191441285
0.1965,20.7379,0.13845,40.4551688533263,0.08899800056690665,-0.07719258347626
0.18914,20.88525,0.12885,40.35883215972375,0.33268469416945834,-0.073333352007083
0.17708,20.47675,0.1273,40.1932704788908,0.08974637500240235,-0.06709147106928888
0.21731,20.7809,0.13945,40.711106985962985,-0.12394013206978016,-0.08828773114992806
0.18542,20.33785,0.1283,40.30859595467634,-0.16447910078313654,-0.07139682522503243
0.16382,20.0237,0.11915,39.999694500350365,-0.169727646457158,-0.060356983410092165
0.2569,21.34695,0.16715,41.14414768634645,0.009069167546755352,-0.11001915252375241
0.1218,19.58065,0.13445,39.27616240402867,0.11075444986453675,-0.040097000276025814
0.16514,20.09405,0.10665,40.01985119871091,-0.11953434481770486,-0.06102093859011241
0.1984,20.6407,0.1317,40.479265137188655,-0.03229828329545015,-0.07819464390226485
0.26828,21.39935,0.16265,41.25769590570093,-0.05207905180772343,-0.11638964167698757
0.40078,22.165,0.1348,42.345217404141884,-0.3739505502486793,-0.19302119825587588
0.14566,19.6731,0.12755,39.71023614335533,-0.23086928946212382,-0.051380818870473355
0.05573,17.56165,0.10915,37.442431003304115,-0.07451414941090917,-0.01316136338226006
0.22425,21.16495,0.15345,40.7916685145083,0.17954833938490466,-0.0920425953865278
0.28622,21.42305,0.15585,41.428949958594174,-0.1996331047009683,-0.12652467461818656
0.18365,20.55265,0.14145,40.28453623905159,0.07438061484161551,-0.0704788481965039
0.1036,18.96075,0.10555,38.8886221570073,-0.1216053031140909,-0.031956484768958265
0.33096,22.03,0.19055,41.81854743620552,0.0177194176876867,-0.15219830176240973
0.2184,20.76195,0.1415,40.72407434796757,-0.15585749407436822,-0.08887576836931181
0.26327,21.035,0.1514,41.20831979883901,-0.3670529449458009,-0.11357908912163474
0.16267,20.2483,0.1303,39.98213374041504,0.07243311347816928,-0.059779747229968705
0.10689,19.2184,0.10455,38.96331949235006,0.06134736154314524,-0.03339436711179359
0.16503,20.0849,0.11585,40.01817147384753,-0.12700461995432377,-0.06096555268929789
0.10757,19.24475,0.10865,38.978166023808996,0.07285083008421012,-0.0336934975202858
0.12913,19.5083,0.1143,39.41733556625925,-0.10276871236604279,-0.043495355615250864
0.05948,17.71775,0.12625,37.5943933110471,-0.07037645715389473,-0.014462144619083371
0.04093,17.0528,0.11665,36.73728852076653,0.12177833312667374,-0.008397824353796362
0.01705,14.85645,0.1832,34.757586859950734,-0.09487000605752627,-0.0023091399648370193
0.01531,14.59755,0.1613,34.55063383323267,-0.14681697933946936,-0.001968097099907604
0.01472,14.6158,0.14905,34.4510022355087,-0.028935381615497135,-0.0018564783387442021
0.02673,15.97105,0.16165,35.76915488065992,0.00816197323328538,-0.004491368261658934
0.01732,14.8718,0.1587,34.78970026064837,-0.11163340675516054,-0.002363599516346076
0.04437,16.72085,0.19805,36.92514211025195,-0.39802525635874275,-0.009448239638865081
0.01567,14.4307,0.15405,34.59345170082951,-0.3564848469363042,-0.0020372210382742987
0.02477,15.6593,0.1718,35.60257115756963,-0.13700430367642014,-0.0040139574448941305
0.038,16.7664,0.13185,36.57728531809436,-0.004618464201154637,-0.007532946904941604
0.0299,16.2413,0.123,36.038578555249835,0.00898829864337003,-0.005297740362273343
0.01012,13.90745,0.19825,33.52258223232309,0.19113462157011796,-0.0010629420785117816
0.0258,16.1648,0.1376,35.690112603887485,0.2809542500057205,-0.004262759787154646
0.01038,14.0496,0.2048,33.57505814554663,0.28080870834657645,-0.0011038921262556793
0.03791,16.5851,0.2001,36.572370543950846,-0.18100369005763994,-0.007506831208472994
0.03507,16.45115,0.16785,36.38644921734669,-0.1290323634534829,-0.006697023956485717
0.01268,14.4486,0.171,34.03926814713943,0.21559870675377368,-0.0014871450042912094
0.02525,15.82815,0.13295,35.64336717138766,-0.00895031749445252,-0.004129323461315597
0.01908,15.3534,0.14115,34.999032057788476,0.16063479610473053,-0.0027283038280883727
0.03489,16.36835,0.1667,36.374500118118206,-0.1998832642250008,-0.006646649735501307
0.0295,16.3438,0.12735,36.00458187706814,0.14548497682506678,-0.005193740747433307
0.03416,16.57565,0.1563,36.326039882358245,0.05587697153496052,-0.00644354500001742
0.04067,16.7928,0.1127,36.72309028435193,-0.12402343045872755,-0.008319945422174563
0.07515,17.8882,0.1248,38.13554389240956,-0.44107703851635094,-0.020248632321793195
0.05581,17.23215,0.12285,37.4456728658693,-0.4072560119760915,-0.013188745407673421
0.02529,15.7896,0.1405,35.64676683920583,-0.05089998531262552,-0.004138983240416885
0.03501,16.6581,0.12485,36.38246618427053,0.08190066962268006,-0.006680219714311282
0.02846,16.0051,0.13405,35.91619051379574,-0.10482365990253584,-0.00492634258021543
0.0328,16.64085,0.12525,36.23575779929859,0.21135905459461668,-0.006070328823865534
0.03378,16.38795,0.1403,36.30081400620922,-0.10659715231601652,-0.00633858163331743
0.04597,17.2822,0.1025,37.00646783919541,0.08199901469779647,-0.00994912209236442
0.04341,16.93145,0.1209,36.87271785272113,-0.13500099882792327,-0.009151413105859823
0.05684,17.73355,0.1203,37.487411846396036,0.05240500749717114,-0.01354273922549502
0.02024,15.2868,0.12735,35.13700074226718,-0.043933888373977936,-0.0029775738549861776
0.03191,16.59205,0.12775,36.1766761420022,0.22164071189100554,-0.005829807167433479
0.0415,16.9967,0.1259,36.76841542367545,0.03455143021775697,-0.008569314996128424
0.02639,15.93305,0.1399,35.74025770420548,-0.0009408503122756429,-0.0044073606527319925
0.02651,16.06745,0.1248,35.75045670765999,0.12326014623321413,-0.004436954084388353
0.02689,15.87545,0.126,35.7827535519326,-0.10103669803939397,-0.004531071388233443
0.02349,15.6236,0.1338,35.493781787388215,-0.06391493349500976,-0.0037113666516513373
0.05067,17.57225,0.158,37.22491489214795,0.15360196174525598,-0.011463415103403854
0.04093,16.7302,0.1297,36.73728852076653,-0.2008216668733276,-0.008397824353796362
0.06877,18.16815,0.11055,37.92896685971503,0.04544999417817408,-0.017828038744642682
0.01754,14.9841,0.1341,34.81586673529088,-0.025499881397678337,-0.002408271882852595
0.02557,15.8607,0.1496,35.670564513933016,-0.003597660039808659,-0.004206798308325859
0.02189,15.53085,0.1381,35.33324930208604,0.003867551807168468,-0.003343766025477682
0.03155,16.1279,0.14115,36.15277794354523,-0.21861108965202547,-0.005733367231486244
0.06845,18.31035,0.1248,37.91860562923505,0.19801122465815268,-0.017708881737658506
0.02249,15.56975,0.1391,35.40461241474744,-0.028595560854235202,-0.003480203083824383
0.04949,17.32405,0.12545,37.17007073842795,-0.03975388453474693,-0.01107736307277368
0.03161,16.3736,0.12625,36.15676097662139,0.02310587727181357,-0.005749406287708147
0.03434,16.61295,0.1249,36.337988981586726,0.08122787230648143,-0.006493447331718809
0.04486,17.2055,0.14795,36.9519003250333,0.05986652885990651,-0.009600821757142294
0.01531,14.74935,0.1526,34.55063383323267,0.004983020660532134,-0.001968097099907604
0.03048,16.25295,0.1342,36.081747187020355,-0.02253033312715047,-0.005449662138255188
0.03837,16.9021,0.16555,36.59749050068436,0.11087635320884814,-0.007640597834039016
0.03682,16.77055,0.12655,36.50262101540139,0.07419583849181777,-0.00719272582668348
0.0221,15.7795,0.13695,35.358226391517526,0.2275404623756785,-0.0033913236658558795
0.01402,14.64805,0.16195,34.309720930676114,0.14459592321708925,-0.0017267934190653511
0.0589,17.792,0.11395,37.57088980744952,0.027377046443689323,-0.014258684964550442
0.05895,17.7707,0.10045,37.57291597155276,0.004050882340447259,-0.014276192315375184
0.06888,18.1778,0.15105,37.93252853269252,0.05153832120068458,-0.017869049914094593
0.0204,15.7067,0.156,35.15603090564356,0.35693594824964237,-0.0030124932900679343
0.02894,16.02685,0.1316,35.95698652761377,-0.12386967372056645,-0.005049214707126277
0.02384,15.7013,0.1335,35.523528880797194,-0.015962026903988402,-0.0037933676260432777
0.01451,14.89705,0.16765,34.408617844058924,0.2946990098342823,-0.0018172569013715815
0.03292,16.452,0.1185,36.24372386545091,0.0145429884422974,-0.006102985448247294
0.06455,17.78945,0.1136,37.78050985720775,-0.1847930033145424,-0.016274703793037606
0.01663,15.01385,0.15025,34.70763268108775,0.11248417280545198,-0.0022252343203582924
0.05359,17.4687,0.1439,37.35571117968545,-0.08074432579224577,-0.012435012378707418
0.03163,16.21965,0.11945,36.158088654313445,-0.13217180042023813,-0.005754755691567473
0.02751,15.9978,0.1291,35.83544840311422,-0.03138154922101677,-0.004685940491724989
0.02559,15.5514,0.1259,35.672264347842095,-0.31459749394888803,-0.004211655371300904
0.02401,15.78645,0.12635,35.53797746902441,0.05473938486879604,-0.003833398593083431
0.03713,16.56045,0.1177,36.52320001962822,-0.15648316573501475,-0.007281645653985591
