time,Bx,By,Bz,B_total
2019-03-06 19:42:48+00:00,-145365840.0,-17421212.6,622918.63,146407356.76522407
2019-03-06 19:42:49+00:00,-145365840.0,-17421243.0,622918.25,146407360.38094816
2019-03-06 19:42:50+00:00,-145365840.0,-17421274.6,622917.88,146407364.1395112
2019-03-06 19:42:51+00:00,-145365840.0,-17421305.0,622917.5,146407367.755248
2019-03-06 19:42:52+00:00,-145365840.0,-17421336.6,622917.13,146407371.51382422
2019-03-06 19:42:53+00:00,-145365840.0,-17421367.0,622916.76,146407375.12961626
2019-03-06 19:42:54+00:00,-145365840.0,-17421398.7,622916.38,146407378.90006238
2019-03-06 19:42:55+00:00,-145365840.0,-17421429.1,622916.01,146407382.51586714
2019-03-06 19:42:56+00:00,-145365840.0,-17421460.7,622915.63,146407386.27442724
2019-03-06 19:42:57+00:00,-145365840.0,-17421491.1,622915.26,146407389.8902447
2019-03-06 19:42:58+00:00,-145365840.0,-17421522.7,622914.89,146407393.6488605
2019-03-06 19:42:59+00:00,-145365840.0,-17421553.1,622914.51,146407397.2646481
2019-03-06 19:43:00+00:00,-145365840.0,-17421584.8,622914.14,146407401.03517652
2019-03-06 19:43:01+00:00,-145365840.0,-17421615.2,622913.77,146407404.65101936
2019-03-06 19:43:02+00:00,-145365844.8,-17421646.8,622913.39,146407413.175471
2019-03-06 19:43:03+00:00,-145365856.0,-17421677.2,622913.02,146407427.91164738
2019-03-06 19:43:04+00:00,-145365856.0,-17421708.8,622912.64,146407431.67025983
2019-03-06 19:43:05+00:00,-145365856.0,-17421739.2,622912.27,146407435.2861277
2019-03-06 19:43:06+00:00,-145365856.0,-17421770.9,622911.9,146407439.05669543
2019-03-06 19:43:07+00:00,-145365856.0,-17421801.3,622911.52,146407442.67253342
2019-03-06 19:43:08+00:00,-145365856.0,-17421832.9,622911.15,146407446.4312149
2019-03-06 19:43:09+00:00,-145365856.0,-17421863.3,622910.77,146407450.0470656
2019-03-06 19:43:10+00:00,-145365856.0,-17421894.9,622910.4,146407453.8057602
2019-03-06 19:43:11+00:00,-145365856.0,-17421925.3,622910.03,146407457.42166618
2019-03-06 19:43:12+00:00,-145365856.0,-17421957.0,622909.65,146407461.1922311
2019-03-06 19:43:13+00:00,-145365856.0,-17421987.4,622909.28,146407464.80814976
2019-03-06 19:43:14+00:00,-145365856.0,-17422019.0,622908.9,146407468.56682822
2019-03-06 19:43:15+00:00,-145365856.0,-17422049.4,622908.53,146407472.18275958
2019-03-06 19:43:16+00:00,-145365856.0,-17422081.0,622908.15,146407475.94145128
2019-03-06 19:43:17+00:00,-145365856.0,-17422111.4,622907.78,146407479.5573953
2019-03-06 19:43:18+00:00,-145365856.0,-17422143.0,622907.41,146407483.31614274
2019-03-06 19:43:19+00:00,-145365856.0,-17422173.5,622907.03,146407486.94395673
2019-03-06 19:43:20+00:00,-145365856.0,-17422205.0,622906.66,146407490.69081756
2019-03-06 19:43:21+00:00,-145365856.0,-17422235.5,622906.28,146407494.3186443
2019-03-06 19:43:22+00:00,-145365856.0,-17422267.0,622905.91,146407498.06551826
2019-03-06 19:43:23+00:00,-145365856.0,-17422297.5,622905.54,146407501.6934003
2019-03-06 19:43:24+00:00,-145365856.0,-17422329.0,622905.16,146407505.44024488
2019-03-06 19:43:25+00:00,-145365856.0,-17422359.5,622904.79,146407509.0681396
2019-03-06 19:43:26+00:00,-145365856.0,-17422391.0,622904.42,146407512.8150399
2019-03-06 19:43:27+00:00,-145365856.0,-17422421.6,622904.04,146407516.45480478
2019-03-06 19:43:28+00:00,-145365856.0,-17422453.0,622903.67,146407520.18981826
2019-03-06 19:43:29+00:00,-145365856.0,-17422483.6,622903.29,146407523.82959592
2019-03-06 19:43:30+00:00,-145365856.0,-17422515.0,622902.92,146407527.56462252
2019-03-06 19:43:31+00:00,-145365856.0,-17422545.6,622902.54,146407531.20441297
2019-03-06 19:43:32+00:00,-145365856.0,-17422577.0,622902.17,146407534.93945268
2019-03-06 19:43:33+00:00,-145365856.0,-17422607.7,622901.8,146407538.5911985
2019-03-06 19:43:34+00:00,-145365856.0,-17422639.0,622901.42,146407542.3143087
2019-03-06 19:43:35+00:00,-145365856.0,-17422669.7,622901.05,146407545.96606737
2019-03-06 19:43:36+00:00,-145365862.4,-17422701.0,622900.67,146407556.04365447
2019-03-06 19:43:37+00:00,-145365872.0,-17422731.7,622900.3,146407569.22712126
2019-03-06 19:43:38+00:00,-145365872.0,-17422763.0,622899.93,146407572.95029977
2019-03-06 19:43:39+00:00,-145365872.0,-17422793.8,622899.55,146407576.6139413
2019-03-06 19:43:40+00:00,-145365872.0,-17422825.0,622899.18,146407580.32523265
2019-03-06 19:43:41+00:00,-145365872.0,-17422855.8,622898.8,146407583.98888704
2019-03-06 19:43:42+00:00,-145365872.0,-17422887.0,622898.43,146407587.70019144
2019-03-06 19:43:43+00:00,-145365872.0,-17422917.8,622898.06,146407591.36390126
2019-03-06 19:43:44+00:00,-145365872.0,-17422949.0,622897.68,146407595.07517612
2019-03-06 19:43:45+00:00,-145365872.0,-17422979.8,622897.31,146407598.73889878
2019-03-06 19:43:46+00:00,-145365872.0,-17423011.0,622896.93,146407602.45018667
2019-03-06 19:43:47+00:00,-145365872.0,-17423041.9,622896.56,146407606.12582257
2019-03-06 19:43:48+00:00,-145365872.0,-17423073.0,622896.19,146407609.82526568
2019-03-06 19:43:49+00:00,-145365872.0,-17423103.9,622895.82,146407613.50091445
2019-03-06 19:43:50+00:00,-145365872.0,-17423135.0,622895.44,146407617.200328
2019-03-06 19:43:51+00:00,-145365872.0,-17423165.9,622895.07,146407620.8759897
2019-03-06 19:43:52+00:00,-145365872.0,-17423197.0,622894.7,146407624.57545877
2019-03-06 19:43:53+00:00,-145365872.0,-17423228.0,622894.32,146407628.26299134
2019-03-06 19:43:54+00:00,-145365872.0,-17423259.0,622893.95,146407631.95057288
2019-03-06 19:43:55+00:00,-145365872.0,-17423290.0,622893.57,146407635.6381184
2019-03-06 19:43:56+00:00,-145365872.0,-17423321.0,622893.2,146407639.3257129
2019-03-06 19:43:57+00:00,-145365872.0,-17423352.0,622892.83,146407643.01331386
2019-03-06 19:43:58+00:00,-145365872.0,-17423383.0,622892.45,146407646.70087877
2019-03-06 19:43:59+00:00,-145365872.0,-17423414.1,622892.08,146407650.40039334
2019-03-06 19:44:00+00:00,-145365872.0,-17423445.0,622891.7,146407654.07607055
2019-03-06 19:44:01+00:00,-145365872.0,-17423476.1,622891.33,146407657.77559808
2019-03-06 19:44:02+00:00,-145365872.0,-17423507.0,622890.96,146407661.45133075
2019-03-06 19:44:03+00:00,-145365872.0,-17423538.1,622890.58,146407665.15082872
2019-03-06 19:44:04+00:00,-145365872.0,-17423569.0,622890.21,146407668.8265743
2019-03-06 19:44:05+00:00,-145365872.0,-17423600.2,622889.83,146407672.537986
2019-03-06 19:44:06+00:00,-145365872.0,-17423631.0,622889.46,146407676.20184374
2019-03-06 19:44:07+00:00,-145365872.0,-17423662.2,622889.08,146407679.91326848
2019-03-06 19:44:08+00:00,-145365872.0,-17423693.0,622888.71,146407683.57713908
2019-03-06 19:44:09+00:00,-145365872.0,-17423724.2,622888.34,146407687.28861937
2019-03-06 19:44:10+00:00,-145365881.6,-17423755.0,622887.96,146407700.48414788
2019-03-06 19:44:11+00:00,-145365888.0,-17423786.3,622887.59,146407710.56200007
2019-03-06 19:44:12+00:00,-145365888.0,-17423817.0,622887.22,146407714.21399513
2019-03-06 19:44:13+00:00,-145365888.0,-17423848.3,622886.84,146407717.93735942
2019-03-06 19:44:14+00:00,-145365888.0,-17423879.0,622886.47,146407721.5893673
2019-03-06 19:44:15+00:00,-145365888.0,-17423910.3,622886.09,146407725.3127447
2019-03-06 19:44:16+00:00,-145365888.0,-17423941.0,622885.72,146407728.9647654
2019-03-06 19:44:17+00:00,-145365888.0,-17423972.4,622885.35,146407732.70009938
2019-03-06 19:44:18+00:00,-145365888.0,-17424003.0,622884.97,146407736.34018937
2019-03-06 19:44:19+00:00,-145365888.0,-17424034.4,622884.6,146407740.07553646
2019-03-06 19:44:20+00:00,-145365888.0,-17424065.0,622884.22,146407743.7156392
2019-03-06 19:44:21+00:00,-145365888.0,-17424096.4,622883.85,146407747.4509994
2019-03-06 19:44:22+00:00,-145365888.0,-17424127.0,622883.47,146407751.09111497
2019-03-06 19:44:23+00:00,-145365888.0,-17424158.5,622883.1,146407754.8383894
2019-03-06 19:44:24+00:00,-145365888.0,-17424189.0,622882.73,146407758.46665913
2019-03-06 19:44:25+00:00,-145365888.0,-17424220.5,622882.35,146407762.21390417
2019-03-06 19:44:26+00:00,-145365888.0,-17424251.0,622881.98,146407765.84218663
2019-03-06 19:44:27+00:00,-145365888.0,-17424282.5,622881.6,146407769.58944485
2019-03-06 19:44:28+00:00,-145365888.0,-17424313.0,622881.23,146407773.21774006
2019-03-06 19:44:29+00:00,-145365888.0,-17424344.6,622880.86,146407776.97695518
2019-03-06 19:44:30+00:00,-145365888.0,-17424375.0,622880.48,146407780.59331933
2019-03-06 19:44:31+00:00,-145365888.0,-17424406.6,622880.11,146407784.35254768
2019-03-06 19:44:32+00:00,-145365888.0,-17424437.0,622879.73,146407787.96892452
2019-03-06 19:44:33+00:00,-145365888.0,-17424468.6,622879.36,146407791.72816604
2019-03-06 19:44:34+00:00,-145365888.0,-17424499.0,622878.99,146407795.3445981
2019-03-06 19:44:35+00:00,-145365888.0,-17424530.6,622878.61,146407799.1038103
2019-03-06 19:44:36+00:00,-145365888.0,-17424561.0,622878.24,146407802.72025508
2019-03-06 19:44:37+00:00,-145365888.0,-17424592.7,622877.86,146407806.49138185
2019-03-06 19:44:38+00:00,-145365888.0,-17424623.1,622877.49,146407810.10783935
2019-03-06 19:44:39+00:00,-145365888.0,-17424654.7,622877.12,146407813.86712047
2019-03-06 19:44:40+00:00,-145365888.0,-17424685.1,622876.74,146407817.48354813
2019-03-06 19:44:41+00:00,-145365888.0,-17424716.7,622876.37,146407821.24284244
2019-03-06 19:44:42+00:00,-145365888.0,-17424747.1,622876.0,146407824.85932532
2019-03-06 19:44:43+00:00,-145365888.0,-17424778.8,622875.63,146407828.63053438
2019-03-06 19:44:44+00:00,-145365899.2,-17424809.2,622875.25,146407843.3672801
2019-03-06 19:44:45+00:00,-145365904.0,-17424840.8,622874.88,146407851.89244017
2019-03-06 19:44:46+00:00,-145365904.0,-17424871.2,622874.5,146407855.50890553
2019-03-06 19:44:47+00:00,-145365904.0,-17424902.8,622874.13,146407859.26823905
2019-03-06 19:44:48+00:00,-145365904.0,-17424933.2,622873.76,146407862.88475963
2019-03-06 19:44:49+00:00,-145365904.0,-17424964.9,622873.38,146407866.65596545
2019-03-06 19:44:50+00:00,-145365904.0,-17424995.3,622873.01,146407870.27249876
2019-03-06 19:44:51+00:00,-145365904.0,-17425026.9,622872.63,146407874.03181615
2019-03-06 19:44:52+00:00,-145365904.0,-17425057.3,622872.26,146407877.64836213
2019-03-06 19:44:53+00:00,-145365904.0,-17425088.9,622871.89,146407881.40773526
2019-03-06 19:44:54+00:00,-145365904.0,-17425119.3,622871.51,146407885.0242514
2019-03-06 19:44:55+00:00,-145365904.0,-17425150.9,622871.14,146407888.78363773
2019-03-06 19:44:56+00:00,-145365904.0,-17425181.3,622870.76,146407892.40016654
2019-03-06 19:44:57+00:00,-145365904.0,-17425213.0,622870.39,146407896.1714679
2019-03-06 19:44:58+00:00,-145365904.0,-17425243.4,622870.02,146407899.788052
2019-03-06 19:44:59+00:00,-145365904.0,-17425275.0,622869.64,146407903.54742217
2019-03-06 19:45:00+00:00,-145365904.0,-17425305.4,622869.27,146407907.16401896
2019-03-06 19:45:01+00:00,-145365904.0,-17425337.0,622868.89,146407910.92340234
2019-03-06 19:45:02+00:00,-145365904.0,-17425367.4,622868.52,146407914.54001182
2019-03-06 19:45:03+00:00,-145365904.0,-17425399.0,622868.15,146407918.29945093
2019-03-06 19:45:04+00:00,-145365904.0,-17425429.5,622867.77,146407921.92793256
2019-03-06 19:45:05+00:00,-145365904.0,-17425461.0,622867.4,146407925.67548287
2019-03-06 19:45:06+00:00,-145365904.0,-17425491.5,622867.02,146407929.30397722
2019-03-06 19:45:07+00:00,-145365904.0,-17425523.0,622866.65,146407933.0515407
2019-03-06 19:45:08+00:00,-145365904.0,-17425553.5,622866.28,146407936.68009034
2019-03-06 19:45:09+00:00,-145365904.0,-17425585.0,622865.9,146407940.42762443
2019-03-06 19:45:10+00:00,-145365904.0,-17425615.6,622865.53,146407944.0680889
2019-03-06 19:45:11+00:00,-145365904.0,-17425647.0,622865.15,146407947.80373403
2019-03-06 19:45:12+00:00,-145365904.0,-17425677.6,622864.78,146407951.44421124
2019-03-06 19:45:13+00:00,-145365904.0,-17425709.0,622864.4,146407955.17986953
2019-03-06 19:45:14+00:00,-145365904.0,-17425739.6,622864.03,146407958.82035953
2019-03-06 19:45:15+00:00,-145365904.0,-17425771.0,622863.66,146407962.55607346
2019-03-06 19:45:16+00:00,-145365904.0,-17425801.7,622863.28,146407966.20843592
2019-03-06 19:45:17+00:00,-145365904.8,-17425833.0,622862.91,146407970.72656667
2019-03-06 19:45:18+00:00,-145365917.6,-17425863.7,622862.53,146407987.08783698
2019-03-06 19:45:19+00:00,-145365920.0,-17425895.0,622862.16,146407993.1945923
2019-03-06 19:45:20+00:00,-145365920.0,-17425925.7,622861.79,146407996.84702253
2019-03-06 19:45:21+00:00,-145365920.0,-17425957.0,622861.42,146408000.57087308
2019-03-06 19:45:22+00:00,-145365920.0,-17425987.8,622861.04,146408004.23517594
2019-03-06 19:45:23+00:00,-145365920.0,-17426019.0,622860.67,146408007.9471372
2019-03-06 19:45:24+00:00,-145365920.0,-17426049.8,622860.29,146408011.61145294
2019-03-06 19:45:25+00:00,-145365920.0,-17426081.0,622859.92,146408015.32342723
2019-03-06 19:45:26+00:00,-145365920.0,-17426111.8,622859.54,146408018.9877558
2019-03-06 19:45:27+00:00,-145365920.0,-17426143.0,622859.17,146408022.69974312
2019-03-06 19:45:28+00:00,-145365920.0,-17426173.9,622858.79,146408026.37598705
2019-03-06 19:45:29+00:00,-145365920.0,-17426205.0,622858.42,146408030.0760849
2019-03-06 19:45:30+00:00,-145365920.0,-17426235.9,622858.05,146408033.75238428
2019-03-06 19:45:31+00:00,-145365920.0,-17426267.0,622857.67,146408037.4524526
2019-03-06 19:45:32+00:00,-145365920.0,-17426297.9,622857.3,146408041.12876487
2019-03-06 19:45:33+00:00,-145365920.0,-17426329.0,622856.93,146408044.8288887
2019-03-06 19:45:34+00:00,-145365920.0,-17426360.0,622856.55,146408048.51707393
2019-03-06 19:45:35+00:00,-145365920.0,-17426391.0,622856.18,146408052.20530817
2019-03-06 19:45:36+00:00,-145365920.0,-17426422.0,622855.8,146408055.89350635
2019-03-06 19:45:37+00:00,-145365920.0,-17426453.0,622855.43,146408059.58175352
2019-03-06 19:45:38+00:00,-145365920.0,-17426484.0,622855.06,146408063.27000716
2019-03-06 19:45:39+00:00,-145365920.0,-17426515.0,622854.68,146408066.95822474
2019-03-06 19:45:40+00:00,-145365920.0,-17426546.0,622854.31,146408070.64649135
2019-03-06 19:45:41+00:00,-145365920.0,-17426577.0,622853.93,146408074.33472186
2019-03-06 19:45:42+00:00,-145365920.0,-17426608.1,622853.56,146408078.03490415
2019-03-06 19:45:43+00:00,-145365920.0,-17426639.0,622853.19,146408081.7112874
2019-03-06 19:45:44+00:00,-145365920.0,-17426670.1,622852.82,146408085.41148272
2019-03-06 19:45:45+00:00,-145365920.0,-17426701.0,622852.44,146408089.0878363
2019-03-06 19:45:46+00:00,-145365920.0,-17426732.1,622852.07,146408092.7880446
2019-03-06 19:45:47+00:00,-145365920.0,-17426763.0,622851.69,146408096.46441108
2019-03-06 19:45:48+00:00,-145365920.0,-17426794.2,622851.32,146408100.17653522
2019-03-06 19:45:49+00:00,-145365920.0,-17426825.0,622850.95,146408103.8410543
2019-03-06 19:45:50+00:00,-145365920.0,-17426856.2,622850.57,146408107.55314896
2019-03-06 19:45:51+00:00,-145365921.6,-17426887.0,622850.2,146408112.8062914
2019-03-06 19:45:52+00:00,-145365934.4,-17426918.2,622849.82,146408129.22728324
2019-03-06 19:45:53+00:00,-145365936.0,-17426949.0,622849.45,146408134.48043814
2019-03-06 19:45:54+00:00,-145365936.0,-17426980.2,622849.08,146408138.19260097
2019-03-06 19:45:55+00:00,-145365936.0,-17427011.0,622848.7,146408141.8571157
2019-03-06 19:45:56+00:00,-145365936.0,-17427042.3,622848.33,146408145.58119458
2019-03-06 19:45:57+00:00,-145365936.0,-17427073.0,622847.95,146408149.2338191
2019-03-06 19:45:58+00:00,-145365936.0,-17427104.3,622847.58,146408152.95791107
2019-03-06 19:45:59+00:00,-145365936.0,-17427135.0,622847.21,146408156.61059093
2019-03-06 19:46:00+00:00,-145365936.0,-17427166.3,622846.83,146408160.33465344
2019-03-06 19:46:01+00:00,-145365936.0,-17427197.0,622846.46,146408163.98734614
2019-03-06 19:46:02+00:00,-145365936.0,-17427228.4,622846.08,146408167.7233249
2019-03-06 19:46:03+00:00,-145365936.0,-17427259.0,622845.71,146408171.36412722
2019-03-06 19:46:04+00:00,-145365936.0,-17427290.4,622845.33,146408175.10011908
2019-03-06 19:46:05+00:00,-145365936.0,-17427321.0,622844.96,146408178.7409342
2019-03-06 19:46:06+00:00,-145365936.0,-17427352.4,622844.59,146408182.4769817
2019-03-06 19:46:07+00:00,-145365936.0,-17427383.0,622844.21,146408186.11776704
2019-03-06 19:46:08+00:00,-145365936.0,-17427414.5,622843.84,146408189.86573097
2019-03-06 19:46:09+00:00,-145365936.0,-17427445.0,622843.47,146408193.49466833
2019-03-06 19:46:10+00:00,-145365936.0,-17427476.5,622843.09,146408197.24260288
2019-03-06 19:46:11+00:00,-145365936.0,-17427507.0,622842.72,146408200.87155294
2019-03-06 19:46:12+00:00,-145365936.0,-17427538.5,622842.35,146408204.6195432
2019-03-06 19:46:13+00:00,-145365936.0,-17427569.0,622841.97,146408208.24846348
2019-03-06 19:46:14+00:00,-145365936.0,-17427600.6,622841.6,146408212.0083703
2019-03-06 19:46:15+00:00,-145365936.0,-17427631.0,622841.22,146408215.6253999
2019-03-06 19:46:16+00:00,-145365936.0,-17427662.6,622840.85,146408219.38531992
2019-03-06 19:46:17+00:00,-145365936.0,-17427693.0,622840.47,146408223.00236216
2019-03-06 19:46:18+00:00,-145365936.0,-17427724.6,622840.1,146408226.7622954
2019-03-06 19:46:19+00:00,-145365936.0,-17427755.0,622839.72,146408230.37935036
2019-03-06 19:46:20+00:00,-145365936.0,-17427786.7,622839.35,146408234.15120032
2019-03-06 19:46:21+00:00,-145365936.0,-17427817.1,622838.98,146408237.76831055
2019-03-06 19:46:22+00:00,-145365936.0,-17427848.7,622838.6,146408241.52822763
2019-03-06 19:46:23+00:00,-145365936.0,-17427879.1,622838.23,146408245.14535055
2019-03-06 19:46:24+00:00,-145365936.0,-17427910.7,622837.85,146408248.90528083
2019-03-06 19:46:25+00:00,-145365940.0,-17427941.1,622837.48,146408256.49393943
2019-03-06 19:46:26+00:00,-145365952.0,-17427972.8,622837.11,146408272.18039778
2019-03-06 19:46:27+00:00,-145365952.0,-17428003.2,622836.73,146408275.79750317
2019-03-06 19:46:28+00:00,-145365952.0,-17428034.8,622836.36,146408279.557502
2019-03-06 19:46:29+00:00,-145365952.0,-17428065.2,622835.99,146408283.17466262
2019-03-06 19:46:30+00:00,-145365952.0,-17428096.8,622835.61,146408286.9346321
2019-03-06 19:46:31+00:00,-145365952.0,-17428127.2,622835.24,146408290.5518054
2019-03-06 19:46:32+00:00,-145365952.0,-17428158.9,622834.86,146408294.32369187
2019-03-06 19:46:33+00:00,-145365952.0,-17428189.3,622834.49,146408297.9408779
2019-03-06 19:46:34+00:00,-145365952.0,-17428220.9,622834.12,146408301.70091632
2019-03-06 19:46:35+00:00,-145365952.0,-17428251.3,622833.74,146408305.3180725
2019-03-06 19:46:36+00:00,-145365952.0,-17428282.9,622833.37,146408309.0781241
2019-03-06 19:46:37+00:00,-145365952.0,-17428313.3,622832.99,146408312.695293
2019-03-06 19:46:38+00:00,-145365952.0,-17428344.9,622832.62,146408316.45535782
2019-03-06 19:46:39+00:00,-145365952.0,-17428375.3,622832.25,146408320.07258192
2019-03-06 19:46:40+00:00,-145365952.0,-17428407.0,622831.88,146408323.8445639
2019-03-06 19:46:41+00:00,-145365952.0,-17428437.4,622831.5,146408327.4617582
2019-03-06 19:46:42+00:00,-145365952.0,-17428469.0,622831.13,146408331.22184938
2019-03-06 19:46:43+00:00,-145365952.0,-17428499.4,622830.75,146408334.83905637
2019-03-06 19:46:44+00:00,-145365952.0,-17428531.0,622830.38,146408338.5991608
2019-03-06 19:46:45+00:00,-145365952.0,-17428561.4,622830.01,146408342.216423
2019-03-06 19:46:46+00:00,-145365952.0,-17428593.0,622829.63,146408345.97649807
2019-03-06 19:46:47+00:00,-145365952.0,-17428623.5,622829.26,146408349.6056771
2019-03-06 19:46:48+00:00,-145365952.0,-17428655.0,622828.88,146408353.35386124
2019-03-06 19:46:49+00:00,-145365952.0,-17428685.5,622828.51,146408356.983053
2019-03-06 19:46:50+00:00,-145365952.0,-17428717.0,622828.14,146408360.7312928
2019-03-06 19:46:51+00:00,-145365952.0,-17428747.5,622827.76,146408364.3604548
2019-03-06 19:46:52+00:00,-145365952.0,-17428779.0,622827.39,146408368.1087078
2019-03-06 19:46:53+00:00,-145365952.0,-17428809.5,622827.01,146408371.73788247
2019-03-06 19:46:54+00:00,-145365952.0,-17428841.0,622826.64,146408375.4861486
2019-03-06 19:46:55+00:00,-145365952.0,-17428871.6,622826.27,146408379.12728286
2019-03-06 19:46:56+00:00,-145365952.0,-17428903.0,622825.89,146408382.86361533
2019-03-06 19:46:57+00:00,-145365952.0,-17428933.6,622825.52,146408386.50476235
2019-03-06 19:46:58+00:00,-145365952.0,-17428965.0,622825.14,146408390.2411079
2019-03-06 19:46:59+00:00,-145365956.8,-17428995.6,622824.77,146408398.64809126
2019-03-06 19:47:00+00:00,-145365968.0,-17429027.0,622824.4,146408413.504747
2019-03-06 19:47:01+00:00,-145365968.0,-17429057.7,622824.02,146408417.15778106
2019-03-06 19:47:02+00:00,-145365968.0,-17429089.0,622823.65,146408420.8822906
2019-03-06 19:47:03+00:00,-145365968.0,-17429119.7,622823.28,146408424.53538
2019-03-06 19:47:04+00:00,-145365968.0,-17429151.0,622822.9,146408428.25986007
2019-03-06 19:47:05+00:00,-145365968.0,-17429181.7,622822.53,146408431.9129623
2019-03-06 19:47:06+00:00,-145365968.0,-17429213.0,622822.15,146408435.6374554
2019-03-06 19:47:07+00:00,-145365968.0,-17429243.8,622821.78,146408439.302475
2019-03-06 19:47:08+00:00,-145365968.0,-17429275.0,622821.4,146408443.01507664
2019-03-06 19:47:09+00:00,-145365968.0,-17429305.8,622821.03,146408446.68010908
2019-03-06 19:47:10+00:00,-145365968.0,-17429337.0,622820.65,146408450.39272377
2019-03-06 19:47:11+00:00,-145365968.0,-17429367.8,622820.28,146408454.0577691
2019-03-06 19:47:12+00:00,-145365968.0,-17429399.0,622819.91,146408457.77043933
2019-03-06 19:47:13+00:00,-145365968.0,-17429429.9,622819.53,146408461.4473596
2019-03-06 19:47:14+00:00,-145365968.0,-17429461.0,622819.16,146408465.14813823
2019-03-06 19:47:15+00:00,-145365968.0,-17429491.9,622818.78,146408468.82507142
2019-03-06 19:47:16+00:00,-145365968.0,-17429523.0,622818.41,146408472.52586302
2019-03-06 19:47:17+00:00,-145365968.0,-17429553.9,622818.04,146408476.20285165
2019-03-06 19:47:18+00:00,-145365968.0,-17429585.0,622817.67,146408479.90365624
2019-03-06 19:47:19+00:00,-145365968.0,-17429616.0,622817.29,146408483.59252003
2019-03-06 19:47:20+00:00,-145365968.0,-17429647.0,622816.92,146408487.2814328
2019-03-06 19:47:21+00:00,-145365968.0,-17429678.0,622816.54,146408490.97030953
2019-03-06 19:47:22+00:00,-145365968.0,-17429709.0,622816.17,146408494.65923524
2019-03-06 19:47:23+00:00,-145365968.0,-17429740.0,622815.79,146408498.34812492
2019-03-06 19:47:24+00:00,-145365968.0,-17429771.0,622815.42,146408502.0370636
2019-03-06 19:47:25+00:00,-145365968.0,-17429802.1,622815.05,146408505.73791367
2019-03-06 19:47:26+00:00,-145365968.0,-17429833.0,622814.67,146408509.41491783
2019-03-06 19:47:27+00:00,-145365968.0,-17429864.1,622814.3,146408513.11578086
2019-03-06 19:47:28+00:00,-145365968.0,-17429895.0,622813.92,146408516.79279792
2019-03-06 19:47:29+00:00,-145365968.0,-17429926.1,622813.55,146408520.49367395
2019-03-06 19:47:30+00:00,-145365968.0,-17429957.0,622813.18,146408524.17074648
2019-03-06 19:47:31+00:00,-145365968.0,-17429988.2,622812.8,146408527.88349798
2019-03-06 19:47:32+00:00,-145365968.0,-17430019.0,622812.43,146408531.54867837
2019-03-06 19:47:33+00:00,-145365974.4,-17430050.2,622812.05,146408541.61586884
2019-03-06 19:47:34+00:00,-145365984.0,-17430081.0,622811.68,146408554.8127006
2019-03-06 19:47:35+00:00,-145365984.0,-17430112.2,622811.31,146408558.52552032
2019-03-06 19:47:36+00:00,-145365984.0,-17430143.0,622810.93,146408562.19068348
2019-03-06 19:47:37+00:00,-145365984.0,-17430174.2,622810.56,146408565.9035162
2019-03-06 19:47:38+00:00,-145365984.0,-17430205.0,622810.18,146408569.56869224
2019-03-06 19:47:39+00:00,-145365984.0,-17430236.3,622809.81,146408573.29344317
2019-03-06 19:47:40+00:00,-145365984.0,-17430267.0,622809.44,146408576.9467694
2019-03-06 19:47:41+00:00,-145365984.0,-17430298.3,622809.07,146408580.67153344
2019-03-06 19:47:42+00:00,-145365984.0,-17430329.0,622808.69,146408584.32482994
2019-03-06 19:47:43+00:00,-145365984.0,-17430360.3,622808.32,146408588.049607
2019-03-06 19:47:44+00:00,-145365984.0,-17430391.0,622807.94,146408591.70291635
2019-03-06 19:47:45+00:00,-145365984.0,-17430422.4,622807.57,146408595.43961182
2019-03-06 19:47:46+00:00,-145365984.0,-17430453.0,622807.2,146408599.08107117
2019-03-06 19:47:47+00:00,-145365984.0,-17430484.4,622806.82,146408602.81773725
2019-03-06 19:47:48+00:00,-145365984.0,-17430515.0,622806.45,146408606.45920935
2019-03-06 19:47:49+00:00,-145365984.0,-17430546.4,622806.07,146408610.19588852
2019-03-06 19:47:50+00:00,-145365984.0,-17430577.0,622805.7,146408613.83737344
2019-03-06 19:47:51+00:00,-145365984.0,-17430608.4,622805.33,146408617.57410827
2019-03-06 19:47:52+00:00,-145365984.0,-17430639.0,622804.95,146408621.2155634
2019-03-06 19:47:53+00:00,-145365984.0,-17430670.5,622804.58,146408624.96421683
2019-03-06 19:47:54+00:00,-145365984.0,-17430701.0,622804.2,146408628.59377924
2019-03-06 19:47:55+00:00,-145365984.0,-17430732.5,622803.83,146408632.34244582
2019-03-06 19:47:56+00:00,-145365984.0,-17430763.0,622803.46,146408635.9720635
2019-03-06 19:47:57+00:00,-145365984.0,-17430794.5,622803.08,146408639.7207007
2019-03-06 19:47:58+00:00,-145365984.0,-17430825.0,622802.71,146408643.35033116
2019-03-06 19:47:59+00:00,-145365984.0,-17430856.6,622802.33,146408647.1108871
2019-03-06 19:48:00+00:00,-145365984.0,-17430887.0,622801.96,146408650.72862464
2019-03-06 19:48:01+00:00,-145365984.0,-17430918.6,622801.58,146408654.48919383
2019-03-06 19:48:02+00:00,-145365984.0,-17430949.0,622801.21,146408658.10694405
2019-03-06 19:48:03+00:00,-145365984.0,-17430980.6,622800.84,146408661.86756894
2019-03-06 19:48:04+00:00,-145365984.0,-17431011.0,622800.47,146408665.48533186
2019-03-06 19:48:05+00:00,-145365984.0,-17431042.7,622800.09,146408669.25783318
