z,H_TFGR,q_TFGR,j_TFGR,H_LCDM,q_LCDM,j_LCDM,Omega_r_TFGR,Omega_m_TFGR,Omega_TF_TFGR
-2.228535669586982904e-01,6.741146783137354248e+01,-9.901758031717323716e-01,1.894195944235391948e+00,6.336913281203684534e+01,-7.078192233936700939e-01,1.000000000000000000e+00,3.933144884902968057e-05,1.720742969421747981e-01,8.278863716089761571e-01
-2.191113892365456062e-01,6.741537025924900206e+01,-9.857144930399707183e-01,1.891520902511964142e+00,6.345865572067921079e+01,-7.044133875704003955e-01,1.000000000000000000e+00,4.008986433997122745e-05,1.745518334844707031e-01,8.254080766511893152e-01
-2.153692115143929220e-01,6.742069686924290295e+01,-9.812243723208872170e-01,1.888828595469171923e+00,6.354891297013536899e+01,-7.009941731060490566e-01,1.000000000000000000e+00,4.085742462602399782e-05,1.770453642235960134e-01,8.229137783517779248e-01
-2.116270337922402378e-01,6.742744363572880673e+01,-9.767057807236060318e-01,1.886119226953300032e+00,6.363990555542483918e+01,-6.975618154874670962e-01,1.000000000000000000e+00,4.163413875506226467e-05,1.795547004206984043e-01,8.204036654405465478e-01
-2.078848560700875536e-01,6.743560657377318535e+01,-9.721590641925831333e-01,1.883393004548065797e+00,6.373163444047270332e+01,-6.941165514316628427e-01,1.000000000000000000e+00,4.242001413747056274e-05,1.820796498749447379e-01,8.178779301109178057e-01
-2.041426783479348694e-01,6.744518173716147658e+01,-9.675845747848811351e-01,1.880650139500977591e+00,6.382410055822016659e+01,-6.906586188210930288e-01,1.000000000000000000e+00,4.321505654305218765e-05,1.846200169917054379e-01,8.153367679517514732e-01
-2.004005006257821853e-01,6.745616521648400976e+01,-9.629826705445367896e-01,1.877890846647949141e+00,6.391730481073931003e+01,-6.871882566389765357e-01,1.000000000000000000e+00,4.401927009876738754e-05,1.871756028523532955e-01,8.127803778775479771e-01
-1.966583229036295011e-01,6.746855313728082137e+01,-9.583537153741157333e-01,1.875115344336230061e+00,6.401124806935210643e+01,-6.837057049046640911e-01,1.000000000000000000e+00,4.483265728730159282e-05,1.897462052856240811e-01,8.102089620570885886e-01
-1.929161451814768169e-01,6.748234165824341346e+01,-9.536980789035415240e-01,1.872323854345701699e+00,6.410593117475359293e+01,-6.802112046090936781e-01,1.000000000000000000e+00,4.565521894646402273e-05,1.923316189404896681e-01,8.076227258405638265e-01
-1.891739674593241327e-01,6.749752696947280128e+01,-9.490161363563001107e-01,1.869516601808599354e+00,6.420135493713911501e+01,-6.767049976503606290e-01,1.000000000000000000e+00,4.648695426941498835e-05,1.949316353604889085e-01,8.050218776852415825e-01
-1.854317897371714485e-01,6.751410529079197431e+01,-9.443082684131129945e-01,1.866693815127720812e+00,6.429752013633557794e+01,-6.731873267694366003e-01,1.000000000000000000e+00,4.732786080572077387e-05,1.975460430594632444e-01,8.024066290797310375e-01
-1.816896120150186533e-01,6.753207287011207427e+01,-9.395748610731806671e-01,1.863855725893173831e+00,6.439442752193677677e+01,-6.696584354860621868e-01,1.000000000000000000e+00,4.817793446323324338e-05,2.001746275986409640e-01,7.997771944668958799e-01
-1.779474342928659691e-01,6.755142598185061331e+01,-9.348163055131002430e-01,1.861002568797734735e+00,6.449207781344256318e+01,-6.661185680348479243e-01,1.000000000000000000e+00,4.903716951079080530e-05,2.028171716650137291e-01,7.971337911654754471e-01
-1.742052565707132850e-01,6.757216092540090813e+01,-9.300329979435533190e-01,1.858134581550869857e+00,6.459047170040183516e+01,-6.625679693016078842e-01,1.000000000000000000e+00,4.990555858173738703e-05,2.054734551509491691e-01,7.944766392904690777e-01
-1.704630788485606008e-01,6.759427402365152204e+01,-9.252253394638781936e-01,1.855252004791486886e+00,6.468960984255949143e+01,-6.590068847599572788e-01,1.000000000000000000e+00,5.078309267825364650e-05,2.081432552349786191e-01,7.918059616723430727e-01
-1.667209011264079166e-01,6.761776162155430825e+01,-9.203937359146283637e-01,1.852355081999482733e+00,6.478949287000682489e+01,-6.554355604082030551e-01,1.000000000000000000e+00,5.166976117649595487e-05,2.108263464637031293e-01,7.891219837751204391e-01
-1.629787234042552324e-01,6.764262008474048571e+01,-9.155385977282247678e-01,1.849444059406149643e+00,6.489012138333590940e+01,-6.518542427065514566e-01,1.000000000000000000e+00,5.256555183253621176e-05,2.135225008347556297e-01,7.864249336134118140e-01
-1.592365456821025482e-01,6.766884579818324141e+01,-9.106603397778163522e-01,1.846519185903504612e+00,6.499149595379729760e+01,-6.482631785146639736e-01,1.000000000000000000e+00,5.347045078909606880e-05,2.162314878807603535e-01,7.837150416684506293e-01
-1.554943679599498640e-01,6.769643516490602053e+01,-9.057593812244525422e-01,1.843580712952612499e+00,6.509361712346147044e+01,-6.446626150295864388e-01,1.000000000000000000e+00,5.438444258306757942e-05,2.189530747542257627e-01,7.809925408031912486e-01
-1.517521902377971799e-01,6.772538460473549549e+01,-9.008361453626864135e-01,1.840628894490965450e+00,6.519648540538354098e+01,-6.410527997240765830e-01,1.000000000000000000e+00,5.530751015381229205e-05,2.216870263133109142e-01,7.782576661765352455e-01
-1.480100125156444957e-01,6.775569055309824762e+01,-8.958910594647186976e-01,1.837663986838991237e+00,6.530010128377156775e+01,-6.374339802853580261e-01,1.000000000000000000e+00,5.623963485222949681e-05,2.244331052084005962e-01,7.755106551567472195e-01
-1.442678347934918115e-01,6.778734945986002458e+01,-8.909245546231931989e-01,1.834686248605752024e+00,6.540446521415798031e+01,-6.338064045543244651e-01,1.000000000000000000e+00,5.718079645058417261e-05,2.271910719694279490e-01,7.727517472341214333e-01
-1.405256570713391273e-01,6.782035778820690552e+01,-8.859370655927641947e-01,1.831695940593910610e+00,6.550957762357442959e+01,-6.301703204652193691e-01,1.000000000000000000e+00,5.813097315308440253e-05,2.299606850938797353e-01,7.699811839329672170e-01
-1.367834793491864431e-01,6.785471201356723725e+01,-8.809290306305448404e-01,1.828693325704023209e+00,6.561543891072973622e+01,-6.265259759858133881e-01,1.000000000000000000e+00,5.909014160719704964e-05,2.327417011354214194e-01,7.671992087229714263e-01
-1.330413016270337589e-01,6.789040862257348863e+01,-8.759008913355542658e-01,1.825678668838238483e+00,6.572204944619092259e+01,-6.228736190581065646e-01,1.000000000000000000e+00,6.005827691569049192e-05,2.355338747930775245e-01,7.644060669300067890e-01
-1.292991239048810748e-01,6.792744411206321331e+01,-8.708530924872806001e-01,1.822652236803461889e+00,6.582940957256737136e+01,-6.192134975395739982e-01,1.000000000000000000e+00,6.103535264939201593e-05,2.383369590009032091e-01,7.616020056464474219e-01
-1.255569461827283906e-01,6.796581498811821120e+01,-8.657860818834703931e-01,1.819614298214061510e+00,6.593751960469786866e+01,-6.155458591449813888e-01,1.000000000000000000e+00,6.202134086064729226e-05,2.411507050180832779e-01,7.587872736410560259e-01
-1.218147684605757064e-01,6.800551776514096503e+01,-8.607003101772660036e-01,1.816565123394183523e+00,6.604637982984060329e+01,-6.118709513887878870e-01,1.000000000000000000e+00,6.301621209746869213e-05,2.439748625193943754e-01,7.559621212685082581e-01
-1.180725907384229112e-01,6.804654896496762717e+01,-8.555962307137995326e-01,1.813504984279741716e+00,6.615599050786593693e+01,-6.081890215281607892e-01,1.000000000000000000e+00,6.401993541835843853e-05,2.468091796859655795e-01,7.531268003786160126e-01
-1.143304130162702270e-01,6.808890511601673268e+01,-8.504742993663672035e-01,1.810434154320158084e+00,6.626635187145193129e+01,-6.045003165066210604e-01,1.000000000000000000e+00,6.503247840779243622e-05,2.496534032962748617e-01,7.502815642253173323e-01
-1.105882352941175428e-01,6.813258275247275719e+01,-8.453349743722873288e-01,1.807352908379914691e+00,6.637746412628258952e+01,-6.008050828983387825e-01,1.000000000000000000e+00,6.605380719234998812e-05,2.525072788173167715e-01,7.474266673754909052e-01
-1.068460575719648586e-01,6.817757841350379522e+01,-8.401787161685674299e-01,1.804261522639992510e+00,6.648932745124859878e+01,-5.971035668530988438e-01,1.000000000000000000e+00,6.708388645747382620e-05,2.553705504958779793e-01,7.445623656176646454e-01
-1.031038798498121745e-01,6.822388864251256280e+01,-8.350059872274849804e-01,1.801160274499260083e+00,6.660194199865073017e+01,-5.933960140419545226e-01,1.000000000000000000e+00,6.812267946484493913e-05,2.582429614498586989e-01,7.416889158706764240e-01
-9.936170212765949028e-02,6.827150998642005675e+01,-8.298172518922004581e-01,1.798049442475881943e+00,6.671530789440555509e+01,-5.896826696035873949e-01,1.000000000000000000e+00,6.917014807035586608e-05,2.611242537595763746e-01,7.388065760923532288e-01
-9.561952440550680610e-02,6.832043899498091832e+01,-8.246129762125091744e-01,1.794929306108813627e+00,6.682942523825362002e+01,-5.859637780913896643e-01,1.000000000000000000e+00,7.022625274266593599e-05,2.640141685589901810e-01,7.359156051882670413e-01
-9.187734668335412191e-02,6.837067222012997547e+01,-8.193936277808469004e-01,1.791800145859447246e+00,6.694429410396988089e+01,-5.822395834212865662e-01,1.000000000000000000e+00,7.129095258232136256e-05,2.669124461267853854e-01,7.330162629206322666e-01
-8.813516896120143773e-02,6.842220621535919634e+01,-8.141596755686542064e-01,1.788662243013477537e+00,6.705991453957635429e+01,-5.785103288203140570e-01,1.000000000000000000e+00,7.236420534142276660e-05,2.698188259772558717e-01,7.301088098174027818e-01
-8.439299123904875355e-02,6.847503753512421554e+01,-8.089115897632126462e-01,1.785515879583048360e+00,6.717628656755695715e+01,-5.747762567759653329e-01,1.000000000000000000e+00,7.344596744382273759e-05,2.727330469509258726e-01,7.271935070816304414e-01
-8.065081351689606937e-02,6.852916273427995009e+01,-8.036498416050553706e-01,1.782361338209246693e+00,6.729341018507435024e+01,-5.710376089863251625e-01,1.000000000000000000e+00,7.453619400583490835e-05,2.756548473048506254e-01,7.242706165011435493e-01
-7.690863579474338518e-02,6.858457836754442383e+01,-7.983749032260574197e-01,1.779198902065006305e+00,6.741128536418884210e+01,-5.672946263109992504e-01,1.000000000000000000e+00,7.563483885743676181e-05,2.785839648025390525e-01,7.213404003586034730e-01
-7.316645807259070100e-02,6.864128098899023200e+01,-7.930872474883121637e-01,1.776028854758484155e+00,6.752991205207918313e+01,-5.635475487228577274e-01,1.000000000000000000e+00,7.674185456394716921e-05,2.815201368034392360e-01,7.184031213419967976e-01
-6.942428035043801682e-02,6.869926715156299224e+01,-7.877873478238928140e-01,1.772851480236966371e+00,6.764929017126520705e+01,-5.597966152606008716e-01,1.000000000000000000e+00,7.785719244815999802e-05,2.844631003519312862e-01,7.154590424556205308e-01
-6.568210262828533264e-02,6.875853340662607138e+01,-7.824756780755998120e-01,1.769667062691369530e+00,6.776941961983222029e+01,-5.560420639821612721e-01,1.000000000000000000e+00,7.898080261291484303e-05,2.874125922657724819e-01,7.125084269316146468e-01
-6.193992490613253743e-02,6.881907630353096295e+01,-7.771527123387929059e-01,1.766475886461392975e+00,6.789030027165712511e+01,-5.522841319189519815e-01,1.000000000000000000e+00,8.011263396408536497e-05,2.903683492239387265e-01,7.095515381420972600e-01
-5.819774718397985325e-02,6.888089238921267565e+01,-7.718189248044032835e-01,1.763278235941379890e+00,6.801193197663617696e+01,-5.485230550309725395e-01,1.000000000000000000e+00,8.125263423396607352e-05,2.933301078538102513e-01,7.065886395119557184e-01
-5.445556946182716906e-02,6.894397820780957886e+01,-7.664747896032182428e-01,1.760074395486942445e+00,6.813431456091420557e+01,-5.447590681627793030e-01,1.000000000000000000e+00,8.240075000503805248e-05,2.962976048176499400e-01,7.036199944323449085e-01
-5.071339173967448488e-02,6.900833030030700854e+01,-7.611207806515338792e-01,1.756864649322408489e+00,6.825744782711538505e+01,-5.409924050003347418e-01,1.000000000000000000e+00,8.355692673409351515e-05,2.992705768983208170e-01,7.006458661749450645e-01
-4.697121401752180070e-02,6.907394520420400852e+01,-7.557573714982608326e-01,1.753649281449142894e+00,6.838133155457539658e+01,-5.372232980287363624e-01,1.000000000000000000e+00,8.472110877669979643e-05,3.022487610841959049e-01,6.976665178070273754e-01
-4.322903629536911652e-02,6.914081945320276645e+01,-7.503850351735736890e-01,1.750428575554791699e+00,6.850596549957489856e+01,-5.334519784908408058e-01,1.000000000000000000e+00,8.589323941198306249e-05,3.052318946532103228e-01,6.946822121073776835e-01
-3.948685857321643233e-02,6.920894957691989191e+01,-7.450042440391879683e-01,1.747202814923508374e+00,6.863134939557419045e+01,-5.296786763467844494e-01,1.000000000000000000e+00,8.707326086771115183e-05,3.082197152560089415e-01,6.916932114831233491e-01
-3.574468085106374815e-02,6.927833210061926650e+01,-7.396154696403450801e-01,1.743972282347201919e+00,6.875748295344919825e+01,-5.259036202344081756e-01,1.000000000000000000e+00,8.826111434565647935e-05,3.112119609981443547e-01,6.886997778875100229e-01
-3.200250312891106397e-02,6.934896354496568449e+01,-7.342191825595872912e-01,1.740737260037860779e+00,6.888436586172844045e+01,-5.221270374305947426e-01,1.000000000000000000e+00,8.945674004721841709e-05,3.142083705212799227e-01,6.857021727386727328e-01
-2.826032540675837978e-02,6.942084042579868708e+01,-7.288158522724008659e-01,1.737498029540998745e+00,6.901199778683108832e+01,-5.183491538135197585e-01,1.000000000000000000e+00,9.066007719928556824e-05,3.172086830833558690e-01,6.827006568394448083e-01
-2.451814768460569560e-02,6.949395925392636286e+01,-7.234059470047977669e-01,1.734254871650263263e+00,6.914037837330597824e+01,-5.145701938258229191e-01,1.000000000000000000e+00,9.187106408031776828e-05,3.202126386376762390e-01,6.796954902982433877e-01
-2.077596996245301142e-02,6.956831653493807721e+01,-7.179899335929118553e-01,1.731008066323254102e+00,6.926950724407154780e+01,-5.107903804387039504e-01,1.000000000000000000e+00,9.308963804662854157e-05,3.232199779108781978e-01,6.766869324510751404e-01
-1.703379224030032724e-02,6.964390876903600258e+01,-7.125682773446772034e-01,1.727757892598591472e+00,6.939938400065651081e+01,-5.070099351169441437e-01,1.000000000000000000e+00,9.431573555884756256e-05,3.262304424797429214e-01,6.736752417846981755e-01
-1.329161451814764305e-02,6.972073245088473925e+01,-7.071414419036556875e-01,1.724504628514272886e+00,6.953000822344142762e+01,-5.032290777848578145e-01,1.000000000000000000e+00,9.554929220854409396e-05,3.292437748468136083e-01,6.706606758609777730e-01
-9.549436795994958871e-03,6.979878406947852909e+01,-7.017098891150761464e-01,1.721248551027358964e+00,6.966137947190080126e+01,-4.994480267931755701e-01,1.000000000000000000e+00,9.679024274499158803e-05,3.322597185147834198e-01,6.676434912424715762e-01
-5.807259073842274688e-03,6.987806010802560763e+01,-6.962740788941474968e-01,1.717989935935023027e+00,6.979349728484595516e+01,-4.956669988868592225e-01,1.000000000000000000e+00,9.803852110205420634e-05,3.352780180596209303e-01,6.646239434192769968e-01
-2.065081351689590505e-03,6.995855704384898388e+01,-6.908344690967029855e-01,1.714729057796999578e+00,6.992636118066835138e+01,-4.918862091738522846e-01,1.000000000000000000e+00,9.929406042517600005e-05,3.382984192023993919e-01,6.616022867371753602e-01
1.677096370463204700e-03,7.004027134830347734e+01,-6.853915153922313097e-01,1.711466189859465192e+00,7.005997065758343467e+01,-4.881058710947614454e-01,1.000000000000000000e+00,1.005567930984539802e-04,3.413206688798012256e-01,6.585787743271004357e-01
5.419274092615888883e-03,7.012319948670825909e+01,-6.799456711393453423e-01,1.708201603980382233e+00,7.019432519387490288e+01,-4.843261963934738512e-01,1.000000000000000000e+00,1.018266507717758879e-04,3.443445153132664305e-01,6.555536580359618837e-01
9.161451814768573065e-03,7.020733791829451320e+01,-6.744973872637427537e-01,1.704935570556338043e+00,7.032942424813924731e+01,-4.805473950887071410e-01,1.000000000000000000e+00,1.031035643880039886e-04,3.473697080767581546e-01,6.525271883588538158e-01
1.290362953692114623e-02,7.029268309616766430e+01,-6.690471121386948328e-01,1.701668358450900254e+00,7.046526725953084735e+01,-4.767696754464868514e-01,1.000000000000000000e+00,1.043874642101881540e-04,3.503959981631230014e-01,6.494996143726666782e-01
1.664580725907383041e-02,7.037923146728391544e+01,-6.635952914681211290e-01,1.698400234924524854e+00,7.060185364800688035e+01,-4.729932439535584066e-01,1.000000000000000000e+00,1.056782798487869798e-04,3.534231380490147623e-01,6.464711836711365400e-01
2.038798498122651459e-02,7.046697947244032889e+01,-6.581423681722778918e-01,1.695131465566031004e+00,7.073918281457279988e+01,-4.692183052917229258e-01,1.000000000000000000e+00,1.069759402888823040e-04,3.564508817583653677e-01,6.434421423013457764e-01
2.413016270337919877e-02,7.055592354627825102e+01,-6.526887822761058278e-01,1.691862314225673458e+00,7.087725414152764358e+01,-4.654450623130956810e-01,1.000000000000000000e+00,1.082803739173679209e-04,3.594789849243800739e-01,6.404127347017025684e-01
2.787234042553188296e-02,7.064606011729942736e+01,-6.472349708002698154e-01,1.688593042949827039e+00,7.101606699270949719e+01,-4.616737160162879827e-01,1.000000000000000000e+00,1.095915085500954149e-04,3.625072048500361799e-01,6.373832036414138758e-01
3.161451814768478918e-02,7.073738560789466590e+01,-6.417813676549206647e-01,1.685323911917307793e+00,7.115562071374101549e+01,-4.579044655235027794e-01,1.000000000000000000e+00,1.109092714589604854e-04,3.655353005670686217e-01,6.343537901614723085e-01
3.535669586983747337e-02,7.082989643438416749e+01,-6.363284035362147817e-01,1.682055179377346388e+00,7.129591463227458803e+01,-4.541375080585448032e-01,1.000000000000000000e+00,1.122335893989129978e-04,3.685630328934264011e-01,6.313247335171746633e-01
3.909887359199015755e-02,7.092358900706958025e+01,-6.308765058256066149e-01,1.678787101589224173e+00,7.143694805823777472e+01,-4.503730389257344369e-01,1.000000000000000000e+00,1.135643886348748638e-04,3.715901644891850264e-01,6.282962711221801166e-01
4.284105131414284173e-02,7.101845973029703885e+01,-6.254260984919507438e-01,1.675519932763597897e+00,7.157872028407821574e+01,-4.466112514897269126e-01,1.000000000000000000e+00,1.149015949685489052e-04,3.746164599109007565e-01,6.252686384941306130e-01
4.658322903629552592e-02,7.111450500253083362e+01,-6.199776019964249318e-01,1.672253925005514619e+00,7.172123058500841353e+01,-4.428523371562256283e-01,1.000000000000000000e+00,1.162451337651043356e-04,3.776416856643973752e-01,6.222420692018375554e-01
5.032540675844821010e-02,7.121172121643741093e+01,-6.145314332002959068e-01,1.668989328259130822e+00,7.186447821925027313e+01,-4.390964853535861412e-01,1.000000000000000000e+00,1.175949299797227055e-04,3.806656102559725641e-01,6.192167948140476774e-01
5.406758448060089428e-02,7.131010475897920742e+01,-6.090880052755436314e-01,1.665726390254149258e+00,7.200846242827914523e+01,-4.353438835153040642e-01,1.000000000000000000e+00,1.189509081839902285e-04,3.836880042420183212e-01,6.161930448497976442e-01
5.780976220275357846e-02,7.140965201151797714e+01,-6.036477276183541685e-01,1.662465356453974197e+00,7.215318243706761336e+01,-4.315947170633779306e-01,1.000000000000000000e+00,1.203129925921213935e-04,3.867086402770464892e-01,6.131710467303612688e-01
6.155193992490626265e-02,7.151035934992717102e+01,-5.982110057654946855e-01,1.659206470005596845e+00,7.229863745432867006e+01,-4.278491693925429162e-01,1.000000000000000000e+00,1.216811070870004705e-04,3.897272931601138968e-01,6.101510257327990017e-01
6.529411764705894683e-02,7.161222314471316963e+01,-5.927782413135749273e-01,1.655949971691210720e+00,7.244482667275850929e+01,-4.241074218553658737e-01,1.000000000000000000e+00,1.230551752460268711e-04,3.927437398796440049e-01,6.071332049451100277e-01
6.903629536921163101e-02,7.171523976114457355e+01,-5.873498318412018193e-01,1.652696099881564518e+00,7.259174926927863680e+01,-4.203696537481935724e-01,1.000000000000000000e+00,1.244351203667513938e-04,3.957577596566413947e-01,6.041178052229917439e-01
7.277847309136431520e-02,7.181940555938984971e+01,-5.819261708340295325e-01,1.649445090491049815e+00,7.273940440527745466e+01,-4.166360422979460409e-01,1.000000000000000000e+00,1.258208654922904509e-04,3.987691339862989848e-01,6.011050451482087276e-01
7.652065081351699938e-02,7.192471689466226792e+01,-5.765076476127035665e-01,1.646197176934526052e+00,7.288779122685112100e+01,-4.129067626497471277e-01,1.000000000000000000e+00,1.272123334365056751e-04,4.017776466779958144e-01,5.980951409885677528e-01
8.026282853566968356e-02,7.203117011737231223e+01,-5.710946472636981852e-01,1.642952590085879461e+00,7.303690886504371349e+01,-4.091819878553819567e-01,1.000000000000000000e+00,1.286094468089377639e-04,4.047830838936895548e-01,5.950883066595015203e-01
8.400500625782236774e-02,7.213876157328706995e+01,-5.656875505730407649e-01,1.639711558238315270e+00,7.318675643608669645e+01,-4.054618888625735051e-01,1.000000000000000000e+00,1.300121280394818369e-04,4.077852341847046369e-01,5.920847536872558825e-01
8.774718397997505193e-02,7.224748760369595857e+01,-5.602867339629175047e-01,1.636474307066376754e+00,7.333733304163747846e+01,-4.017466345050667575e-01,1.000000000000000000e+00,1.314202994027944800e-04,4.107838885269200491e-01,5.890846911736772329e-01
9.148936170212773611e-02,7.235734454558304662e+01,-5.548925694311488410e-01,1.633241059589686905e+00,7.348863776901715994e+01,-3.980363914935136638e-01,1.000000000000000000e+00,1.328338830424206864e-04,4.137788403543630755e-01,5.860883257625946197e-01
9.523153942428042029e-02,7.246832873180508727e+01,-5.495054244935264620e-01,1.630012036138403397e+00,7.364066969144744235e+01,-3.943313244071451895e-01,1.000000000000000000e+00,1.342528009946314231e-04,4.167698855912142508e-01,5.830958616077910328e-01
9.897371714643310447e-02,7.258043649127533570e+01,-5.441256621289941586e-01,1.626787454320383963e+00,7.379342786828654255e+01,-3.906315956862226324e-01,1.000000000000000000e+00,1.356769752119615252e-04,4.197568226822323556e-01,5.801075003425557597e-01
1.027158948685857887e-01,7.269366414915256769e+01,-5.387536407276594108e-01,1.623567528990044195e+00,7.394691134526416931e+01,-3.869373656252570459e-01,1.000000000000000000e+00,1.371063275864384831e-04,4.227394526216064485e-01,5.771234410508070400e-01
1.064580725907384728e-01,7.280800802703524255e+01,-5.333897140416182792e-01,1.620352472218907547e+00,7.410111915471540556e+01,-3.832487923669861685e-01,1.000000000000000000e+00,1.385407799724940200e-04,4.257175789802470356e-01,5.741438802397803576e-01
1.102002503128911570e-01,7.292346444316031295e+01,-5.280342311385715082e-01,1.617142493267824666e+00,7.425605031581365267e+01,-3.795660318970967007e-01,1.000000000000000000e+00,1.399802542095486459e-04,4.286910079315257582e-01,5.711690118142647155e-01
1.139424280350438412e-01,7.304002971260652544e+01,-5.226875363582128564e-01,1.613937798560859394e+00,7.441170383480236694e+01,-3.758892380396826050e-01,1.000000000000000000e+00,1.414246721442626584e-04,4.316595482754752022e-01,5.681990270523805675e-01
1.176846057571965254e-01,7.315770014750184203e+01,-5.173499692713632303e-01,1.610738591660818564e+00,7.456807870522580117e+01,-3.722185624534264381e-01,1.000000000000000000e+00,1.428739556524448321e-04,4.346230114614644258e-01,5.652341145828830848e-01
1.214267834793492096e-01,7.327647205723471302e+01,-5.120218646418309705e-01,1.607545073246417822e+00,7.472517390815835370e+01,-3.685541546284937242e-01,1.000000000000000000e+00,1.443280266606123210e-04,4.375812116093608095e-01,5.622744603639785455e-01
1.251689612015018938e-01,7.339634174866908722e+01,-5.067035523909638739e-01,1.604357441091062597e+00,7.488298841243302206e+01,-3.648961618841271015e-01,1.000000000000000000e+00,1.457868071671949430e-04,4.405339655291951595e-01,5.593202476636375264e-01
1.289111389236545779e-01,7.351730552636266225e+01,-5.013953575648715244e-01,1.601175890043228467e+00,7.504152117486829354e+01,-3.612447293669295290e-01,1.000000000000000000e+00,1.472502192633769874e-04,4.434810927393458835e-01,5.563716570413906881e-01
1.326533166458072621e-01,7.363935969278819016e+01,-4.960976003042831262e-01,1.598000612008422916e+00,7.520077114049398403e+01,-3.576000000498248399e-01,1.000000000000000000e+00,1.487181851535718583e-04,4.464224154832576175e-01,5.534288663315889423e-01
1.363954943679599463e-01,7.376250054855782423e+01,-4.908105958170125294e-01,1.594831795932711183e+00,7.536073724277574115e+01,-3.539621147316812655e-01,1.000000000000000000e+00,1.501906271755226133e-04,4.493577587447132871e-01,5.504920506281113513e-01
1.401376720901126305e-01,7.388672439264979630e+01,-4.855346543529966974e-01,1.591669627787783980e+00,7.552141840383816884e+01,-3.503312120375903227e-01,1.000000000000000000e+00,1.516674678200247129e-04,4.522869502616761461e-01,5.475613822705037714e-01
1.438798498122653147e-01,7.401202752263770890e+01,-4.802700811818727544e-01,1.588514290557549113e+00,7.568281353468648831e+01,-3.467074284197828593e-01,1.000000000000000000e+00,1.531486297502654761e-04,4.552098205387229424e-01,5.446370308315265918e-01
1.476220275344182209e-01,7.413840623492168902e+01,-4.750171765730575868e-01,1.585365964226222335e+00,7.584492153542711890e+01,-3.430908981591760387e-01,1.000000000000000000e+00,1.546340358207766669e-04,4.581262028580859180e-01,5.417191631060933599e-01
1.513642052565709051e-01,7.426585682496178720e+01,-4.697762357782967468e-01,1.582224825767898579e+00,7.600774129548638314e+01,-3.394817533675333898e-01,1.000000000000000000e+00,1.561236090959951131e-04,4.610359332893235185e-01,5.388079431015804222e-01
1.551063829787235893e-01,7.439437558751268398e+01,-4.645475490166408594e-01,1.579091049137581582e+00,7.617127169382821705e+01,-3.358801239902284297e-01,1.000000000000000000e+00,1.576172728684303306e-04,4.639388506976452886e-01,5.359035320294861515e-01
1.588485607008762734e-01,7.452395881686018697e+01,-4.593314014618132823e-01,1.575964805263643687e+00,7.633551159917008988e+01,-3.322861378096001461e-01,1.000000000000000000e+00,1.591149506764334037e-04,4.668347967509060559e-01,5.330060882984175574e-01
1.625907384230289576e-01,7.465460280705877949e+01,-4.541280732319269431e-01,1.572846262041695642e+00,7.650045987019753113e+01,-3.286999204488840753e-01,1.000000000000000000e+00,1.606165663215662566e-04,4.697236159252962118e-01,5.301157675083820742e-01
1.663329161451816418e-01,7.478630385217026344e+01,-4.489378393815145474e-01,1.569735584329845501e+00,7.666611535577713710e+01,-3.251215953767099820e-01,1.000000000000000000e+00,1.621220438855684688e-04,4.726051555097492418e-01,5.272327224463652096e-01
1.700750938673343260e-01,7.491905824650341117e+01,-4.437609698958214777e-01,1.566632933945310668e+00,7.683247689516804257e+01,-3.215512839121514865e-01,1.000000000000000000e+00,1.636313077469194388e-04,4.754792656090890968e-01,5.243571030831638558e-01
1.738172715894870102e-01,7.505286228485415734e+01,-4.385977296873302955e-01,1.563538469662371089e+00,7.699954331823171572e+01,-3.179891052303160381e-01,1.000000000000000000e+00,1.651442825969950024e-04,4.783457991459425518e-01,5.214890565714604964e-01
1.775594493116396944e-01,7.518771226274621711e+01,-4.334483785944625578e-01,1.560452347211625845e+00,7.716731344564028916e+01,-3.144351763684606338e-01,1.000000000000000000e+00,1.666608934558166618e-04,4.812046118614383139e-01,5.186287272451058916e-01
1.813016270337923785e-01,7.532360447667218750e+01,-4.283131713824229192e-01,1.557374719280534503e+00,7.733578608908322849e+01,-3.108896122326237910e-01,1.000000000000000000e+00,1.681810656873929111e-04,4.840555623147199116e-01,5.157762566195925880e-01
1.850438047559450627e-01,7.546053522433470562e+01,-4.231923577461360608e-01,1.554305735515215225e+00,7.750496005147228118e+01,-3.073525256047573428e-01,1.000000000000000000e+00,1.697047250146520878e-04,4.868985118812945712e-01,5.129317833936908322e-01
1.887859824780977469e-01,7.559850080488756419e+01,-4.180861823152316470e-01,1.551245542523467025e+00,7.767483412714496183e+01,-3.038240271503488410e-01,1.000000000000000000e+00,1.712317975339661016e-04,4.897333247502445031e-01,5.100954434522214642e-01
1.925281602002504311e-01,7.573749751917658557e+01,-4.129948846610344004e-01,1.548194283878997934e+00,7.784540710206609049e+01,-3.003042254265190225e-01,1.000000000000000000e+00,1.727622097292663944e-04,4.925598679203269104e-01,5.072673698699440292e-01
1.962703379224031153e-01,7.587752166998031100e+01,-4.079186993055108346e-01,1.545152100126823580e+00,7.801667775402795257e+01,-2.967932268905845716e-01,1.000000000000000000e+00,1.742958884857505591e-04,4.953780111949843135e-01,5.044476929165299106e-01
