log10_Lc,p_best,q_best,sqrtA_best,chi2_best,aic_best
21.4,0.2,0.4,2.3137115417680194,822.6183537982887,828.6183537982887
21.45,0.2,0.4,2.306784490213682,821.706651677925,827.706651677925
21.5,0.6,0.4,2.0548668473902296,818.7991505261525,824.7991505261525
21.55,0.6,0.4,2.0495690868176286,815.4472365582144,821.4472365582144
21.6,0.6,0.4,2.0445965884456507,812.2804196455879,818.2804196455879
21.650000000000002,0.6,0.4,2.03993085085398,809.2907144804791,815.2907144804791
21.700000000000003,0.6,0.4,2.035554266667679,806.4702081629765,812.4702081629765
21.750000000000004,0.6,0.4,2.031450095456033,803.8110981123625,809.8110981123625
