p,q,dAIC,AIC,chi2,sqrtA
0.3125,0.58,41.77100554314529,1181.574263390182,1175.574263390182,2.30332512062622
0.31875,0.58,42.065194106253784,1181.8684519532906,1175.8684519532906,2.296086530824766
0.325,0.58,42.29647162494325,1182.09972947198,1176.09972947198,2.2890089404463834
0.33125,0.58,42.466641562419454,1182.2698994094562,1176.2698994094562,2.2820889909182567
0.3375,0.58,42.577498398575244,1182.380756245612,1176.380756245612,2.275323379110538
0.34375,0.58,42.630825842208196,1182.434083689245,1176.434083689245,2.2687088571772462
0.35,0.58,42.62839513196468,1182.4316529790015,1176.4316529790015,2.2622422323596045
0.35625,0.58,42.57196342590464,1182.3752212729414,1176.3752212729414,2.255920366753235
0.3625,0.58,42.463272279328066,1182.2665301263648,1176.2665301263648,2.2497401770406342
0.36875,0.58,42.30404621023558,1182.1073040572724,1176.1073040572724,2.2436986341904377
0.375,0.58,42.095991351598286,1181.899249198635,1175.899249198635,2.2377927631249253
0.38125,0.58,41.84079418938245,1181.6440520364192,1175.6440520364192,2.232019642357282
0.38749999999999996,0.58,41.54012038507699,1181.3433782321138,1175.3433782321138,2.2263764036001303
0.39375,0.58,41.19561368131713,1180.998871528354,1174.998871528354,2.220860231346831
0.4,0.58,40.80889488899629,1180.612152736033,1174.612152736033,2.2154683624270572
0.40625,0.58,40.38156095415002,1180.1848188011868,1174.1848188011868,2.2101980855381482
0.4125,0.58,39.91518410273284,1179.7184419497696,1173.7184419497696,2.2050467407537284
0.41874999999999996,0.58,39.41131106130774,1179.2145689083445,1173.2145689083445,2.200011719011045
0.425,0.58,38.87146235156206,1178.6747201985988,1172.6747201985988,2.19509046157849
0.43125,0.58,38.297131656470356,1178.1003895035071,1172.1003895035071,2.190280459504727
0.4375,0.58,37.68978525584748,1177.4930431028843,1171.4930431028843,2.185579253050814
0.44375,0.58,37.050861528981386,1176.8541193760182,1170.8541193760182,2.1809844311066957
0.44999999999999996,0.58,36.38177052197011,1176.185028369007,1170.185028369007,2.176493630593412
0.45625,0.58,35.683893577357594,1175.4871514243944,1169.4871514243944,2.1721045358523066
0.46249999999999997,0.58,34.958583023625124,1174.761840870662,1168.761840870662,2.167814878022524
0.46875,0.58,34.20716192209056,1174.0104197691273,1168.0104197691273,2.1636224344080066
0.475,0.58,33.43092386873241,1173.2341817157692,1167.2341817157692,2.1595250278352016
0.48125,0.58,32.631132848491006,1172.4343906955278,1166.4343906955278,2.155520526002616
0.4875,0.58,31.809023139569717,1171.6122809866065,1165.6122809866065,2.1516068408233227
0.49374999999999997,0.58,30.965799265296027,1170.7690571123328,1164.7690571123328,2.147781927761523
0.5,0.58,30.102635991127727,1169.9058938381645,1163.9058938381645,2.1440437851641447
0.50625,0.58,29.220678364405558,1169.0239362114423,1163.0239362114423,2.1403904535884926
0.5125,0.58,28.321041794482426,1168.1242996415192,1162.1242996415192,2.1368200151268835
0.51875,0.58,27.404812170933155,1167.20807001797,1161.20807001797,2.1333305927291693
0.5249999999999999,0.58,26.47304601755127,1166.276303864588,1160.276303864588,2.129920349523997
0.53125,0.58,25.526770679912488,1165.3300285269493,1159.3300285269493,2.1265874881396303
0.5375,0.58,24.566984544340357,1164.3702423913771,1158.3702423913771,2.1233302500251026
0.54375,0.58,23.59465728614032,1163.397915133177,1157.397915133177,2.1201469147724334
0.55,0.58,22.610730145065418,1162.4139879921022,1156.4139879921022,2.117035799440606
