L_m,dt_tfgr
9.52773116889132e-06,5.18981370689632e-19
9.738548850866023e-06,5.189840491582924e-19
9.954031242019161e-06,5.189867399687808e-19
1.0174281557183189e-05,5.189894431779818e-19
1.0399405294998822e-05,5.189921588430417e-19
1.0629510288448423e-05,5.189948870213704e-19
1.086470675650722e-05,5.18997627770643e-19
1.1105107356937708e-05,5.190003811488e-19
1.1350827240252012e-05,5.190031472140497e-19
1.1601984104868259e-05,5.190059260248682e-19
1.1858698253487601e-05,5.190087176400019e-19
1.2121092650718333e-05,5.190115221184676e-19
1.2389292981975411e-05,5.1901433951955445e-19
1.2663427713682968e-05,5.190171699028253e-19
1.2943628154808923e-05,5.190200133281175e-19
1.32300285197614e-05,5.190228698555439e-19
1.352276599267646e-05,5.190257395454954e-19
1.3821980793128698e-05,5.190286224586411e-19
1.412781624329551e-05,5.190315186559298e-19
1.4440418836607656e-05,5.19034428198591e-19
1.4759938307918653e-05,5.190373511481376e-19
1.508652770522712e-05,5.19040287566365e-19
1.542034346298566e-05,5.190432375153548e-19
1.576154547703227e-05,5.190462010574738e-19
1.6110297181179455e-05,5.190491782553775e-19
1.6466765625497986e-05,5.190521691720095e-19
1.683112155633314e-05,5.190551738706042e-19
1.7203539498090988e-05,5.190581924146875e-19
1.7584197836834794e-05,5.190612248680783e-19
1.7973278905730846e-05,5.190642712948896e-19
1.8370969072384853e-05,5.190673317595304e-19
1.877745882811126e-05,5.190704063267071e-19
1.9192942879177162e-05,5.190734950614239e-19
1.961762024006578e-05,5.19076598028985e-19
2.0051694328803143e-05,5.190797152949959e-19
2.0495373064394026e-05,5.190828469253647e-19
2.0948868966414267e-05,5.190859929863036e-19
2.141239925680607e-05,5.190891535443298e-19
2.1886185963926394e-05,5.190923286662679e-19
2.2370456028897124e-05,5.190955184192502e-19
2.286544141430844e-05,5.190987228707188e-19
2.3371379215327888e-05,5.191019420884271e-19
2.388851177326723e-05,5.191051761404409e-19
2.4417086791662887e-05,5.191084250951396e-19
2.4957357454924315e-05,5.191116890212184e-19
2.5509582549608e-05,5.1911496798768925e-19
2.607402658837452e-05,5.191182620638828e-19
2.6650959936688966e-05,5.191215713194486e-19
2.724065894232403e-05,5.191248958243585e-19
2.784340606772938e-05,5.191282356489065e-19
2.84594900253294e-05,5.191315908637109e-19
2.908920591581461e-05,5.191349615397159e-19
2.9732855369493625e-05,5.191383477481928e-19
3.039074669077186e-05,5.191417495607417e-19
3.1063195005828004e-05,5.191451670492935e-19
3.175052241355748e-05,5.191486002861098e-19
3.2453058139855786e-05,5.191520493437868e-19
3.317113869531623e-05,5.191555142952545e-19
3.3905108036416105e-05,5.1915899521378e-19
3.465531773027031e-05,5.191624921729682e-19
3.542212712302978e-05,5.191660052467635e-19
3.620590351200606e-05,5.191695345094513e-19
3.700702232160507e-05,5.191730800356601e-19
3.782586728315269e-05,5.191766419003622e-19
3.866283061870038e-05,5.191802201788763e-19
3.951831322889709e-05,5.191838149468676e-19
4.039272488501813e-05,5.191874262803516e-19
4.128648442524381e-05,5.191910542556936e-19
4.22000199552799e-05,5.191946989496113e-19
4.31337690534184e-05,5.191983604391768e-19
4.408817898013466e-05,5.192020388018172e-19
4.5063706892322827e-05,5.192057341153173e-19
4.606082006227097e-05,5.192094464578204e-19
4.707999610148248e-05,5.192131759078304e-19
4.8121723189448534e-05,5.192169225442134e-19
4.91865003074839e-05,5.192206864461992e-19
5.0274837477735876e-05,5.192244676933837e-19
5.138725600748166e-05,5.192282663657292e-19
5.2524288738832276e-05,5.192320825435674e-19
5.3686480303960064e-05,5.192359163076009e-19
5.4874387385975095e-05,5.192397677389038e-19
5.608857898557292e-05,5.192436369189248e-19
5.732963669358227e-05,5.192475239294888e-19
5.859815496954454e-05,5.192514288527971e-19
5.989474142645558e-05,5.192553517714313e-19
6.122001712180971e-05,5.192592927683536e-19
6.257461685508225e-05,5.192632519269088e-19
6.395918947179459e-05,5.192672293308266e-19
6.537439817430826e-05,5.19271225064223e-19
6.682092083949411e-05,5.192752392116018e-19
6.829945034343228e-05,5.19279271857857e-19
6.981069489329563e-05,5.19283323088274e-19
7.135537836657632e-05,5.192873929885321e-19
7.293424065782013e-05,5.192914816447056e-19
7.454803803303049e-05,5.192955891432665e-19
7.61975434919166e-05,5.19299715571085e-19
7.788354713815524e-05,5.193038610154325e-19
7.960685655784634e-05,5.193080255639834e-19
8.136829720634132e-05,5.193122093048164e-19
8.31687128036327e-05,5.193164123264165e-19
8.500896573848978e-05,5.193206347176771e-19
8.688993748153915e-05,5.193248765679019e-19
8.881252900748353e-05,5.193291379668066e-19
9.0777661226663e-05,5.193334190045209e-19
9.278627542616697e-05,5.193377197715902e-19
9.483933372070395e-05,5.193420403589786e-19
9.69378195134502e-05,5.193463808580684e-19
9.908273796709372e-05,5.193507413606652e-19
0.00010127511648530081,5.193551219589968e-19
0.00010351600520483787,5.193595227457183e-19
0.00010580647749857971,5.193639438139107e-19
0.00010814763048964964,5.193683852570856e-19
0.00011054058557693488,5.193728471691856e-19
0.00011298648897223066,5.193773296445873e-19
0.00011548651224926847,5.193818327781024e-19
0.00011804185290489363,5.1938635666498035e-19
0.00012065373493265926,5.193909014009102e-19
0.0001233234094091121,5.193954670820226e-19
0.00012605215509305155,5.19400053804892e-19
0.00012884127903804696,5.1940466166653795e-19
0.0001316921172185095,5.194092907644285e-19
0.00013460603516961573,5.19413941196481e-19
0.000137584428641392,5.194186130610651e-19
0.00014062872426726957,5.19423306457004e-19
0.00014374038024743475,5.194280214835776e-19
0.00014692088704729785,5.194327582405235e-19
0.0001501717681114184,5.194375168280398e-19
0.00015349458059322536,5.19442297346787e-19
0.00015689091610088533,5.194470998978905e-19
0.00016036240145967369,5.194519245829417e-19
0.0001639106994912143,5.194567715040019e-19
0.00016753750980996222,5.194616407636027e-19
0.0001712445696373085,5.194665324647494e-19
0.00017503365463369965,5.194714467109225e-19
0.00017890657974916878,5.194763836060799e-19
0.0001828652000926868,5.194813432546597e-19
0.00018691141182074797,5.194863257615824e-19
0.00019104715304561884,5.19491331232252e-19
0.0001952744047636824,5.194963597725593e-19
0.0001995951918043249,5.195014114888846e-19
0.00020401158379981633,5.195064864880982e-19
0.00020852569617665323,5.195115848775642e-19
0.0002131396911688357,5.195167067651421e-19
0.00021785577885356477,5.195218522591898e-19
0.00022267621820985786,5.195270214685648e-19
0.00022760331820058526,5.195322145026274e-19
0.00023263943887845106,5.195374314712427e-19
0.00023778699251644455,5.195426724847829e-19
0.000243048444763306,5.195479376541299e-19
0.00024842631582455693,5.19553227090677e-19
0.00025392318166966507,5.195585409063325e-19
0.0002595416752659185,5.195638792135205e-19
0.00026528448783960293,5.195692421251847e-19
0.0002711543701650823,5.195746297547898e-19
0.00027715413388240467,5.195800422163248e-19
0.0002832866528440618,5.195854796243044e-19
0.00028955486449154755,5.195909420937723e-19
0.0002959617712623767,5.195964297403034e-19
0.0003025104420282338,5.196019426800057e-19
0.00030920401356494614,5.196074810295238e-19
0.0003160456920549808,5.196130449060408e-19
0.000323038754623189,5.196186344272805e-19
0.00033018655090652846,5.196242497115103e-19
0.0003374925046585212,5.196298908775434e-19
0.00034496011538921154,5.196355580447426e-19
0.0003525929600414128,5.196412513330206e-19
0.00036039469470403995,5.196469708628442e-19
0.0003683690563633573,5.196527167552368e-19
0.0003765198646929727,5.196584891317799e-19
0.000384851023883439,5.196642881146168e-19
0.00039336652451234076,5.19670113826455e-19
0.0004020704454557557,5.196759663905679e-19
0.0004109669558420144,5.196818459307988e-19
0.0004200603170486882,5.196877525715625e-19
0.00042935488474376643,5.196936864378482e-19
0.0004388551109719938,5.196996476552226e-19
0.00044856554628737607,5.197056363498318e-19
0.0004584908419328686,5.197116526484046e-19
0.0004686357520682969,5.197176966782551e-19
0.00047900513604756916,5.197237685672853e-19
0.0004896039607462808,5.197298684439879e-19
0.0005004373029408192,5.197359964374485e-19
0.0005115103517401098,5.197421526773492e-19
0.0005228284110711717,5.197483372939711e-19
0.0005343969022196653,5.197545504181965e-19
0.0005462213664266594,5.197607921815125e-19
0.0005583074675428522,5.197670627160137e-19
0.0005706609947415265,5.197733621544037e-19
0.0005832878652915266,5.197796906299999e-19
0.0005961941273915988,5.197860482767352e-19
0.0006093859630674424,5.19792435229161e-19
0.0006228696911328675,5.197988516224499e-19
0.000636651770216467,5.19805297592399e-19
0.0006507388018552649,5.198117732754327e-19
0.0006651375336568143,5.198182788086054e-19
0.000679854862531262,5.198248143296041e-19
0.0006948978379949321,5.198313799767526e-19
0.0007102736655469995,5.19837975889013e-19
0.0007259897101208857,5.198446022059888e-19
0.0007420534996120181,5.198512590679294e-19
0.0007584727284836523,5.1985794661573125e-19
0.0007752552614524709,5.198646649909417e-19
0.0007924091372557412,5.19871414335762e-19
0.0008099425725018228,5.198781947930504e-19
0.0008278639656058789,5.19885006506325e-19
0.0008461819008126647,5.198918496197662e-19
0.0008649051523083343,5.198987242782214e-19
0.000884042688423225,5.1990563062720635e-19
0.0009036036759276358,5.199125688129095e-19
0.0009235974844226608,5.199195389821941e-19
0.0009440336908281693,5.199265412826025e-19
0.0009649220839700999,5.199335758623581e-19
0.000986272669269249,5.199406428703689e-19
0.0010080956735338152,5.199477424562314e-19
0.0010304015498579751,5.199548747702329e-19
0.0010532009826288609,5.19962039963355e-19
0.0010765048926443164,5.199692381872763e-19
0.0011003244423439034,5.199764695943775e-19
0.0011246710411556384,5.199837343377417e-19
0.0011495563509610481,5.199910325711606e-19
0.0011749922916811427,5.199983644491356e-19
0.0012009910469859889,5.2000573012688185e-19
0.0012275650701306228,5.200131297603325e-19
0.001254727089920081,5.200205635061402e-19
0.0012824901168064292,5.200280315216819e-19
0.001310867449120693,5.200355339650616e-19
0.0013398726794426863,5.2004307099511395e-19
0.001369519701111773,5.200506427714075e-19
0.001399822714881701,5.200582494542474e-19
0.0014307962357226792,5.200658912046805e-19
0.0014624550997739726,5.200735681844975e-19
0.0014948144714503168,5.200812805562363e-19
0.0015278898507055947,5.2008902848318645e-19
0.0015616970804572213,5.200968121293917e-19
0.001596252354174811,5.201046316596537e-19
0.001631572223636763,5.201124872395363e-19
0.0016676736068584573,5.201203790353679e-19
0.0017045737961958963,5.201283072142454e-19
0.0017422904666286384,5.201362719440384e-19
0.0017808416842260205,5.20144273393392e-19
0.0018202459148006912,5.2015231173173105e-19
0.0018605220327536367,5.201603871292625e-19
0.001901689330114906,5.201684997569809e-19
0.0019437675257843918,5.201766497866707e-19
0.0019867767749770586,5.201848373909101e-19
0.002030737678877184,5.201930627430752e-19
0.002075671294506204,5.202013260173432e-19
0.002121599144808906,5.202096273886963e-19
0.0021685432289628034,5.202179670329261e-19
0.0022165260329156033,5.202263451266354e-19
0.002265570540155856,5.202347618472447e-19
0.002315700242721909,5.202432173729939e-19
0.002366939152454468,5.202517118829464e-19
0.0024193118124981186,5.202602455569941e-19
0.0024728433090573615,5.202688185758599e-19
0.0025275592834127533,5.202774311211023e-19
0.002583485944202947,5.202860833751189e-19
0.0026406500799784627,5.202947755211506e-19
0.00269907907203326,5.203035077432852e-19
0.0027588009075202205,5.203122802264616e-19
0.0028198441928568275,5.203210931564738e-19
0.0028822381674274916,5.203299467199745e-19
0.0029460127175890295,5.203388411044795e-19
0.0030111983909860687,5.203477764983708e-19
0.0030778264111831904,5.203567530909025e-19
0.003145928692620849,5.203657710722025e-19
0.0032155378559021886,5.203748306332787e-19
0.0032866872434181376,5.203839319660212e-19
0.003359410935318217,5.203930752632083e-19
0.00343374376583475,5.204022607185084e-19
0.0035097213399682397,5.204114885264864e-19
0.003587380050541975,5.204207588826063e-19
0.0036667570956339796,5.204300719832359e-19
0.003747890496394677,5.204394280256511e-19
0.0038308191152588173,5.204488272080399e-19
0.00391558267456034,5.204582697295068e-19
0.004002221775559157,5.20467755790077e-19
0.00409077791788892,5.204772855907004e-19
0.004181293519435121,5.204868593332564e-19
0.004273811936652991,5.2049647722055785e-19
0.004368377485335017,5.205061394563554e-19
0.004465035461837938,5.205158462453423e-19
0.004563832164779447,5.205255977931579e-19
0.004664814917214977,5.205353943063931e-19
0.004768032089305147,5.2054523599259365e-19
0.004873533121484807,5.205551230602655e-19
0.004981368548144721,5.20565055718879e-19
0.005091590021837268,5.205750341788731e-19
0.005204250338017685,5.205850586516601e-19
0.005319403460332813,5.205951293496302e-19
0.005437104546469363,5.206052464861556e-19
0.005557409974574155,5.20615410275596e-19
0.0056803773702588925,5.20625620933302e-19
0.005806065634202526,5.206358786756209e-19
0.005934534970364331,5.206461837199001e-19
0.006065846914821262,5.206565362844928e-19
0.0062000643652433945,5.206669365887623e-19
0.006337251611021523,5.206773848530862e-19
0.006477474364061429,5.20687881298862e-19
0.0066207997902595,5.206984261485111e-19
0.006767296541674831,5.207090196254842e-19
0.006917034789413131,5.207196619542652e-19
0.007070086257238309,5.207303533603766e-19
0.00722652425592773,5.20741094070385e-19
0.007386423718387689,5.207518843119043e-19
0.007549861235545799,5.207627243136019e-19
0.007716915093037635,5.207736143052031e-19
0.007887665308705105,5.207845545174961e-19
0.008062193670924521,5.2079554518233675e-19
0.008240583777782803,5.208065865326537e-19
0.008422921077120431,5.208176788024537e-19
0.008609292907460509,5.208288222268259e-19
0.008799788539843392,5.208400170419476e-19
0.008994499220587053,5.208512634850885e-19
0.009193518214993479,5.208625617946165e-19
0.009396940852022265,5.208739122100029e-19
0.00960486456995261,5.208853149718262e-19
0.009817388963055744,5.208967703217794e-19
0.010034615829299954,5.20908278502673e-19
0.01025664921911125,5.209198397584417e-19
0.01048359548521297,5.209314543341492e-19
0.01071556333356802,5.209431224759933e-19
0.010952663875448548,5.209548444313107e-19
0.011195010680657454,5.209666204485838e-19
0.011442719831927815,5.209784507774441e-19
0.011695909980525797,5.209903356686793e-19
0.011954702403083847,5.210022753742374e-19
0.012219221059691662,5.210142701472328e-19
0.012489592653272284,5.210263202419511e-19
0.012765946690272,5.21038425913856e-19
0.013048415542693367,5.210505874195924e-19
0.013337134511500438,5.210628050169939e-19
0.013632241891427333,5.210750789650877e-19
0.013933879037220546,5.210874095241e-19
0.014242190431346976,5.210997969554617e-19
0.014557323753200402,5.211122415218139e-19
0.014879429949838829,5.211247434870139e-19
0.01520866330828748,5.211373031161401e-19
0.015545181529441307,5.211499206754986e-19
0.01588914580360272,5.211625964326282e-19
0.01624072088769101,5.211753306563064e-19
0.01660007518415988,5.211881236165556e-19
0.016967380821661153,5.212009755846478e-19
0.017342813737493645,5.212138868331116e-19
0.017726553761875846,5.212268576357371e-19
0.01811878470408383,5.212398882675827e-19
0.018519694440494717,5.212529790049801e-19
0.018929475004578283,5.212661301255409e-19
0.01934832267888016,5.212793419081619e-19
0.019776438089039734,5.212926146330317e-19
0.020214026299888964,5.213059485816367e-19
0.02066129691367713,5.213193440367666e-19
0.021118464170469003,5.213328012825208e-19
0.021585747050764853,5.213463206043147e-19
0.02206336938039073,5.213599022888857e-19
0.022551559937709617,5.213735466242987e-19
0.023050552563205283,5.213872538999532e-19
0.02356058627149015,5.214010244065896e-19
0.024081905365792276,5.214148584362942e-19
0.02461475955497504,5.214287562825068e-19
0.02515940407314613,5.214427182400263e-19
0.025716099801913556,5.214567446050173e-19
0.02628511339534604,5.214708356750164e-19
0.026866717407699157,5.214849917489385e-19
0.027461190423967115,5.214992131270833e-19
0.02806881719332319,5.215135001111415e-19
0.028689888765513302,5.21527853004202e-19
0.029324702630267,5.215422721107575e-19
0.029973562859793156,5.215567577367117e-19
0.03063678025442925,5.215713101893856e-19
0.03131467249151246,5.215859297775243e-19
0.03200756427754569,5.216006168113028e-19
0.03271578750373001,5.216153716023344e-19
0.03343968140493838,5.216301944636757e-19
0.0341795927222077,5.216450857098341e-19
0.034935875868825246,5.216600456567743e-19
0.035708893100091094,5.216750746219255e-19
0.03649901468683611,5.216901729241878e-19
0.03730661909277935,5.217053408839393e-19
0.03813209315581047,5.217205788230427e-19
0.03897583227328261,5.21735887064853e-19
0.03983824059140525,5.21751265934223e-19
0.040719731198828484,5.217667157575118e-19
0.041620726324509486,5.217822368625913e-19
0.04254165753995829,5.217978295788527e-19
0.043482965965957895,5.218134942372141e-19
0.04444510248385829,5.218292311701277e-19
0.04542852795154665,5.218450407115871e-19
0.04643371342419496,5.218609231971337e-19
0.047461140379893324,5.218768789638647e-19
0.04851130095027498,5.218929083504397e-19
0.049584698156244236,5.219090116970888e-19
0.050681846148921184,5.219251893456197e-19
0.051803270455916865,5.21941441639424e-19
0.05294950823305765,5.219577689234862e-19
0.05412110852168057,5.219741715443901e-19
0.05531863251162011,5.219906498503265e-19
0.056542653810015664,5.220072041911008e-19
0.0577937587160658,5.220238349181403e-19
0.05907254650186181,5.220405423845022e-19
0.0603796296994365,5.22057326944881e-19
0.06171563439416251,5.220741889556159e-19
0.0630812005246445,5.220911287746986e-19
0.06447698218924573,5.221081467617812e-19
0.06590364795939703,5.221252432781838e-19
0.06736188119983949,5.221424186869025e-19
0.0688523803959518,5.221596733526166e-19
0.07037585948832045,5.221770076416975e-19
0.07193304821471405,5.221944219222156e-19
0.07352469245962247,5.222119165639487e-19
0.07515155461153226,5.2222949193839e-19
0.0768144139281059,5.222471484187559e-19
0.07851406690944132,5.222648863799944e-19
0.08025132767959199,5.222827061987926e-19
0.08202702837652638,5.223006082535856e-19
0.08384201955071845,5.223185929245642e-19
0.08569717057255596,5.223366605936828e-19
0.08759337004876339,5.22354811644668e-19
0.08953152624804052,5.2237304646302755e-19
0.09151256753611742,5.223913654360573e-19
0.09353744282043577,5.224097689528507e-19
0.0956071220046714,5.224282574043062e-19
0.09772259645331108,5.22446831183137e-19
0.09988487946651176,5.224654906838779e-19
0.10209500676546501,5.224842363028956e-19
0.10435403698850093,5.225030684383958e-19
0.10666305219817127,5.225219874904322e-19
0.10902315839954951,5.22540993860916e-19
0.11143548607000249,5.225600879536231e-19
0.11390119070068194,5.225792701742038e-19
0.11642145334999748,5.225985409301919e-19
0.11899748120933815,5.226179006310121e-19
0.12163050818130954,5.2263734968799055e-19
0.1243217954707653,5.226568885143622e-19
0.12707263218891884,5.226765175252807e-19
0.12988433597081817,5.226962371378274e-19
0.13275825360648733,5.227160477710197e-19
0.13569576168603031,5.227359498458206e-19
0.13869826725900916,5.227559437851474e-19
0.14176720850841443,5.227760300138818e-19
0.14490405543954443,5.227962089588776e-19
0.1481103105841313,5.228164810489716e-19
0.15138750972004436,5.228368467149914e-19
0.15473722260691797,5.2285730638976545e-19
0.1581610537380591,5.228778605081326e-19
0.1616606431089898,5.228985095069506e-19
0.16523766700299444,5.2291925382510715e-19
0.1688938387940522,5.229400939035275e-19
0.17263090976753082,5.229610301851853e-19
0.17645066995904446,5.22982063115112e-19
0.1803549490118697,5.230031931404059e-19
0.18434561705333297,5.230244207102425e-19
0.1884245855905934,5.230457462758836e-19
0.192593808426241,5.230671702906881e-19
0.19685528259415924,5.230886932101205e-19
0.20121104931609213,5.231103154917614e-19
0.2056631949793762,5.231320375953179e-19
0.21021385213631072,5.231538599826326e-19
0.21486520052563676,5.231757831176948e-19
0.21961946811661825,5.231978074666488e-19
0.22447893217622966,5.232199334978058e-19
0.22944592035995023,5.232421616816531e-19
0.2345228118267007,5.232644924908649e-19
0.23971203837844568,5.23286926400311e-19
0.24501608562501123,5.233094638870693e-19
0.25043749417468125,5.23332105430435e-19
0.2559788608511303,5.233548515119307e-19
0.2616428399372908,5.233777026153175e-19
0.26743214444673796,5.234006592266049e-19
0.27334954742320605,5.234237218340623e-19
0.2793978832688636,5.234468909282279e-19
0.28558004910197454,5.234701670019217e-19
0.2918990061445992,5.23493550550254e-19
0.29835778114100686,5.235170420706374e-19
0.3049594678074645,5.235406420627973e-19
0.31170722831411296,5.235643510287825e-19
0.31860429479962693,5.235881694729763e-19
0.3256539709193886,5.236120979021076e-19
0.33285963342792446,5.236361368252621e-19
0.34022473379634616,5.236602867538922e-19
0.34775279986558977,5.236845482018296e-19
0.3554474375362299,5.237089216852956e-19
0.36331233249568284,5.237334077229127e-19
0.3713512519836342,5.237580068357152e-19
0.3795680465965232,5.237827195471615e-19
0.38796665213195375,5.23807546383145e-19
0.39655109147392453,5.23832487872005e-19
0.4053254765197611,5.238575445445394e-19
0.4142940101496967,5.238827169340154e-19
0.4234609882400257,5.239080055761808e-19
0.43283080172080074,5.239334110092765e-19
0.4424079386790697,5.239589337740479e-19
0.4521969865086361,5.239845744137566e-19
0.46220263410740114,5.240103334741917e-19
0.4724296741233162,5.24036211503683e-19
0.4828830052500309,5.240622090531116e-19
0.493567634573345,5.240883266759223e-19
0.504488679969571,5.241145649281364e-19
0.5156513725569646,5.241409243683628e-19
0.5270610592014077,5.241674055578101e-19
0.5387232050775178,5.2419400906030045e-19
0.5506433962864434,5.242207354422794e-19
0.5628273425315707,5.242475852728303e-19
0.5752808798534361,5.242745591236856e-19
0.5880099734251634,5.2430165756923985e-19
0.601020720409739,5.243288811865615e-19
0.6143193528805259,5.243562305554064e-19
0.6279122408063881,5.2438370625823e-19
0.641805895102865,5.244113088801999e-19
0.6560069707508704,5.2443903900920865e-19
0.6705222699843868,5.244668972358867e-19
0.6853587455486918,5.244948841536159e-19
0.7005235040306937,5.2452300035854125e-19
0.7160238092629342,5.245512464495841e-19
0.7318670858029327,5.245796230284564e-19
0.7480609224895027,5.246081306996728e-19
0.7646130760777579,5.246367700705641e-19
0.7815314749545633,5.246655417512898e-19
0.7988242229361757,5.246944463548534e-19
0.8164996031499359,5.247234844971135e-19
0.8345660820018345,5.247526567967988e-19
0.8530323132318671,5.247819638755206e-19
0.8719071420591362,5.248114063577871e-19
0.8911996094186556,5.248409848710174e-19
0.9109189562919012,5.248707000455534e-19
0.9310746281332004,5.249005525146758e-19
0.9516762793940368,5.249305429146164e-19
0.9727337781474893,5.24960671884573e-19
0.9942572108149782,5.249909400667228e-19
1.0162568869975963,5.250213481062365e-19
1.0387433444143634,5.250518966512921e-19
1.0617273539497174,5.250825863530903e-19
1.0852199248127194,5.251134178658674e-19
1.109232309810398,5.251443918469104e-19
1.1337760107377703,5.251755089565708e-19
1.1588627838871512,5.252067698582798e-19
1.1845046456793424,5.252381752185623e-19
1.2107138784194222,5.252697257070515e-19
1.2375030361799164,5.253014219965039e-19
1.2648849508141078,5.253332647628135e-19
1.2928727381024372,5.253652546850272e-19
1.3214798040348803,5.253973924453594e-19
1.3507198512323324,5.25429678729207e-19
1.3806068855101035,5.254621142251642e-19
1.411155222586602,5.254946996250384e-19
1.4423794949405018,5.255274356238638e-19
1.474294658819607,5.255603229199182e-19
1.506916001404801,5.25593362214738e-19
1.540259148132535,5.256265542131326e-19
1.574340070179315,5.25659899623201e-19
1.609175092111794,5.256933991563473e-19
1.6447808997061686,5.257270535272951e-19
1.6811745479405433,5.257608634541047e-19
1.7183734691641923,5.25794829658188e-19
1.756395481447544,5.258289528643246e-19
1.7952587971169236,5.258632338006772e-19
1.8349820314781802,5.25897673198809e-19
1.8755842117332802,5.259322717936977e-19
1.9170847860942557,5.25967030323754e-19
1.9595036330987758,5.260019495308357e-19
2.0028610711318393,5.260370301602652e-19
2.047177868158189,5.260722729608458e-19
2.0924752516700376,5.261076786848776e-19
2.1387749188549,5.261432480881752e-19
2.1860990469884536,5.261789819300827e-19
2.2344703040572904,5.262148809734915e-19
2.2839118596167847,5.262509459848572e-19
2.334447395889164,5.262871777342159e-19
2.386101119107144,5.263235769952015e-19
2.4388977711086084,5.263601445450622e-19
2.492862641187769,5.263968811646787e-19
2.548021578208626,5.264337876385801e-19
2.6044010029864166,5.264708647549624e-19
2.662027920943011,5.265081133057048e-19
2.7209299350423914,5.265455340863879e-19
2.781135259012297,5.26583127896311e-19
2.8426727308584208,5.266208955385097e-19
2.905571826677689,5.266588378197734e-19
2.9698626747770973,5.266969555506634e-19
3.035576070105038,5.267352495455309e-19
3.1027434890018863,5.267737206225347e-19
3.171397104276969,5.26812369603659e-19
3.2415698006191995,5.26851197314732e-19
3.3132951903486054,5.268902045854442e-19
3.3866076295164818,5.269293922493665e-19
3.4615422343617244,5.269687611439683e-19
3.5381348981312866,5.270083121106363e-19
3.61642230827288,5.270480459946935e-19
3.696441964008032,5.270879636454176e-19
3.7782321942939765,5.271280659160587e-19
3.861832176183055,5.271683536638601e-19
3.947281953588243,5.27208827750076e-19
4.034622456464006,5.272494890399904e-19
4.123895520411493,5.272903384029374e-19
4.215143906717524,5.273313767123189e-19
4.308411322837061,5.273726048456254e-19
4.403742443328757,5.274140236844544e-19
4.50118293125388,5.274556341145305e-19
4.600779460048631,5.27497437025724e-19
4.702579735880421,5.275394333120725e-19
4.80663252049891,5.275816238717986e-19
4.912987654592583,5.276240096073318e-19
5.021696081662116,5.276665914253264e-19
5.132809872422098,5.277093702366832e-19
5.246382249742522,5.277523469565694e-19
5.362467614142308,5.277955225044381e-19
5.481121569846806,5.2783889780405e-19
5.602400951421875,5.278824737834922e-19
5.7263638509973855,5.2792625137520035e-19
5.853069646092933,5.27970231515979e-19
5.982579028059404,5.280144151470211e-19
6.11495403114976,5.280588032139312e-19
6.250258062233045,5.281033966667438e-19
6.38855593116599,5.281481964599472e-19
6.529913881836527,5.281932035525025e-19
6.6743996238941925,5.282384189078657e-19
6.8220823651827525,5.282838434940097e-19
6.973032844890261,5.283294782834444e-19
7.127323367432816,5.283753242532401e-19
7.285027837087925,5.284213823850479e-19
7.4462217933941846,5.28467653665122e-19
7.610982447334391,5.285141390843415e-19
7.779388718319038,5.285608396382326e-19
7.951521271988372,5.286077563269909e-19
8.127462558850725,5.286548901555035e-19
8.307296853775785,5.287022421333709e-19
8.49111029636188,5.287498132749304e-19
8.678990932196298,5.287976045992782e-19
8.871028755028572,5.288456171302918e-19
9.067315749877089,5.288938518966538e-19
9.26794593708925,5.289423099318738e-19
9.473015417376798,5.289909922743118e-19
9.682622417847464,5.29039899967202e-19
9.896867339055124,5.290890340586747e-19
10.11585280309123,5.291383956017809e-19
10.339683702740043,5.291879856545157e-19
10.568467251721822,5.292378052798411e-19
10.802313036047517,5.292878555457106e-19
11.041333066509779,5.293381375250925e-19
11.285641832335617,5.293886522959943e-19
11.535356356026027,5.294394009414864e-19
11.79059624940901,5.294903845497267e-19
12.05148377093314,5.295416042139844e-19
12.318143884228457,5.29593061032665e-19
12.590704317963498,5.296447561093345e-19
12.869295627026542,5.296966905527445e-19
13.154051255060557,5.297488654768566e-19
13.445107598382137,5.298012820008672e-19
13.74260407131434,5.298539412492335e-19
14.046683172965539,5.2990684435169725e-19
14.357490555485601,5.299599924433116e-19
14.67517509383235,5.300133866644652e-19
14.999888957081978,5.300670281609085e-19
15.331787681317103,5.301209180837792e-19
15.67103024412754,5.301750575896282e-19
16.01777914075989,5.302294478404459e-19
16.372200461951586,5.302840900036872e-19
16.734463973487607,5.303389852522985e-19
17.104743197517255,5.303941347647441e-19
17.483215495670137,5.304495397250323e-19
17.870062154011634,5.30505201322742e-19
18.265468469877593,5.305611207530499e-19
18.66962384063095,5.306172992167566e-19
19.08272185438188,5.306737379203144e-19
19.504960382715264,5.307304380758536e-19
19.936541675470327,5.307874009012104e-19
20.377672457616836,5.308446276199543e-19
20.82856402827546,5.309021194614148e-19
21.289432361928714,5.309598776607105e-19
21.76049821187138,5.310179034587755e-19
22.24198721595032,5.310761981023879e-19
22.734130004643603,5.311347628441981e-19
23.237162311531012,5.311935989427569e-19
23.751325086209444,5.312527076625436e-19
24.276864609705985,5.31312090273995e-19
24.81403261244545,5.313717480535331e-19
25.363086394827686,5.314316822835954e-19
25.924288950472828,5.314918942526623e-19
26.497909092194096,5.315523852552872e-19
27.084221580757184,5.316131565921251e-19
27.683507256489452,5.316742095699625e-19
28.2960531738007,5.317355455017466e-19
28.9221527386804,5.317971657066148e-19
29.56210584923782,5.31859071509925e-19
