L_m,dt_tfgr
30.21621903935136,5.319212642432852e-19
30.884805625496313,5.319837452445836e-19
31.56818585682211,5.320465158580189e-19
32.26668706854934,5.321095774341312e-19
32.98064383876184,5.321729313298316e-19
33.71039814866758,5.322365789084338e-19
34.45629954640542,5.323005215396845e-19
35.21870531447718,5.323647605997946e-19
35.99798064088337,5.324292974714701e-19
36.79449879404662,5.32494133543944e-19
37.608641301604926,5.325592702130074e-19
38.440798133160975,5.326247088810409e-19
39.29136788707579,5.326904509570472e-19
40.16075798139489,5.327564978566822e-19
41.04938484899886,5.328228510022877e-19
41.95767413707302,5.328895118229238e-19
42.8860609109892,5.329564817544004e-19
43.83498986270024,5.33023762239311e-19
44.804915523744604,5.330913547270649e-19
45.79630248296412,5.331592606739203e-19
46.80962560904002,5.332274815430171e-19
47.84537027795156,5.332960188044106e-19
48.904032605469006,5.333648739351046e-19
49.986119684790005,5.334340484190855e-19
51.09214982943394,5.335035437473556e-19
52.222652821511836,5.3357336141796695e-19
53.37817016548859,5.336435029360561e-19
54.55925534756022,5.337139698138779e-19
55.766474100771326,5.337847635708401e-19
57.00040467599713,5.338558857335384e-19
58.26163811892308,5.339273378357904e-19
59.55077855315206,5.339991214186707e-19
60.86844346957572,5.340712380305478e-19
62.21526402215,5.341436892271168e-19
63.59188533021321,5.342164765714369e-19
64.9989667874954,5.342896016339661e-19
66.43718237796386,5.343630659925977e-19
67.9072209986571,5.34436871232696e-19
69.4097867896634,5.345110189471328e-19
70.9455994713996,5.345855107363232e-19
72.51539468935248,5.346603482082633e-19
74.11992436644981,5.347355329785662e-19
75.75995706322598,5.348110666704989e-19
77.43627834595911,5.348869509150203e-19
79.14969116295235,5.34963187350818e-19
80.9010162291411,5.350397776243454e-19
82.69109241921181,5.351167233898605e-19
84.5207771694169,5.351940263094634e-19
86.39094688828295,5.352716880531338e-19
88.30249737640493,5.353497102987702e-19
90.25634425552894,5.354280947322283e-19
92.25342340713094,5.35506843047359e-19
94.29469142069802,5.355859569460485e-19
96.38112605192876,5.356654381382563e-19
98.51372669107394,5.357452883420547e-19
100.69351484163721,5.358255092836693e-19
102.92153460967076,5.359061026975174e-19
105.1988532038954,5.359870703262487e-19
107.52656144688805,5.360684139207854e-19
109.90577429757778,5.36150135240362e-19
112.33763138530735,5.362322360525664e-19
114.82329755570737,5.363147181333805e-19
117.36396342865123,5.363975832672208e-19
119.96084596855562,5.364808332469797e-19
122.61518906729756,5.365644698740676e-19
125.32826414003448,5.36648494958453e-19
128.10137073420276,5.367329103187061e-19
130.93583715199415,5.368177177820389e-19
133.83302108660473,5.36902919184349e-19
136.79431027256294,5.369885163702611e-19
139.8211231504441,5.370745111931698e-19
142.9149095462987,5.371609055152829e-19
146.07715136610867,5.372477012076641e-19
149.30936330561224,5.373349001502766e-19
152.61309357583528,5.374225042320259e-19
155.989924644673,5.375105153508043e-19
159.4414739948868,5.375989354135349e-19
162.96939489886662,5.376877663362155e-19
166.57537721053976,5.377770100439625e-19
170.2611481748018,5.378666684710573e-19
174.02847325485442,5.37956743560989e-19
177.879156977856,5.38047237266501e-19
181.81504379927748,5.381381515496355e-19
185.83801898638623,5.382294883817802e-19
189.95000952127944,5.38321249743713e-19
194.15298502389416,5.384134376256482e-19
198.44895869544868,5.385060540272837e-19
202.83998828275136,5.385991009578462e-19
207.32817706385038,5.38692580436139e-19
211.91567485549263,5.387864944905886e-19
216.60467904287023,5.388808451592924e-19
221.39743563216072,5.38975634490065e-19
226.29624032634763,5.390708645404875e-19
231.3034396248499,5.391665373779542e-19
236.42143194748178,5.392626550797218e-19
241.65266878328316,5.393592197329573e-19
246.99965586476486,5.394562334347868e-19
252.46495436814592,5.395536982923447e-19
258.0511821401387,5.396516164228228e-19
263.7610149518831,5.397499899535197e-19
269.5971877806271,5.398488210218912e-19
275.56249611976074,5.399481117755991e-19
281.6597973178476,5.400478643725624e-19
287.89201194727474,5.40148080981008e-19
294.26212520319064,5.402487637795202e-19
300.7731883333982,5.403499149570939e-19
307.42832009988,5.404515367131833e-19
314.2307082726747,5.405536312577558e-19
321.18361115679573,5.406562008113424e-19
328.29035915294213,5.407592476050907e-19
335.5543563527427,5.408627738808168e-19
342.97908216929085,5.409667818910577e-19
350.5680930037721,5.410712738991251e-19
358.32502394895397,5.411762521791582e-19
366.25359053037636,5.412817190161766e-19
374.3575904860684,5.413876767061354e-19
382.640905585637,5.414941275559775e-19
391.10750348962165,5.416010738836897e-19
399.76143964997505,5.417085180183563e-19
408.6068592526027,5.418164623002144e-19
417.6479992028833,5.419249090807082e-19
426.8891901551241,5.420338607225462e-19
436.3348585869123,5.421433195997552e-19
445.9895289193831,5.422532880977374e-19
455.8578256843845,5.423637686133264e-19
465.94447573960355,5.424747635548443e-19
476.25431053270574,5.425862753421575e-19
486.7922684155632,5.426983064067356e-19
497.56339700970864,5.428108591917073e-19
508.5728556241094,5.429239361519195e-19
519.8259177264489,5.430375397539945e-19
531.3279734690896,5.431516724763894e-19
543.0845322709165,5.432663368094539e-19
555.1012254563302,5.433815352554901e-19
567.3838089526105,5.434972703288112e-19
579.9381660469749,5.436135445558023e-19
592.7703102046414,5.43730360474979e-19
605.8863879492351,5.438477206370483e-19
619.2926818069518,5.439656276049702e-19
632.9956133158422,5.440840839540168e-19
647.0017461016951,5.442030922718352e-19
661.3177890219785,5.443226551585082e-19
675.9505993793337,5.444427752266164e-19
690.9071862061998,5.445634551013006e-19
706.1947136220897,5.446846974203244e-19
721.8205042651649,5.448065048341367e-19
737.7920427997371,5.449288800059357e-19
754.1169795013831,5.450518256117315e-19
770.8031339213703,5.451753443404108e-19
787.8584986321956,5.452994388938008e-19
805.2912430559697,5.454241119867338e-19
823.1097173775265,5.455493663471124e-19
841.3224565441174,5.456752047159742e-19
859.9381843535882,5.458016298475578e-19
878.9658176330496,5.459286445093686e-19
898.4144705099717,5.460562514822455e-19
918.293458777803,5.461844535604274e-19
938.6123043581861,5.463132535516197e-19
959.3807398618876,5.464426542770621e-19
980.6087132506868,5.465726585715967e-19
1002.3063926023767,5.467032692837352e-19
1024.484170981219,5.46834489275728e-19
1047.1526714161664,5.46966321423633e-19
1070.3227519892166,5.470987686173844e-19
1094.0055110363958,5.472318337608629e-19
1118.2122924637815,5.473655197719642e-19
1142.9546911811735,5.474998295826716e-19
1168.2445586559934,5.476347661391242e-19
1194.0940085900509,5.477703324016898e-19
1220.5154227219662,5.479065313450354e-19
1247.5214567579328,5.480433659581989e-19
1275.1250464337334,5.481808392446619e-19
1303.3394137108828,5.48318954222422e-19
1332.178073109878,5.484577139240654e-19
1361.654838183554,5.485971213968409e-19
1391.783828133729,5.487371797027328e-19
1422.5794745741998,5.488778919185361e-19
1454.0565284434076,5.490192611359299e-19
1486.2300670700595,5.491612904615532e-19
1519.115501395058,5.493039830170797e-19
1552.7285833532897,5.49447341939294e-19
1587.0854134186886,5.495913703801671e-19
1622.2024483162763,5.497360715069336e-19
1658.096508904846,5.498814485021679e-19
1694.7847882340309,5.500275045638626e-19
1732.2848597797167,5.501742429055056e-19
1770.6146858616094,5.50321666756158e-19
1809.79262624709,5.504697793605333e-19
1849.8374469454461,5.506185839790765e-19
1890.7683291966528,5.507680838880429e-19
1932.6048786591207,5.509182823795791e-19
1975.367134800666,5.51069182761802e-19
2019.0755804973076,5.512207883588806e-19
2063.7511518444558,5.513731025111167e-19
2109.415248185148,5.515261285750263e-19
2156.0897423602632,5.516798699234228e-19
2203.7969911854543,5.518343299454978e-19
2252.5598461599407,5.519895120469059e-19
2302.4016644122485,5.521454196498464e-19
2353.34631988815,5.523020561931484e-19
2405.418214786109,5.524594251323544e-19
2458.6422912458506,5.526175299398058e-19
2513.0440432954665,5.527763741047268e-19
2568.6495290629173,5.529359611333118e-19
2625.485383257738,5.530962945488101e-19
2683.578829928869,5.532573778916137e-19
