L_m,Delta_t,Phi_t,dPhi_dL
73102.45565093329,5.887157464794992e-19,7.237941889105419e-07,-9.653511326029184e-12
74719.97507647157,5.890446187725993e-19,7.085212502909841e-07,-9.244232848671591e-12
76373.28494254562,5.893750508533566e-19,6.935722086214009e-07,-8.852323418425672e-12
78063.17717512154,5.897070503078584e-19,6.789401669020341e-07,-8.477045270404644e-12
79790.46122290999,5.900406247606661e-19,6.646183754813188e-07,-8.117692002127488e-12
81555.9644450862,5.903757818750254e-19,6.506002288995629e-07,-7.773587239329794e-12
83360.5325075922,5.907125293530735e-19,6.368792628003497e-07,-7.444083358569264e-12
85205.02978820475,5.910508749360489e-19,6.234491509082701e-07,-7.128560264207305e-12
87090.33979056755,5.9139082640450425e-19,6.103037020715138e-07,-6.826424217451121e-12
89017.36556738496,5.917323915785167e-19,5.974368573679388e-07,-6.53710671523819e-12
90987.03015297744,5.920755783179036e-19,5.848426872732681e-07,-6.260063416840923e-12
93000.27700541198,5.924203945224358e-19,5.725153888900389e-07,-5.99477311615842e-12
95058.07045841172,5.927668481320554e-19,5.604492832360474e-07,-5.740736757749795e-12
97161.39618326657,5.9311494712709235e-19,5.486388125909765e-07,-5.497476494746803e-12
99311.26166096446,5.934646995284832e-19,5.370785378999621e-07,-5.2645347868611766e-12
101508.69666476756,5.9381611339799155e-19,5.257631362328913e-07,-5.041473536779956e-12
103754.75375347,5.941691968384289e-19,5.14687398298195e-07,-4.827873263313449e-12
106050.50877556598,5.945239579938783e-19,5.038462260100144e-07,-4.623332309731541e-12
108397.06138457544,5.9488040504991645e-19,4.932346301075532e-07,-4.42746608578932e-12
110795.53556577224,5.952385462338407e-19,4.828477278255127e-07,-4.239906342007092e-12
113247.08017456497,5.955983898148952e-19,4.726807406145147e-07,-4.060300474833016e-12
115752.8694867946,5.95959944104498e-19,4.6272899191041405e-07,-3.888310861370953e-12
118314.10376120431,5.9632321745647095e-19,4.529879049514843e-07,-3.72361422241684e-12
120932.00981435696,5.9668821826727e-19,4.434530006424214e-07,-3.565901012596952e-12
123607.84160827356,5.970549549762177e-19,4.3411989546416925e-07,-3.41487483645491e-12
126342.88085107208,5.974234360657351e-19,4.249842994285873e-07,-3.2702518893821663e-12
129138.4376109012,5.9779367006157835e-19,4.1604201407697567e-07,-3.13176042233424e-12
131995.85094345358,5.98165665533073e-19,4.072889305215448e-07,-2.999140229320752e-12
134916.4895333662,5.985394310933527e-19,3.9872102752888576e-07,-2.8721421566989056e-12
137901.7523498126,5.989149753995967e-19,3.903343696445441e-07,-2.750527633342524e-12
140953.06931660158,5.992923071532715e-19,3.8212510535781533e-07,-2.6340682207982005e-12
144071.90199710042,5.996714351003711e-19,3.7408946530590325e-07,-2.522545182577415e-12
147259.74429431852,6.000523680316611e-19,3.662237605165753e-07,-2.4157490717702466e-12
150518.1231664764,6.004351147829228e-19,3.5852438068851604e-07,-2.3134793362005433e-12
153848.59935841034,6.008196842351988e-19,3.5098779250854787e-07,-2.215543940376317e-12
157252.76814916087,6.012060853150414e-19,3.436105380049336e-07,-2.1217590035199854e-12
160732.26011609982,6.0159432699476e-19,3.3638923293599166e-07,-2.031948452994604e-12
164288.7419159714,6.019844182926722e-19,3.293205652132471e-07,-1.945943692470018e-12
167923.91708320857,6.02376368273356e-19,3.224012933584021e-07,-1.8635832842026124e-12
171639.526845917,6.027701860479019e-19,3.156282449933787e-07,-1.784712644827133e-12
175437.35095991415,6.031658807741687e-19,3.089983153627317e-07,-1.709183754085783e-12
179319.20856121916,6.035634616570396e-19,3.025084658877422e-07,-1.636854875944519e-12
183286.9590374129,6.039629379486788e-19,2.961557227514904e-07,-1.5675902915684212e-12
187342.50291827117,6.043643189487927e-19,2.899371755142716e-07,-1.5012600436522322e-12
191487.7827861082,6.047676140048895e-19,2.8384997575868064e-07,-1.437739691622865e-12
195724.7842062635,6.051728325125418e-19,2.7789133576373613e-07,-1.3769100772506616e-12
200055.5366781728,6.055799839156499e-19,2.7205852720742616e-07,-1.3186571002271309e-12
204482.1146074916,6.0598907770670935e-19,2.663488798970485e-07,-1.2628715032846283e-12
209006.6382997205,6.0640012342707495e-19,2.6075978052676895e-07,-1.2094486664523299e-12
213631.27497582012,6.068131306672329e-19,2.5528867146180035e-07,-1.1582884100595403e-12
218358.23981029837,6.072281090670677e-19,2.499330495486313e-07,-1.1092948061142896e-12
223189.7969922628,6.076450683161362e-19,2.446904649507553e-07,-1.0623759977007762e-12
228128.26080995973,6.080640181539398e-19,2.395585200093334e-07,-1.0174440260545879e-12
233175.9967593014,6.084849683702006e-19,2.3453486812827848e-07,-9.744146649890765e-13
238335.4226769259,6.089079288051378e-19,2.2961721268321946e-07,-9.332072623601708e-13
243609.00989832703,6.093329093497448e-19,2.248033059538394e-07,-8.937445882700874e-13
248999.2844416109,6.097599199460713e-19,2.2009094807908498e-07,-8.559526897233154e-13
254508.82821744023,6.101889705875031e-19,2.1547798603475955e-07,-8.197607514606485e-13
260140.28026576052,6.106200713190465e-19,2.109623126330084e-07,-7.851009627080457e-13
265896.3380198815,6.110532322376132e-19,2.0654186554324134e-07,-7.519083895891085e-13
271779.7585985329,6.114884634923069e-19,2.0221462633402197e-07,-7.201208529600582e-13
277793.3601265098,6.119257752847113e-19,1.979786195354756e-07,-6.896788114366945e-13
283940.0230845337,6.123651778691811e-19,1.9383191172178134e-07,-6.605252493924345e-13
290222.69168899336,6.128066815531334e-19,1.8977261061330376e-07,-6.32605569716078e-13
296644.3753022026,6.132502966973411e-19,1.8579886419795966e-07,-6.058674911268359e-13
303208.14987386914,6.136960337162284e-19,1.8190885987139466e-07,-5.802609498527747e-13
309917.1594144582,6.141439030781685e-19,1.7810082359557015e-07,-5.557380054872281e-13
316774.6175011501,6.1459391530578175e-19,1.7437301907536924e-07,-5.322527508454418e-13
323783.8088171333,6.150460809762365e-19,1.7072374695282354e-07,-5.097612256512807e-13
330948.09072494355,6.155004107215521e-19,1.671513440185983e-07,-4.882213338912688e-13
338270.89487462287,6.159569152289022e-19,1.6365418244035323e-07,-4.675927646799267e-13
345755.72884746135,6.1641560524092215e-19,1.6023066900762252e-07,-4.4783691648715805e-13
353406.17783610313,6.16876491556015e-19,1.5687924439286044e-07,-4.2891682458469994e-13
361225.9063618416,6.17339585028664e-19,1.5359838242829872e-07,-4.1079709157479526e-13
369218.6600298983,6.178048965697413e-19,1.5038658939828662e-07,-3.934438208700453e-13
377388.267323548,6.182724371468239e-19,1.4724240334677436e-07,-3.7682455299896937e-13
385738.6414379421,6.187422177845073e-19,1.441643933996162e-07,-3.609082046171462e-13
394273.7821544995,6.192142495647236e-19,1.4115115910138038e-07,-3.4566501010888785e-13
402997.7777567896,6.1968854362706e-19,1.382013297663434e-07,-3.310664656694024e-13
411914.8069887897,6.201651111690807e-19,1.3531356384337855e-07,-3.170852757618773e-13
421029.1410564813,6.206439634466503e-19,1.3248654829443052e-07,-3.0369530184870315e-13
430345.1456737333,6.211251117742558e-19,1.2971899798628772e-07,-2.9087151329998303e-13
439867.2831534557,6.216085675253376e-19,1.2700965509536846e-07,-2.78589940386901e-13
449600.11454501486,6.220943421326151e-19,1.2435728852524173e-07,-2.6682762927137674e-13
459548.3018189606,6.225824470884188e-19,1.2176069333660425e-07,-2.5556259890698024e-13
469716.6101000765,6.230728939450237e-19,1.1921869018945617e-07,-2.4477379977008514e-13
480109.9099498493,6.235656943149825e-19,1.1673012479720547e-07,-2.344410743433456e-13
490733.1796994414,6.2406085987146375e-19,1.1429386739244929e-07,-2.2454511927705915e-13
501591.5078342758,6.2455840234858995e-19,1.1190881220418272e-07,-2.1506744915714532e-13
512690.0954314028,6.250583335417791e-19,1.0957387694618408e-07,-2.0599036181142487e-13
524034.2586507786,6.255606653080862e-19,1.0728800231634553e-07,-1.9729690508883795e-13
535629.4312816773,6.260654095665497e-19,1.0505015150670853e-07,-1.8897084504903185e-13
547481.167345447,6.265725782985383e-19,1.0285930972397577e-07,-1.8099663550240347e-13
559595.1437558458,6.270821835480988e-19,1.0071448372027759e-07,-1.7335938884316242e-13
571977.1630382639,6.275942374223097e-19,9.861470133396758e-08,-1.6604484812054138e-13
584633.1561090911,6.281087520916319e-19,9.655901104023883e-08,-1.5903936029549554e-13
597569.1851165947,6.28625739790266e-19,9.454648151134642e-08,-1.5232985063256692e-13
610791.4463446552,6.2914521281650895e-19,9.257620118623042e-08,-1.4590379817867086e-13
624306.2731807423,6.2966718353311495e-19,9.0647277849341e-08,-1.3974921228263046e-13
638120.1391495849,6.301916643676556e-19,8.875883821846203e-08,-1.338546101112475e-13
652239.6610139434,6.307186678128857e-19,8.69100275413487e-08,-1.2820899511957435e-13
666671.6019440028,6.312482064271095e-19,8.510000920098379e-08,-1.2280183643489358e-13
681422.874756896,6.317802928345472e-19,8.332796432926998e-08,-1.176230491155127e-13
696500.5452278927,6.323149397257087e-19,8.15930914289801e-08,-1.1266297524731302e-13
711911.8354748809,6.328521598577635e-19,7.989460600378151e-08,-1.0791236584240082e-13
727664.1274177101,6.333919660549194e-19,7.82317401961704e-08,-1.033623635058256e-13
743764.9663140911,6.339343712087965e-19,7.660374243313962e-08,-9.900448583774708e-14
760222.0643737307,6.344793882788095e-19,7.500987707941783e-08,-9.483060953980035e-14
777043.3044524401,6.350270302925484e-19,7.344942409811631e-08,-9.083295519576903e-14
794236.7438279644,6.35577310346164e-19,7.19216787186269e-08,-8.700407269793602e-14
811810.6180593919,6.361302416047538e-19,7.042595111161113e-08,-8.333682729167775e-14
829773.3449319266,6.36685837302751e-19,6.896156607093457e-08,-7.982438621206148e-14
848133.5284889633,6.372441107443167e-19,6.752786270239352e-08,-7.646020588730592e-14
866899.9631533775,6.378050753037332e-19,6.612419411908966e-08,-7.323801968504354e-14
886081.6379399905,6.383687444258e-19,6.47499271433118e-08,-7.015182617833161e-14
905687.7407612768,6.389351316262323e-19,6.340444201478129e-08,-6.71958779093378e-14
925727.662828307,6.3950425049206325e-19,6.208713210513059e-08,-6.43646706295965e-14
946211.0031490888,6.400761146820453e-19,6.079740363847654e-08,-6.165293299658431e-14
967147.5731264404,6.406507379270586e-19,5.9534675417960416e-08,-5.90556167072432e-14
988547.40125758,6.412281340305163e-19,5.829837855812719e-08,-5.65678870499239e-14
1010420.7379377424,6.418083168687778e-19,5.7087956223016086e-08,-5.418511385695849e-14
1032778.0603700452,6.423913003915612e-19,5.590286336984428e-08,-5.190286284088348e-14
1055630.0775840108,6.4297709862235935e-19,5.4742566498161315e-08,-4.9716887298018827e-14
1078987.7355651371,6.435657256588576e-19,5.360654340435722e-08,-4.7623120163808516e-14
1102862.2224979422,6.441571956733551e-19,5.24942829414119e-08,-4.561766640499792e-14
1127264.9741250684,6.447515229131884e-19,5.140528478376959e-08,-4.3696795734356885e-14
1152207.6792249198,6.45348721701157e-19,5.033905919723328e-08,-4.1856935634248927e-14
1177702.2852105245,6.459488064359525e-19,4.929512681376857e-08,-4.009466467595247e-14
1203761.0038522815,6.465517915925891e-19,4.827301841111271e-08,-3.8406706122178635e-14
1230396.317127311,6.471576917228381e-19,4.727227469708712e-08,-3.6789921800768863e-14
1257620.9831982758,6.477665214556637e-19,4.6292446098509864e-08,-3.524130623806445e-14
1285448.042524453,6.483782954976631e-19,4.5333092554613314e-08,-3.375798104093555e-14
1313890.8241080414,6.489930286335073e-19,4.4393783314867935e-08,-3.233718951691719e-14
1342962.9518786783,6.49610735726386e-19,4.347409674111897e-08,-3.097629152234598e-14
1372678.3512192294,6.502314317184551e-19,4.257362011394343e-08,-2.96727585288332e-14
1403051.2556359444,6.508551316312852e-19,4.169194944313799e-08,-2.842416889880686e-14
1434096.21357626,6.514818505663166e-19,4.082868928224714e-08,-2.722820336124998e-14
1465828.0953973995,6.521116037053125e-19,3.998345254704828e-08,-2.6082640679154517e-14
1498262.1004891945,6.527444063108191e-19,3.915586033790681e-08,-2.4985353500549915e-14
1531413.7645545118,6.533802737266244e-19,3.834554176591902e-08,-2.3934304385319867e-14
1565298.9670507428,6.540192213782237e-19,3.755213378276284e-08,-2.292754200035607e-14
1599933.938796008,6.546612647732862e-19,3.677528101417471e-08,-2.1963197475906494e-14
1635335.269743602,6.553064195021234e-19,3.6014635596977963e-08,-2.1039480916286627e-14
1671519.916928493,6.559547012381616e-19,3.5269857019584654e-08,-2.0154678058394436e-14
1708505.212589651,6.566061257384187e-19,3.45406119658974e-08,-1.9307147071781e-14
1746308.8724720655,6.572607088439798e-19,3.3826574162538806e-08,-1.84953154942581e-14
1784949.0043125253,6.579184664804808e-19,3.3127424229335897e-08,-1.7717677297299847e-14
1824444.1165130944,6.585794146585899e-19,3.244284953299207e-08,-1.697279007574094e-14
1864813.1270065368,6.592435694744972e-19,3.1772544043876865e-08,-1.6259272356492784e-14
1906075.372317908,6.599109471104016e-19,3.111620819586722e-08,-1.5575801021237486e-14
1948250.616826605,6.605815638350062e-19,3.047354874917599e-08,-1.492110883826478e-14
1991359.062233442,6.612554360040138e-19,2.984427865610158e-08,-1.4293982098827167e-14
2035421.357237114,6.6193258006062385e-19,2.9228116929638998e-08,-1.3693258353579041e-14
2080458.6074248168,6.626130125360372e-19,2.8624788514889417e-08,-1.311782424486014e-14
2126492.3853817084,6.632967500499594e-19,2.8034024163208713e-08,-1.2566613430760427e-14
2173544.741024021,6.639838093111095e-19,2.7455560309037327e-08,-1.2038604597075961e-14
2221638.212160898,6.646742071177311e-19,2.688913894935225e-08,-1.1532819553427709e-14
2270795.8352898345,6.6536796035810725e-19,2.6334507525687615e-08,-1.1048321409981748e-14
2321041.156631045,6.660650860110765e-19,2.579141880866689e-08,-1.0584212831349499e-14
2372398.2434059624,6.667656011465563e-19,2.525963078499423e-08,-1.0139634364401432e-14
2424891.695365312,6.6746952292606415e-19,2.473890654685173e-08,-9.713762836858694e-15
2478546.6565722106,6.681768686032462e-19,2.422901418365217e-08,-9.305809823665881e-15
2533388.827446088,6.688876555244077e-19,2.3729726676095207e-08,-8.915020178271674e-15
2589444.4770730007,6.6960190112904575e-19,2.324082179247987e-08,-8.540670626067606e-15
2646740.455788388,6.703196229503868e-19,2.27620819872237e-08,-8.182068417350058e-15
2705304.208038233,6.710408386159268e-19,2.2293294301541924e-08,-7.83855003728658e-15
2765163.785524758,6.717655658479744e-19,2.183425026624087e-08,-7.509479970468055e-15
2826347.86064309,6.724938224641978e-19,2.138474580657926e-08,-7.194249517737115e-15
2888885.7402151343,6.732256263781754e-19,2.09445811491549e-08,-6.892275663076122e-15
2952807.3795273816,6.739609955999484e-19,2.0513560730772288e-08,-6.6029999884357356e-15
3018143.396679334,6.746999482365791e-19,2.0091493109249204e-08,-6.325887634473227e-15
3084925.0872493493,6.7544250249271e-19,1.9678190876121313e-08,-6.060426305255281e-15
3153184.4392851177,6.761886766711275e-19,1.927347057120306e-08,-5.806125315063283e-15
3222954.148625704,6.76938489173331e-19,1.887715259896689e-08,-5.562514675518928e-15
3294267.63456268,6.776919585001017e-19,1.8489061146700648e-08,-5.329144221322529e-15
3367159.055847789,6.784491032520779e-19,1.8109024104405683e-08,-5.105582772967229e-15
3441663.327054736,6.792099421303315e-19,1.7736872986398915e-08,-4.891417334864937e-15
3517816.13530315,6.799744939369517e-19,1.7372442854581358e-08,-4.686252327384782e-15
3595653.957352459,6.807427775756278e-19,1.701557224333888e-08,-4.489708851366789e-15
3675214.0770740574,6.815148120522378e-19,1.66661030860395e-08,-4.3014239837365916e-15
3756534.6033100914,6.822906164754428e-19,1.6323880643093363e-08,-4.1210501029048345e-15
3839654.488127302,6.830702100572792e-19,1.5988753431542394e-08,-3.948254242689659e-15
3924613.545474944,6.838536121137613e-19,1.5660573156146077e-08,-3.782717473554546e-15
4011452.4702553777,6.846408420654828e-19,1.5339194641932662e-08,-3.6241343100066485e-15
4100212.8578167055,6.854319194382241e-19,1.5024475768183645e-08,-3.4722121430464854e-15
4190937.2238767073,6.862268638635629e-19,1.4716277403821268e-08,-3.3266706966101258e-15
4283669.024887647,6.87025695079488e-19,1.4414463344169004e-08,-3.1872415069872296e-15
4378452.678851587,6.878284329310179e-19,1.4118900249056145e-08,-3.053667424243336e-15
4475333.586596471,6.886350973708226e-19,1.3829457582236882e-08,-2.925702134715024e-15
4574358.153522784,6.8944570845984985e-19,1.3546007552097066e-08,-2.803109703685637e-15
4675573.811831495,6.902602863679538e-19,1.3268425053620246e-08,-2.6856641373885552e-15
4779029.0432438245,6.910788513745294e-19,1.2996587611586542e-08,-2.5731489635192124e-15
4884773.402223643,6.919014238691484e-19,1.2730375324978166e-08,-2.465356829473362e-15
4992857.53971388,6.927280243522028e-19,1.2469670812565278e-08,-2.362089117561282e-15
5103333.227397969,6.9355867343554785e-19,1.2214359159647846e-08,-2.263155576479968e-15
5216253.3824982,6.94393391843153e-19,1.1964327865928268e-08,-2.1683739683551424e-15
5331672.093122792,6.952322004117545e-19,1.1719466794490782e-08,-2.0775697306948e-15
5449644.6441737,6.960751200915121e-19,1.1479668121864398e-08,-1.9905756526234186e-15
5570227.543827893,6.969221719466712e-19,1.1244826289145483e-08,-1.907231564792382e-15
5693478.550604367,6.977733771562284e-19,1.1014837954158426e-08,-1.82738404238876e-15
5819456.701030158,6.986287570146e-19,1.078960194463149e-08,-1.750886120688174e-15
5948222.337918539,6.9948833293229665e-19,1.0569019212366479e-08,-1.6775970226211631e-15
6079837.139272768,7.003521264366002e-19,1.0352992788381288e-08,-1.6073818978450404e-15
6214364.147829657,7.012201591722463e-19,1.0141427739003927e-08,-1.5401115728346638e-15
6351867.801256583,7.020924529021112e-19,9.934231122898618e-09,-1.4756623115264936e-15
6492413.963016779,7.029690295079008e-19,9.731311949003456e-09,-1.4139155860692772e-15
6636069.953917593,7.038499109908461e-19,9.532581135360446e-09,-1.3547578572541649e-15
6782904.5843566535,7.047351194724018e-19,9.337951468819111e-09,-1.2980803642151583e-15
6932988.187281823,7.0562467719495e-19,9.147337565594457e-09,-1.2437789230078865e-15
7086392.651880169,7.065186065225081e-19,8.960655832661893e-09,-1.1917537336914941e-15
7243191.458012499,7.074169299414399e-19,8.777824429970666e-09,-1.1419091955538275e-15
7403459.711409791,7.08319670061172e-19,8.598763233458695e-09,-1.09415373013617e-15
7567274.179648448,7.092268496149167e-19,8.423393798851584e-09,-1.0483996117276483e-15
7734713.328921395,7.101384914603938e-19,8.251639326229337e-09,-1.004562805013597e-15
7905857.361623126,7.110546185805629e-19,8.083424625343977e-09,-9.625628095754168e-16
8080788.25476607,7.1197525408435805e-19,7.918676081672709e-09,-9.223225109527617e-16
8259589.799247138,7.129004212074237e-19,7.757321623190446e-09,-8.837680379903123e-16
8442347.639983123,7.138301433128613e-19,7.599290687846648e-09,-8.4682862620371955e-16
8629149.316933978,7.147644438919753e-19,7.4445141917315295e-09,-8.114364869107263e-16
8820084.307034176,7.157033465650263e-19,7.2929244979165515e-09,-7.775266818832015e-16
9015244.067051498,7.16646875081988e-19,7.144455385955495e-09,-7.450370032874774e-16
9214722.077394348,7.175950533233105e-19,6.99904202203154e-09,-7.139078586892108e-16
9418613.88688836,7.185479053006846e-19,6.8566209297367846e-09,-6.840821609089858e-16
9627017.1585436,7.195054551578154e-19,6.7171299614709105e-09,-6.555052225237163e-16
9840031.716334805,7.204677271711964e-19,6.58050827044535e-09,-6.281246548174958e-16
10057759.593016343,7.214347457508929e-19,6.446696283280717e-09,-6.018902709941674e-16
10280305.07899538,7.22406535441326e-19,6.315635673184344e-09,-5.767539934715653e-16
10507774.772286398,7.233831209220633e-19,6.187269333695857e-09,-5.526697650848732e-16
10740277.629570885,7.243645270086151e-19,6.061541352988742e-09,-5.295934640342893e-16
10977925.018387202,7.253507786532348e-19,5.938396988715743e-09,-5.074828224186897e-16
11220830.770474851,7.263419009457239e-19,5.817782643387002e-09,-4.862973482039977e-16
11469111.236299245,7.273379191142427e-19,5.699645840269278e-09,-4.659982504811085e-16
11722885.34078297,7.283388585261263e-19,5.583935199795257e-09,-4.465483678746482e-16
11982274.64026996,7.293447446887036e-19,5.470600416472226e-09,-4.2791209996941577e-16
12247403.380750569,7.303556032501237e-19,5.359592236279178e-09,-4.1005534162717654e-16
12518398.55737449,7.31371460000187e-19,5.250862434542405e-09,-3.9294542007177554e-16
12795389.975280778,7.323923408711809e-19,5.144363794279042e-09,-3.7655103462577463e-16
13078510.311773743,7.334182719387196e-19,5.0400500849988184e-09,-3.608421989866255e-16
13367895.179874694,7.344492794225918e-19,4.937876041954167e-09,-3.4579018593525733e-16
13663683.19327956,7.354853896876109e-19,4.837797345829329e-09,-3.313674743744027e-16
13966016.032754404,7.365266292444724e-19,4.73977060285881e-09,-3.1754769859832376e-16
14275038.513999475,7.375730247506168e-19,4.643753325366476e-09,-3.043055996998767e-16
14590898.657015156,7.386246030110947e-19,4.549703912716017e-09,-2.9161697902460933e-16
14913747.75700275,7.39681390979441e-19,4.457581632664211e-09,-2.7945865358556003e-16
15243740.456833784,7.407434157585527e-19,4.36734660310845e-09,-2.6780841335614186e-16
15581034.821123414,7.418107046015736e-19,4.278959774219935e-09,-2.5664498036172355e-16
15925792.411942234,7.428832849127809e-19,4.192382910954662e-09,-2.4594796949414014e-16
16278178.366203647,7.43961184248482e-19,4.1075785759339675e-09,-2.3569785097640456e-16
16638361.47476356,7.450444303179137e-19,4.024510112686818e-09,-2.258759144080786e-16
17006514.263269976,7.461330509841472e-19,3.943141629246277e-09,-2.1646423432454534e-16
17382813.074802198,7.472270742650013e-19,3.863437982092392e-09,-2.0744563720643118e-16
17767438.15433787,7.48326528333957e-19,3.785364760434432e-09,-1.9880366987795466e-16
18160573.735089384,7.494314415210821e-19,3.708888270825084e-09,-1.9052256923567436e-16
18562408.12675059,7.505418423139588e-19,3.633975522099595e-09,-1.8258723325153495e-16
18973133.80569576,7.516577593586165e-19,3.5605942106330706e-09,-1.749831931964523e-16
19392947.50717513,7.527792214604743e-19,3.4887127059089466e-09,-1.6769658703302843e-16
19822050.31954966,7.5390625758528435e-19,3.4183000363923074e-09,-1.6071413392805976e-16
20260647.78061128,7.550388968600853e-19,3.3493258757014024e-09,-1.540231098376843e-16
20708949.976034388,7.561771685741577e-19,3.2817605290710622e-09,-1.4761132411990635e-16
21167171.640005376,7.573211021799895e-19,3.215574920101925e-09,-1.4146709713124543e-16
21635532.25807956,7.584707272942437e-19,3.1507405777891877e-09,-1.3557923876597805e-16
22114256.17231317,7.596260736987354e-19,3.087229623825241e-09,-1.299370278982888e-16
22603572.688722007,7.607871713414118e-19,3.025014760170145e-09,-1.245301926892813e-16
23103716.187117707,7.619540503373402e-19,2.9640692568843896e-09,-1.1934889172236307e-16
23614926.233374424,7.631267409697023e-19,2.9043669402183194e-09,-1.1438369593217033e-16
24137447.694179125,7.64305273690793e-19,2.8458821809528607e-09,-1.0962557129352893e-16
24671530.85432192,7.654896791230266e-19,2.7885898829860584e-09,-1.0506586223847516e-16
25217431.536580645,7.666799880599499e-19,2.73246547216043e-09,-1.0069627577065135e-16
25775411.22425862,7.678762314672602e-19,2.6774848853258664e-09,-9.650886624770961e-17
26345737.186433755,7.690784404838298e-19,2.6236245596331414e-09,-9.249602080356621e-17
26928682.60597848,7.702866464227373e-19,2.5708614220531997e-09,-8.865044538358193e-17
27524526.71041341,7.715008807723056e-19,2.519172879117278e-09,-8.496515136684032e-17
28133554.90565534,7.727211751971458e-19,2.4685368068733837e-09,-8.143344275079426e-17
28756058.91272509,7.739475615392078e-19,2.418931541054409e-09,-7.804890387462282e-17
29392336.907480404,7.751800718188369e-19,2.370335867453422e-09,-7.480538765859158e-17
30042693.66343992,7.764187382358373e-19,2.322729012501818e-09,-7.169700433770247e-17
30707440.69776871,7.776635931705433e-19,2.2760906340458833e-09,-6.871811066881817e-17
31386896.42049273,7.789146691848947e-19,2.2304008123177454e-09,-6.586329959133598e-17
32081386.28701552,7.801719990235221e-19,2.185640041096478e-09,-6.312739032230725e-17
32791242.95400961,7.814356156148352e-19,2.141789219055354e-09,-6.050541886773306e-17
33516806.43875663,7.827055520721204e-19,2.0988296412913682e-09,-5.799262893249735e-17
34258424.282014444,7.839818416946454e-19,2.0567429910330323e-09,-5.558446321218105e-17
35016451.71448666,7.852645179687691e-19,2.015511331522839e-09,-5.327655505067364e-17
35791251.82697621,7.865536145690591e-19,1.9751170980705764e-09,-5.1064720448193713e-17
36583195.74430394,7.878491653594165e-19,1.9355430902739126e-09,-4.894495040497462e-17
37392662.8030747,7.891512043942068e-19,1.896772464402749e-09,-4.6913403586492786e-17
38220040.73337825,7.904597659193988e-19,1.858788725943772e-09,-4.4966399296707307e-17
39065725.844509184,7.917748843737101e-19,1.821575722301948e-09,-4.310041074635666e-17
39930123.21479697,7.930965943897599e-19,1.7851176356555463e-09,-4.131205860390148e-17
40813646.88563615,7.944249307952274e-19,1.7493989759614683e-09,-3.959810481722215e-17
41716720.05980997,7.95759928614021e-19,1.7144045741077124e-09,-3.795544669468342e-17
42639775.30420138,7.971016230674504e-19,1.6801195752098758e-09,-3.638111123466278e-17
43583254.75699119,7.984500495754098e-19,1.6465294320485695e-09,-3.4872249693088046e-17
44547610.33943894,7.998052437575646e-19,1.6136198986448873e-09,-3.342613237897655e-17
45533303.97235087,8.011672414345503e-19,1.5813770239709144e-09,-3.2040143668394704e-17
46540807.7973375,8.025360786291741e-19,1.5497871457924526e-09,-3.071177722764916e-17
47570604.40296597,8.039117915676259e-19,1.5188368846411978e-09,-2.9438631436915554e-17
48623187.055918366,8.052944166806982e-19,1.4885131379135432e-09,-2.821840500587621e-17
49699059.937262885,8.066839906050116e-19,1.4588030740934484e-09,-2.7048892773302653e-17
50798738.383953854,8.080805501842479e-19,1.429694127096669e-09,-2.5927981682841646e-17
51922749.135675415,8.094841324703926e-19,1.4011739907338052e-09,-2.4853646927608674e-17
53071630.58714597,8.108947747249836e-19,1.3732306132896914e-09,-2.3823948256489446e-17
54245933.0460074,8.123125144203665e-19,1.3458521922165825e-09,-2.283702643535375e-17
55446218.996418506,8.137373892409624e-19,1.3190271689388474e-09,-2.189109985667457e-17
56673063.36848183,8.151694370845377e-19,1.2927442237667251e-09,-2.0984461291319236e-17
57927053.8136322,8.166086960634858e-19,1.266992270916873e-09,-2.0115474776533106e-17
59208790.986117385,8.180552045061139e-19,1.2417604536374759e-09,-1.928257263440042e-17
60518888.83070953,8.1950900095794175e-19,1.2170381394356318e-09,-1.84842526152993e-17
61857974.87678019,8.209701241830035e-19,1.1928149154049531e-09,-1.771907516110062e-17
63226690.53888358,8.224386131651623e-19,1.1690805836511963e-09,-1.6985660783081117e-17
64625691.42399072,8.23914507109429e-19,1.1458251568138739e-09,-1.6282687549736102e-17
66055647.64552037,8.253978454432913e-19,1.1230388536818433e-09,-1.560888867987226e-17
67517244.14432111,8.268886678180522e-19,1.1007120949008266e-09,-1.4963050236563503e-17
69011181.01675306,8.283870141101732e-19,1.0788354987710025e-09,-1.43440089177331e-17
70538173.85003021,8.298929244226302e-19,1.0573998771327163e-09,-1.3750649939307416e-17
72098954.06498273,8.3140643908627265e-19,1.036396231338454e-09,-1.3181905007052171e-17
73694269.26640353,8.329275986611968e-19,1.0158157483092792e-09,-1.2636750373369974e-17
75324883.60114557,8.344564439381223e-19,9.956497966739513e-10,-1.2114204975495807e-17
